US_Chart - Mainstream Rock Airplay,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,week_of
43,New Reality,Word Alive,144,-7,151,15,0,43300,-20300,63600,57565,2023.06.29
44,One More Round,Christopher Shayne,137,-2,139,7,0,47800,-6800,54600,9811,2023.06.29
45,Devastate,Saint Asonia,132,-108,240,24,0,94100,-62700,156800,63901,2023.06.29
46,More,Warning,122,4,118,16,0,168700,48400,120300,68032,2023.06.29
47,A Million Miles,Saul,119,15,104,19,0,60800,20700,40100,11024,2023.06.29
48,The War You Wanted,Tommy Vext,112,-3,115,11,0,42500,-6500,49000,0,2023.06.29
49,Fighting Myself,Linkin Park,96,1,95,6,0,103600,-11500,115100,1167986,2023.06.29
50,You'Re The Reason,Shallow Side,92,-8,100,8,0,39100,11200,27900,124397,2023.06.29
51,Swing,Fever 333,85,26,59,17,0,62200,49900,12300,0,2023.06.29
52,Terrible Things,Halestorm,83,-7,90,14,0,75300,-24300,99600,90496,2023.06.29
53,Paper Machete,Queens Of The Stone Age,81,39,42,10,0,218200,109700,108500,579005,2023.06.29
54,Dial Tone,Catch Your Breath,74,-105,179,8,0,19000,-78400,97400,668690,2023.06.29
55,Human Xstacy,Black Heart Saints,67,-3,70,8,0,18500,-11300,29800,326,2023.06.29
56,Under You,Foo Fighters,66,5,61,11,0,373900,78700,295200,325698,2023.06.29
57,The Summoning,Sleep Token,65,-1,66,7,0,174000,14000,160000,1625016,2023.06.29
58,"Easy Come, Easy Go",Jared James Nichols,55,0,55,7,0,75400,-12500,87900,2193,2023.06.29
59,Calm Before The Storm,Any Given Sin,55,-7,62,10,0,13600,-5700,19300,32902,2023.06.29
60,Emotion Sickness,Queens Of The Stone Age,53,0,53,6,0,51600,-8400,60000,421572,2023.06.29
61,Sunshine,Beartooth,53,-2,55,4,0,7400,-2000,9400,327602,2023.06.29
62,Anomaly,I See Stars,50,7,43,1,0,0,0,0,103067,2023.06.29
63,Last Resort,Falling In Reverse,45,,,20,0,72200,,,2268894,2023.06.29
64,Halo,"Pendulum, Bullet For My Valentine",41,32,9,17,0,16800,11700,5100,132746,2023.06.29
65,Left Behind,The Plot In You,41,-16,57,5,0,6700,-9500,16200,209954,2023.06.29
66,Nothing Ever After,Illenium & Motionless In White,34,-7,41,1,0,0,0,0,0,2023.06.29
67,Prizefighter,Blame My Youth,34,-11,45,4,0,2500,1500,1000,26801,2023.06.29
68,Misery,Memphis May Fire,31,30,1,5,0,7800,7800,0,144800,2023.06.29
69,Fight This War,Uncured,29,7,22,5,0,11500,8700,2800,5221,2023.06.29
70,Enemy,"Imagine Dragons, JID & League Of Legends",29,-2,31,1,0,109000,5400,103600,4173285,2023.06.29
71,Ghost Of Me,Make Them Suffer,28,0,28,16,0,11800,-700,12500,149907,2023.06.29
72,Granite,Sleep Token,27,0,27,2,0,3300,3300,0,874081,2023.06.29
73,Blackout,Austin Meade,26,10,16,6,0,8900,1100,7800,62459,2023.06.29
74,Dead & Gone,Kemikalfire,26,1,25,1,0,0,0,0,0,2023.06.29
75,All My Favorite Songs,Weezer,24,3,21,2,0,33700,5000,28700,357725,2023.06.29
76,Swine,Demi Lovato,22,14,8,1,0,0,0,0,470001,2023.06.29
77,Dance Of The Dead,Ottto,22,-1,23,2,0,51800,-5700,57500,687,2023.06.29
78,Kid,Revivalists,21,1,20,2,0,298400,47100,251300,405060,2023.06.29
79,Bite Your Tongue,Attila,21,-3,24,1,0,0,0,0,82086,2023.06.29
80,Blood Runs Cold,Rain City Drive,21,-7,28,1,0,0,0,0,225508,2023.06.29
81,Temple Of Love,Black Veil Brides,20,5,15,4,0,3300,-1700,5000,94799,2023.06.29
82,Strike Gold,Larkin Poe,20,5,15,1,0,248700,64000,184700,4623,2023.06.29
83,Emergency Contact,Pierce The Veil,20,-2,22,3,0,88800,23800,65000,486151,2023.06.29
84,Superstar,Crown The Empire,19,0,19,4,0,7100,500,6600,42613,2023.06.29
85,Cold Bones,Any Given Sin,19,-2,21,1,0,0,0,0,33932,2023.06.29
86,Red Thunder,Butcher Babies,18,17,1,16,0,13900,13600,300,12018,2023.06.29
87,Puppets,Mike's Dead,18,-4,22,1,0,0,0,0,19284,2023.06.29
88,The Hanged Man,Nathan James,18,-5,23,1,0,0,0,0,54449,2023.06.29
89,Dark Void,Asking Alexandria,17,1,16,4,0,1400,-600,2000,346047,2023.06.29
90,Why Won'T You Call Me Back,Hooters,17,-1,18,1,0,265000,-3800,268800,1070,2023.06.29
91,Make It Shake,Ghost Hounds,17,-2,19,3,0,5700,-2100,7800,2160,2023.06.29
92,Baptize Me,Saving Abel,17,-3,20,4,0,38100,-4000,42100,24512,2023.06.29
93,Relic,Awaken I Am,17,-3,20,4,0,5700,-1600,7300,22592,2023.06.29
94,My America,Ayron Jones,17,,,5,0,5000,,,79782,2023.06.29
95,Dreams Always Die With The Sun,Eye Am,16,15,1,15,0,12800,11400,1400,2123,2023.06.29
96,To The Wolves,Stitched Up Heart,16,10,6,4,0,7000,2000,5000,19468,2023.06.29
97,Fearless,Sleep Signals,16,2,14,3,0,5300,700,4600,6269,2023.06.29
98,Broken Arrow,Unearth,16,0,16,15,0,11400,-700,12100,2387,2023.06.29
99,Hip To Be Scared,ICE NINE KILLS Feat. Jacoby Shaddix,15,11,4,11,0,6200,6200,0,236351,2023.06.29
100,As The Sun Sets,Taipei Houston,15,2,13,1,0,39300,5000,34300,2365,2023.06.29
101,Records,Weezer,15,-1,16,2,0,219800,8000,211800,92751,2023.06.29
102,Scourge Of The Offspring,Cattle Decapitation,15,,,15,0,12400,,,34426,2023.06.29
103,Typecast,Cinnamon Babe,14,-6,20,1,0,0,0,0,4129,2023.06.29
104,Through Hell,"Citizen Soldier, Royal Bliss",14,-26,40,5,0,10700,-3700,14400,105387,2023.06.29
105,Pass The Nirvana,Pierce The Veil,12,5,7,3,0,0,0,0,510565,2023.06.29
106,If You'Re Blue,Joan Jett & The Blackhearts,12,4,8,3,0,78800,33800,45000,10919,2023.06.29
107,Gossip,Maneskin,12,-2,14,1,0,56600,-7700,64300,962982,2023.06.29
108,Seventy Thorns,Kim Dracula & Jonathan Davis,12,-2,14,1,0,30400,2300,28100,75038,2023.06.29
109,We Love You,Avenged Sevenfold,12,-3,15,1,0,0,-10500,10500,277226,2023.06.29
110,The Void,Spiritbox,12,-4,16,3,0,2600,-2400,5000,218338,2023.06.29
111,The Fear,Zero 9:36,12,-10,22,1,0,0,0,0,50086,2023.06.29
112,Savages,Catch Your Breath,12,-11,23,1,0,0,0,0,125306,2023.06.29
113,The Glass,Foo Fighters,11,6,5,1,0,0,0,0,364130,2023.06.29
114,Positive Charge,Gaslight Anthem,11,1,10,2,0,19600,-700,20300,58737,2023.06.29
115,Someone Else,Crown The Empire,11,-11,22,1,0,0,0,0,27692,2023.06.29
116,Strawman,Ayron Jones,11,,,6,0,6600,,,22198,2023.06.29
117,Spellbinding,Smashing Pumpkins,10,-2,12,3,0,10900,-11900,22800,48327,2023.06.29
118,We Didn't Start The Fire,Fall Out Boy,10,,,8,0,71500,,,794312,2023.06.29
119,The Sky Is Crying,Ayron Jones,10,,,5,0,5600,,,14032,2023.06.29
120,Mary On A Cross,Ghost,9,2,7,3,0,0,0,0,4025547,2023.06.29
121,Bogus Operandi,Hives,9,-1,10,2,0,2600,2600,0,84410,2023.06.29
122,It's Hell Down Here,Amity Affliction,9,-3,12,4,0,3200,-2100,5300,85673,2023.06.29
123,Wild,Moonshine Bandits,9,,,9,0,15100,,,0,2023.06.29
124,Deep In The Willow,Knocked Loose,9,,,6,0,10300,,,421458,2023.06.29
125,Fame Whore,There Is No Us,8,7,1,2,0,2600,2600,0,1890,2023.06.29
126,Red Fur,Veil Of Maya,8,2,6,1,0,0,0,0,47502,2023.06.29
127,Lights Out,Dropout Kings,8,-1,9,8,0,14300,-800,15100,9961,2023.06.29
128,Paper Crown,Dark Divine,7,6,1,1,0,0,0,0,0,2023.06.29
129,STRANDED,Gojira,7,2,5,5,0,6200,4400,1800,202164,2023.06.29
130,Poison Pill,Silverstein,7,1,6,2,0,4000,1000,3000,20881,2023.06.29
131,Cold Blooded,Of Virtue,7,1,6,1,0,7200,1400,5800,42755,2023.06.29
132,The Game,Code Orange,7,,,7,0,7100,,,13079,2023.06.29
133,Red Flag,Misfire,7,,,7,0,6400,,,49,2023.06.29
134,ON TWO FEET I STAND,Ayron Jones & The Way,7,,,2,0,1000,,,11325,2023.06.29
134,The Title,Ayron Jones,7,,,2,0,1000,,,49746,2023.06.29
136,Living For The Fall,Ayron Jones,7,,,1,0,0,,,15618,2023.06.29
137,Until We Break,From Ashes To New Feat. Matty Mullins,6,5,1,4,0,2900,2900,0,99464,2023.06.29
138,Darkness Before The Dawn,Caleb Hyles,6,3,3,6,0,10500,9100,1400,55539,2023.06.29
139,Chokehold,Sleep Token,6,2,4,1,0,0,0,0,750733,2023.06.29
140,Circle With Me,Spiritbox,6,1,5,2,0,0,0,0,353601,2023.06.29
141,First,Cold War Kids,6,1,5,1,0,29600,2300,27300,676063,2023.06.29
142,Black Smoke Rising,Greta Van Fleet,6,-2,8,5,0,12400,-5200,17600,438348,2023.06.29
143,Fence,Sevendust,6,-3,9,2,0,20200,-8000,28200,69348,2023.06.29
144,Jack & Jill,Saul,6,,,6,0,13400,,,5857,2023.06.29
145,Blood Blind,Cannibal Corpse,6,,,6,0,7100,,,164358,2023.06.29
146,Last Word,Baroness,5,4,1,3,0,5900,4300,1600,110962,2023.06.29
147,Screaming Suicide,Metallica,5,2,3,5,0,4000,4000,0,182489,2023.06.29
148,Neon Grave,Dayseeker,5,2,3,2,0,0,0,0,243657,2023.06.29
149,Spirits High,Exies,5,0,5,5,0,13200,0,13200,7459,2023.06.29
150,Another Way,Sleep Theory,5,-1,6,1,0,0,0,0,224142,2023.06.29
151,Cannibals,Of Virtue,5,-3,8,1,0,0,0,0,25329,2023.06.29
151,Body Bag,I Prevail,5,-3,8,1,0,0,0,0,208115,2023.06.29
153,It Hurts,Enter Shikari,5,-6,11,5,0,7600,4200,3400,8794,2023.06.29
154,Chew,Zillion,5,-18,23,1,0,0,0,0,7683,2023.06.29
155,Otherside,Ayron Jones,5,,,1,0,0,,,16209,2023.06.29
156,Blood & Water,Memphis May Fire,4,2,2,2,0,500,500,0,101521,2023.06.29
157,Bow Down,I Prevail,4,2,2,2,0,0,0,0,379412,2023.06.29
158,Cutting It Close,Rain City Drive,4,2,2,1,0,0,0,0,125545,2023.06.29
159,The Dying Song (Time To Sing),Slipknot,4,1,3,3,0,4000,2400,1600,248606,2023.06.29
160,Withered & Decayed,Repentance,4,1,3,2,0,1000,300,700,0,2023.06.29
161,Bringer Of Vengeance,Kataklysm,4,0,4,2,0,1000,300,700,6631,2023.06.29
162,Scars,I Prevail,4,0,4,2,0,0,0,0,392123,2023.06.29
163,Kashmir,Starset,4,0,4,1,0,0,0,0,4211,2023.06.29
164,30 Under 13,Better Lovers,4,-2,6,3,0,3500,-800,4300,23999,2023.06.29
165,A Little Bit Of Love,Weezer,4,-3,7,1,0,8200,-3600,11800,171422,2023.06.29
166,Inhumane,Polaris,4,-16,20,3,0,4300,-11300,15600,98426,2023.06.29
167,Welcome2paradise,Conquer Divide,4,-17,21,1,0,0,-2100,2100,56394,2023.06.29
168,"Congratulations, You're In A Cult",Sin Shake Sin,3,1,2,3,0,7000,6400,600,0,2023.06.29
169,Choke,Widow7,3,1,2,3,0,2000,-500,2500,637,2023.06.29
170,I See Dead People,Amity Affliction,3,1,2,2,0,1000,200,800,60553,2023.06.29
171,Darkbloom,We Came As Romans,3,1,2,2,0,500,500,0,159697,2023.06.29
172,Cyberhex,Motionless In White,3,1,2,2,0,0,0,0,232404,2023.06.29
173,Fade In / Fade Out,Nothing More,3,1,2,1,0,0,0,0,113607,2023.06.29
173,The American Nightmare,Ice Nine Kills,3,1,2,1,0,0,0,0,188239,2023.06.29
173,Ex-Mørtis,Ice Nine Kills,3,1,2,1,0,0,0,0,116536,2023.06.29
173,Hypa Hypa,Eskimo Callboy,3,1,2,1,0,0,0,0,186618,2023.06.29
177,I'M Alice,Alice Cooper,3,0,3,3,0,4300,1800,2500,24603,2023.06.29
178,Sleaze Me On,Low Cut Connie,3,0,3,3,0,1700,-300,2000,4131,2023.06.29
179,Deutschland,Rammstein,3,0,3,2,0,1800,1800,0,347822,2023.06.29
180,We Got The Moves,Electric Callboy,3,0,3,2,0,1500,1500,0,341154,2023.06.29
181,Welcome To Horrorwood,Ice Nine Kills,3,0,3,1,0,0,0,0,147575,2023.06.29
181,Doomsday,Architects (UK),3,0,3,1,0,0,0,0,90607,2023.06.29
181,Animal In Me,Solence,3,0,3,1,0,0,0,0,57022,2023.06.29
181,Thank God It's Friday,Ice Nine Kills,3,0,3,1,0,0,0,0,93294,2023.06.29
185,Misery,Written By Wolves,3,-1,4,3,0,2500,500,2000,7884,2023.06.29
186,Vore,Sleep Token,3,-1,4,2,0,400,0,400,384098,2023.06.29
187,Let Go,Underoath,3,-1,4,1,0,600,-200,800,39662,2023.06.29
188,Blessed Be,Spiritbox,3,-1,4,1,0,0,-1600,1600,114385,2023.06.29
189,The Sub-Orbital Blues,Rivers Of Nihil,3,,,3,0,4100,,,39162,2023.06.29
190,Too Far Gone?,Metallica,3,,,3,0,4000,,,153522,2023.06.29
191,Strawberry Letter 23,Phish,3,,,3,0,3500,,,0,2023.06.29
191,Strawberry Woman,Jason Isbell And The 400 Unit,3,,,3,0,3500,,,229872,2023.06.29
191,Pagan Run,Yusuf/Cat Stevens,3,,,3,0,3500,,,27097,2023.06.29
194,One More Trick,John Mellencamp,3,,,3,0,2000,,,9786,2023.06.29
195,Blackout,Versus Me,3,,,1,0,1900,,,2,2023.06.29
196,Ramona,Frame 42,2,1,1,2,0,5500,5500,0,0,2023.06.29
197,Poison For The Lost,Sylosis,2,1,1,2,0,3900,3300,600,22561,2023.06.29
198,If Blood Is Life,DevilDriver,2,1,1,2,0,2900,2300,600,4077,2023.06.29
199,In My Head,Mike Shinoda & Kailee Morgue,2,1,1,2,0,2800,1000,1800,281395,2023.06.29
200,"Purified By Vengeance (Feat. Mark Holcomb, Periphery & Mick Gordon)",Daath,2,1,1,2,0,2400,2400,0,5862,2023.06.29
201,Hollywood Baby,100 Gecs,2,1,1,2,0,2200,1800,400,289517,2023.06.29
202,Inamorata,Metallica,2,1,1,2,0,1300,900,400,114394,2023.06.29
203,If Darkness Had A Son,Metallica,2,1,1,2,0,1100,-1300,2400,228421,2023.06.29
204,Mercy Mercy,Glorious Sons,2,1,1,2,0,800,400,400,48219,2023.06.29
205,Carnavoyeur,Queens Of The Stone Age,2,1,1,2,0,400,0,400,348228,2023.06.29
206,More Than Misery,Caskets,2,1,1,2,0,0,-1000,1000,0,2023.06.29
207,"Jokers, Thieves, And Liars",Soraia,2,1,1,1,0,4600,2300,2300,122,2023.06.29
208,Under The Ground,Werewolves,2,1,1,1,0,400,200,200,157,2023.06.29
209,Godhead,Veil Of Maya,2,1,1,1,0,0,0,0,21537,2023.06.29
209,Doomswitch,Make Them Suffer,2,1,1,1,0,0,0,0,134593,2023.06.29
209,1984,Slaughter To Prevail,2,1,1,1,0,0,0,0,89640,2023.06.29
209,Dynamite,Any Given Sin,2,1,1,1,0,0,0,0,34669,2023.06.29
209,Burn It,Fever 333,2,1,1,1,0,0,0,0,31339,2023.06.29
209,Gasoline,I Prevail,2,1,1,1,0,0,0,0,381428,2023.06.29
209,Funny Little Creatures,Nothing More,2,1,1,1,0,0,0,0,15212,2023.06.29
209,Still In Love,Nothing More,2,1,1,1,0,0,0,0,10240,2023.06.29
209,Animal,Fever 333,2,1,1,1,0,0,0,0,7925,2023.06.29
209,Superhero,Falling In Reverse,2,1,1,1,0,0,0,0,90255,2023.06.29
209,To The Hellfire,Lorna Shore,2,1,1,1,0,0,0,0,294889,2023.06.29
209,The Great Divorce,Nothing More,2,1,1,1,0,0,0,0,4610,2023.06.29
221,The Human Radio,Shinedown,2,0,2,2,0,7300,100,7200,44962,2023.06.29
222,The Path Of Fierce Resistance,Halo Effect,2,0,2,2,0,2700,2100,600,0,2023.06.29
223,Mountains At Midnight,Royal Blood,2,0,2,2,0,1600,1200,400,115466,2023.06.29
224,Shots And Cookies,Anchored,2,0,2,1,0,3100,-600,3700,0,2023.06.29
225,She's Kerosene,Interrupters,2,0,2,1,0,1000,-2800,3800,160391,2023.06.29
226,The Age Of The Offended,Cadaver,2,0,2,1,0,400,0,400,1470,2023.06.29
226,Harvest,Empire State Bastard,2,0,2,1,0,400,0,400,1480,2023.06.29
226,Nothing Gold,After The Burial,2,0,2,1,0,400,0,400,23079,2023.06.29
226,Lexicontagion,Zenith Passage,2,0,2,1,0,400,0,400,6165,2023.06.29
230,Through The Depths,DevilDriver,2,0,2,1,0,400,-3100,3500,7375,2023.06.29
231,Waiting On You,Rain City Drive,2,0,2,1,0,0,0,0,78699,2023.06.29
231,Nightmare,From Ashes To New,2,0,2,1,0,0,0,0,227418,2023.06.29
231,Talk To A Friend,Slaves,2,0,2,1,0,0,0,0,207014,2023.06.29
231,Tunnels,Nothing More,2,0,2,1,0,0,0,0,7644,2023.06.29
231,Blurry (Out Of Place),Crown The Empire,2,0,2,1,0,0,0,0,87295,2023.06.29
231,Don'T Stop,Nothing More,2,0,2,1,0,0,0,0,58219,2023.06.29
231,Bad Listener,Beartooth,2,0,2,1,0,0,0,0,33026,2023.06.29
231,Lifeline,Thousand Foot Krutch,2,0,2,1,0,0,0,0,88569,2023.06.29
239,It Is The End,Ice Nine Kills,2,0,2,1,0,0,-2300,2300,89830,2023.06.29
240,Holy Roller,Spiritbox,2,0,2,1,0,0,-2400,2400,181936,2023.06.29
241,Phantom Of The Opera,Ghost,2,-1,3,2,0,1300,-6800,8100,169947,2023.06.29
242,Chrononautilus,Scar Symmetry,2,-1,3,1,0,400,0,400,7344,2023.06.29
243,Echo,Starset,2,-1,3,1,0,0,0,0,116672,2023.06.29
243,What I Am,Crown The Empire,2,-1,3,1,0,0,0,0,50715,2023.06.29
245,The Teacher,Foo Fighters,2,-2,4,2,0,7300,-2200,9500,133179,2023.06.29
246,What's Love Got To Do With It,Black Stone Cherry,2,-2,4,1,0,0,0,0,47485,2023.06.29
247,Anything,Kingdom Collapse,2,-3,5,1,0,4400,-6600,11000,40214,2023.06.29
248,Bygones,Dolly Parton,2,-8,10,2,0,7200,-29100,36300,90803,2023.06.29
249,Manic,Wage War,2,-11,13,1,0,0,0,0,207252,2023.06.29
250,Gila Monster,King Gizzard & The Lizard Wizard,2,-15,17,2,0,4900,-14000,18900,261238,2023.06.29
251,Masters Of Morbidity,200 Stab Wounds,2,,,2,0,2800,,,7564,2023.06.29
252,Oh My God,HellYeah,2,,,2,0,2100,,,43289,2023.06.29
253,#rebel,Extreme,2,,,2,0,1300,,,32617,2023.06.29
253,Ghost Town,Last In Line,2,,,2,0,1300,,,602,2023.06.29
255,Bottom Of The Sea,Lucero (Group),2,,,2,0,1200,,,2425,2023.06.29
256,Deadly Arrogant,Black Swan Dive Bomb,2,,,1,0,8000,,,12,2023.06.29
257,Warriors,Imagine Dragons,2,,,1,0,7300,,,818594,2023.06.29
258,On The Dark Side,Corey Taylor,2,,,1,0,5900,,,41516,2023.06.29
259,A Different World,Korn Feat. Corey Taylor,2,,,1,0,5500,,,86084,2023.06.29
260,Circles,Pierce The Veil,2,,,1,0,0,,,264171,2023.06.29
260,Get High,Ayron Jones,2,,,1,0,0,,,14866,2023.06.29
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,2023.06.29
Rank,Song,Artist,TP Spins,+/- Chg. Spins,LP Spins,Stations,Adds,TP Audience,+/- Chg. Audience,LP Audience,TP Stream,2023.07.06
1,Need A Favor,Jelly Roll,1895,-11,1906,73,0,3594800,-41500,3636300,11603590,2023.07.06
2,72 Seasons,Metallica,1767,-293,2060,73,0,3579700,-694900,4274600,305497,2023.07.06
3,Lowest In Me,Staind,1752,-21,1773,74,0,2859000,-143000,3002000,351392,2023.07.06
4,rescued,Foo Fighters,1684,-232,1916,74,0,4240600,-162400,4403000,620821,2023.07.06
5,Nobody,Avenged Sevenfold,1567,-106,1673,72,0,2680600,-46000,2726600,645550,2023.07.06
6,Deep End,I Prevail,1519,-94,1613,67,0,2160300,-92300,2252600,537220,2023.07.06
7,Unstoppable,Disturbed,1338,18,1320,74,0,1766400,-23900,1790300,182188,2023.07.06
8,Hate Me Too,From Ashes To New,1304,-80,1384,68,0,1428500,-114700,1543200,273079,2023.07.06
9,Another Celebration At The End Of The World,Mammoth WVH,1280,-138,1418,74,0,2109700,-186500,2296200,115492,2023.07.06
10,The Dirt I'M Buried In,Avatar,1171,10,1161,71,0,1442500,-40600,1483100,120930,2023.07.06
11,Blood In The Water,Ayron Jones,1108,25,1083,68,0,1623400,-1200,1624600,142645,2023.07.06
12,Lost,Linkin Park,1004,6,998,67,0,3124400,40500,3083900,1268025,2023.07.06
13,Jesus He Knows Me,Ghost,984,-6,990,66,0,1230100,7900,1222200,249720,2023.07.06
14,Beyond,Corey Taylor,937,33,904,68,0,1063300,58700,1004600,125901,2023.07.06
15,The Death Of Peace Of Mind,Bad Omens,885,3,882,65,0,1051700,189100,862600,1338295,2023.07.06
16,Meeting The Master,Greta Van Fleet,791,-147,938,66,0,1123500,-376500,1500000,375813,2023.07.06
17,Watch Me Burn,Atreyu,739,-10,749,55,0,568900,-76300,645200,157377,2023.07.06
18,All Things Must Change,Bush,729,-14,743,70,0,888200,-90700,978900,78336,2023.07.06
19,Black Thunder,Hu,624,95,529,45,0,526400,104100,422300,279149,2023.07.06
20,Psycho In My Head,Skillet,617,-19,636,49,0,528500,2000,526500,398304,2023.07.06
21,Skeletons,Pop Evil,612,55,557,54,0,589400,24400,565000,170291,2023.07.06
22,Everything,Sevendust,592,50,542,54,0,468500,-6000,474500,86543,2023.07.06
23,Sold Out,Hardy,525,33,492,50,0,491400,-45500,536900,1661425,2023.07.06
24,Psycho,Asking Alexandria,507,119,388,56,0,437200,144200,293000,326690,2023.07.06
25,Lost,Bring Me The Horizon,481,30,451,45,0,352600,-127500,480100,661347,2023.07.06
26,Soul On Fire,Godsmack,443,-33,476,49,0,1146000,11000,1135000,105763,2023.07.06
27,Empires,Smashing Pumpkins,435,13,422,53,0,414000,-3000,417000,13615,2023.07.06
28,Victorious (Feat. Dorothy),Nita Strauss,428,51,377,52,0,424800,113600,311200,59400,2023.07.06
29,Safe And Sound,Point North Feat. The Ghost Inside,354,31,323,47,0,165900,8700,157200,211054,2023.07.06
30,Punching Bag,Set It Off,320,-8,328,31,0,147000,1300,145700,203262,2023.07.06
31,Full Disclosure,Otherwise,278,-111,389,33,0,233100,-95200,328300,21824,2023.07.06
32,Those Days,Nickelback,272,-76,348,29,0,385500,-343000,728500,168433,2023.07.06
33,Contraband,Gxtp,237,1,236,13,0,92000,-8200,100200,46850,2023.07.06
34,Never Ending Moment,Des Rocs,227,-3,230,34,0,161600,-13800,175400,47475,2023.07.06
35,Nervous,Black Stone Cherry,220,37,183,29,0,171600,56100,115500,61987,2023.07.06
36,Numb,Sleep Theory,214,0,214,29,0,59300,-24200,83500,285228,2023.07.06
37,New Reality,Word Alive,213,31,182,18,0,83100,31800,51300,47036,2023.07.06
38,Left Behind,Plush (Za),195,13,182,19,0,153800,5800,148000,8250,2023.07.06
39,Gimme That Boom,Skindred,183,28,155,22,0,103100,-12600,115700,51271,2023.07.06
40,A Million Miles,Saul,177,10,167,36,0,105900,7100,98800,10929,2023.07.06
41,Last Resort,Falling In Reverse,176,127,49,41,0,217500,140300,77200,3767983,2023.07.06
42,Two Of Us (Stuck),Theory Of A Deadman,172,-26,198,24,0,142700,-25900,168600,39398,2023.07.06
43,The War You Wanted,Tommy Vext,154,-3,157,16,0,74700,600,74100,0,2023.07.06
44,One More Round,Christopher Shayne,153,7,146,10,0,51600,2500,49100,1182,2023.07.06
45,More,Warning,151,29,122,17,0,219900,51200,168700,60581,2023.07.06
46,Together Right,Finger Eleven,148,-11,159,30,0,184300,13900,170400,46640,2023.07.06
47,Swing,Fever 333,133,40,93,29,0,98800,35500,63300,0,2023.07.06
48,You'Re The Reason,Shallow Side,110,-18,128,8,0,47400,-14100,61500,80446,2023.07.06
49,Stuck,Thirty Seconds To Mars,101,-46,147,9,0,379600,-122600,502200,634158,2023.07.06
50,Fighting Myself,Linkin Park,98,2,96,6,0,116000,12400,103600,1016570,2023.07.06
51,Terrible Things,Halestorm,90,4,86,15,0,66800,-10900,77700,82830,2023.07.06
52,Churn,Cairo Knife Fight,90,-66,156,22,0,67100,-40500,107600,207,2023.07.06
53,Misery,Memphis May Fire,74,42,32,23,0,39800,31100,8700,137961,2023.07.06
54,"Easy Come, Easy Go",Jared James Nichols,73,11,62,8,0,95600,18600,77000,2070,2023.07.06
55,Paper Machete,Queens Of The Stone Age,72,-9,81,8,0,202700,-15500,218200,390077,2023.07.06
56,Human Xstacy,Black Heart Saints,71,-8,79,7,0,19700,-100,19800,367,2023.07.06
57,Calm Before The Storm,Any Given Sin,66,5,61,10,0,8000,-6200,14200,26854,2023.07.06
58,Temple Of Love,Black Veil Brides,65,43,22,14,0,29700,24700,5000,74210,2023.07.06
59,Fight This War,Uncured,54,19,35,7,0,17900,5800,12100,2727,2023.07.06
60,The Summoning,Sleep Token,54,-11,65,9,0,75500,-98500,174000,1579325,2023.07.06
61,Emotion Sickness,Queens Of The Stone Age,50,-3,53,4,0,54600,3000,51600,288540,2023.07.06
62,Anomaly,I See Stars,49,-1,50,1,0,0,0,0,98756,2023.07.06
63,Too Good At Raising Hell,Struts,49,,,10,0,405500,,,122244,2023.07.06
63,Too Good At Raising Hell,Struts,49,,,10,0,405500,,,0,2023.07.06
65,Relic,Awaken I Am,44,21,23,8,0,8200,1500,6700,19625,2023.07.06
66,Sunshine,Beartooth,44,-9,53,3,0,200,-7200,7400,293632,2023.07.06
67,Under You,Foo Fighters,43,-23,66,8,0,90600,-283300,373900,274707,2023.07.06
68,Dial Tone,Catch Your Breath,37,-37,74,7,0,5400,-13600,19000,627207,2023.07.06
69,Nothing Ever After,Illenium & Motionless In White,36,2,34,2,0,0,0,0,0,2023.07.06
70,Left Behind,The Plot In You,36,-5,41,5,0,7400,700,6700,200891,2023.07.06
