US_Chart - Mainstream Rock Airplay,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,week_of
17,Bobby Sox,Green Day,744,177,567,61,0,1040600,81100,959500,141845,2024.10.17
18,Sighommi,Smashing Pumpkins,728,-8,736,57,0,862600,-40900,903500,78471,2024.10.17
19,Hurt,Dead Poet Society,707,124,583,57,0,563800,149200,414600,73883,2024.10.17
20,Don'T Put Out The Fire,Dirty Honey,694,46,648,56,0,940500,15200,925300,19081,2024.10.17
21,Waiting For Stevie,Pearl Jam,678,88,590,62,0,882500,187200,695300,159825,2024.10.17
22,New Way Out,Poppy,651,60,591,59,0,340700,75300,265400,243888,2024.10.17
23,Feedback,A Day To Remember,643,-600,1243,55,0,563000,-610100,1173100,97770,2024.10.17
24,Adrenaline,Finger Eleven,612,-102,714,54,0,336200,-39700,375900,39300,2024.10.17
25,Toksik,Starset,547,21,526,50,0,291800,21800,270000,200062,2024.10.17
26,Bad Guy,Falling In Reverse,535,99,436,43,0,282400,82200,200200,657452,2024.10.17
27,That's How I'm Feeling,Jack White,527,17,510,37,0,966300,125600,840700,192887,2024.10.17
28,A Bit Of Lightning,Flat Black,473,33,440,49,0,220100,19900,200200,35850,2024.10.17
29,The Dam,Daughtry,423,134,289,42,0,218600,27000,191600,233076,2024.10.17
30,Unpopular,Skillet,421,42,379,34,0,240200,48400,191800,153849,2024.10.17
31,All My Life,Falling In Reverse & Jelly Roll,415,-86,501,54,0,674900,-47900,722800,1248862,2024.10.17
32,Chains (The Tower),Fame On Fire,411,79,332,39,0,155400,4000,151400,143804,2024.10.17
33,Hell You Call A Dream,Warning,387,-4,391,36,0,587800,44000,543800,96771,2024.10.17
34,GOING PLACES,Sick Puppies,371,52,319,43,0,198800,36900,161900,24123,2024.10.17
35,Make It All Right,Offspring,333,-107,440,42,0,441200,-127500,568700,226530,2024.10.17
36,Just Too Much,Tremonti,285,-13,298,29,0,134900,-18700,153600,17063,2024.10.17
37,Free,Stone Horses,280,-28,308,13,0,174300,-17300,191600,1956,2024.10.17
38,Say What You Will,Myles Kennedy,276,-187,463,40,0,246700,-50200,296900,43088,2024.10.17
39,Radiance,Seven Hours After Violet,275,52,223,47,0,74900,34200,40700,30590,2024.10.17
40,Live Without It,Hinder,254,37,217,28,0,80200,18400,61800,107832,2024.10.17
41,The Optimist,10 Years,251,67,184,27,0,111100,17500,93600,183962,2024.10.17
42,All In My Head,Blink-182,210,12,198,17,0,471800,-92000,563800,157869,2024.10.17
43,Mask Of Sanity,Uncured,200,-4,204,24,0,71300,7400,63900,3442,2024.10.17
44,Paralyzed,Conquer Divide,194,-26,220,20,0,42800,-12600,55400,30098,2024.10.17
45,World {vs) Peace,Point North,193,-3,196,28,0,53100,-9200,62300,0,2024.10.17
46,Madhouse,Call Me Karizma,180,10,170,12,0,53500,8200,45300,6673,2024.10.17
47,Awaken,Breaking Benjamin,178,178,0,41,0,492900,492900,0,1224991,2024.10.17
48,Not Sorry,Pistols At Dawn,170,3,167,22,0,33800,-1100,34900,2676,2024.10.17
49,Chasing Shadows,Zero 9:36,167,24,143,21,0,34600,2900,31700,80970,2024.10.17
50,(Make My) Country Rock,"Cory Marks Feat. Travis Tritt, Mick Mars & Sully Erna",151,97,54,23,0,42800,18600,24200,250607,2024.10.17
51,Heavy Is The Crown,Linkin Park,150,65,85,33,0,359000,133700,225300,3243830,2024.10.17
52,Live Not Fantasize,Tetrarch,145,58,87,31,0,36000,17500,18500,20913,2024.10.17
53,Heart Of Thorns,Jager Henry Feat. Lil Lotus,132,5,127,15,0,23300,-2200,25500,0,2024.10.17
54,Losing Faith,Nevertel,98,47,51,16,0,8000,2200,5800,79290,2024.10.17
55,Pretend,The Plot In You,98,32,66,15,0,26900,14800,12100,195953,2024.10.17
55,Pretend,The Plot In You,98,32,66,15,0,26900,14800,12100,0,2024.10.17
57,Fight For Your Right,Motley Crue,98,-21,119,14,0,21400,-14600,36000,34022,2024.10.17
58,Picture Of You (X+w),U2,87,28,59,8,0,354100,41900,312200,53189,2024.10.17
59,Attn.,Beartooth,87,-2,89,6,0,8300,6900,1400,216315,2024.10.17
60,Revolution (The Final Amen),Drowning Pool,84,1,83,11,0,43700,-10100,53800,57759,2024.10.17
61,Blur,Wage War,82,68,14,23,0,26300,24300,2000,104542,2024.10.17
62,Hell Is Empty,Memphis May Fire,80,67,13,13,0,22500,22500,0,334325,2024.10.17
63,Belly Up,Return To Dust,73,23,50,7,0,64400,61500,2900,43515,2024.10.17
64,Sleep When I'M Dead,Autumn Kings,69,56,13,16,0,5600,5600,0,63802,2024.10.17
65,Wish You The Best,Rain City Drive,61,14,47,2,0,0,0,0,164914,2024.10.17
66,Livin' My Life Like A Country Song,Theory Of A Deadman Feat. Joe Don Rooney,61,5,56,28,0,33700,-8000,41700,0,2024.10.17
67,Cancelled,Motley Crue,60,29,31,13,0,64700,5300,59400,190135,2024.10.17
68,A Work Of Art,Ice Nine Kills,58,44,14,8,0,4400,4400,0,2255863,2024.10.17
69,At All Times,Better Lovers,57,20,37,4,0,1600,200,1400,16488,2024.10.17
70,Shoulder To Bleed On,Veio,55,-5,60,7,0,16800,-800,17600,20684,2024.10.17
71,Justify,Hawk,51,39,12,1,0,0,0,0,17123,2024.10.17
72,Creating Monsters,Set It Off,50,2,48,8,0,4600,-3700,8300,129876,2024.10.17
73,Through Fire,Salem's Childe,47,1,46,5,0,3600,-1100,4700,72,2024.10.17
74,Killing Floor (feat. Brian Johnson),Slash,45,45,0,9,0,9300,9300,0,15438,2024.10.17
75,Queen,Sara Robinson,42,24,18,6,0,300,0,300,5677,2024.10.17
76,Feel Like That,Sublime & Stick Figure Feat. Bradley Nowell,42,-3,45,4,0,79900,1700,78200,506820,2024.10.17
77,Out Of Pocket,Black Stone Cherry,40,26,14,8,0,20400,11900,8500,14783,2024.10.17
78,The Gallows,Black Label Society,39,8,31,18,0,6700,-1800,8500,60158,2024.10.17
79,Mea Culpa (Ah ca ira!),Gojira,37,5,32,19,0,8000,1200,6800,177492,2024.10.17
80,"Ok, But This Is The Last Time",Offspring,34,34,0,12,0,197100,197100,0,502641,2024.10.17
81,A Little Less Than Expected (Show Me),Alborn,34,-4,38,6,0,1500,0,1500,1154,2024.10.17
82,Rise,10 Years,31,-2,33,1,0,72900,-4200,77100,57848,2024.10.17
83,Houdini,Eminem,30,-2,32,1,0,88300,-1000,89300,5288362,2024.10.17
84,In The Night,Des Rocs,28,4,24,3,0,1400,100,1300,46274,2024.10.17
85,Horns And Halos,Blacklist Union,28,-68,96,11,0,4300,-4900,9200,841,2024.10.17
86,Like A Stone,Atreyu,27,27,0,27,0,30600,30600,0,53083,2024.10.17
87,Rockstar,Ded,26,7,19,1,0,0,0,0,7921,2024.10.17
88,Incite The Watch,"Billy Morrison Feat. Corey Taylor, Steve Vai",26,3,23,3,0,47200,3100,44100,2079,2024.10.17
89,Ghost,Minute After Midnight,26,3,23,1,0,0,0,0,102570,2024.10.17
90,Living Proof,Bon Jovi,26,-1,27,3,0,97700,31700,66000,25573,2024.10.17
91,Ronald,"Tech N9ne, Falling In Reverse, Alex Terrible",25,3,22,5,0,12600,2800,9800,889820,2024.10.17
92,A Visceral Retch,Whitechapel,22,14,8,19,0,6300,3100,3200,154356,2024.10.17
93,Dance On My Grave,Twiztid,22,1,21,1,0,0,0,0,0,2024.10.17
94,Obsidian,Crobot,22,0,22,1,0,47200,-4300,51500,2357,2024.10.17
95,Soft Spine,Spiritbox,22,0,22,3,0,200,200,0,255787,2024.10.17
96,Sanctify Me,In This Moment,22,0,22,1,0,0,0,0,95819,2024.10.17
97,Teeth,Underoath,22,-2,24,2,0,1500,-700,2200,42899,2024.10.17
98,MAD,Tx2,22,-14,36,3,0,0,0,0,0,2024.10.17
99,Feels Like Letting Go,Violent,21,3,18,1,0,0,0,0,7007,2024.10.17
100,Sleepwalker,Pretty Wild,20,-1,21,1,0,0,0,0,156596,2024.10.17
101,Babylon,Gore,19,14,5,16,0,6600,4800,1800,11864,2024.10.17
102,Light It Up,Offspring,18,-1,19,1,0,40000,-4400,44400,200411,2024.10.17
103,Nothing At All,Foo Fighters,18,-4,22,1,0,35500,-11200,46700,23495,2024.10.17
104,The Summoning,Sleep Token,18,-6,24,6,0,4200,-900,5100,1460949,2024.10.17
105,Future Myopia,Better Lovers,17,13,4,17,0,5700,4200,1500,14324,2024.10.17
106,Rescue Me,Dirty Heads,17,1,16,1,0,50300,8100,42200,139023,2024.10.17
107,3,Opeth,16,12,4,16,0,6700,6700,0,0,2024.10.17
108,Imposing Will,Nails,15,15,0,15,0,6500,6500,0,8762,2024.10.17
109,Exhumed,August Burns Red,15,15,0,15,0,5800,5800,0,48014,2024.10.17
110,Cartoon Buyer,Serj Tankian,15,8,7,7,0,7700,3800,3900,32379,2024.10.17
111,Seeing Red,Architects,15,2,13,4,0,0,-2600,2600,154637,2024.10.17
112,Floods Of Triton,Mastodon & Lamb Of God,15,-17,32,5,0,2500,-5800,8300,87703,2024.10.17
113,Hellbound,Autumn Kings,15,-40,55,2,0,0,0,0,81727,2024.10.17
114,The Blue-Eyed Devil,Highly Suspect,14,14,0,1,0,0,0,0,27668,2024.10.17
115,Hip To Be Scared,ICE NINE KILLS Feat. Jacoby Shaddix,14,-2,16,10,0,1900,0,1900,344037,2024.10.17
116,Darkside,Bring Me The Horizon,14,-9,23,2,0,17700,-20800,38500,379575,2024.10.17
117,Bluer Than So Blue,Collective Soul,14,-9,23,3,0,14700,-2400,17100,6068,2024.10.17
118,Anything > Human,"Erra, Bad Omens",13,2,11,2,0,2600,0,2600,225149,2024.10.17
119,Starry Skies (988),Kalamity Kills,12,7,5,2,0,400,200,200,0,2024.10.17
120,Antidote,ColdWards,12,4,8,3,0,1500,0,1500,9830,2024.10.17
121,Sleepyhead,Jutes,12,2,10,1,0,0,0,0,228376,2024.10.17
122,Imminent Redemption,Jane's Addiction,12,-6,18,1,0,30100,-9000,39100,8997,2024.10.17
123,Chaotic,Memphis May Fire,12,-6,18,1,0,0,0,0,124156,2024.10.17
124,For What It's Worth,Exies,12,-10,22,8,0,12700,-3500,16200,1309,2024.10.17
125,Beg!,Vana,12,-13,25,2,0,0,0,0,171443,2024.10.17
126,Demon Or Ghost,Mitchell Tenpenny Feat. Underoath,11,2,9,1,0,0,0,0,108198,2024.10.17
126,Ratatata,"Babymetal, Electric Callboy",11,2,9,4,0,0,0,0,419185,2024.10.17
128,Warriors,Ovtlier,11,0,11,3,0,0,0,0,24947,2024.10.17
129,Heroes,Duff Mckagan,10,5,5,1,0,12300,5600,6700,3807,2024.10.17
130,Knockin On The Door,Bites,10,4,6,1,0,16500,9800,6700,675,2024.10.17
131,Dial Tone,Catch Your Breath,10,2,8,2,0,0,0,0,853243,2024.10.17
132,Lady Bhang (She Got Me Rollin'),"Live, Dean Deleo",10,-3,13,1,0,12300,-7500,19800,6020,2024.10.17
133,Sacrifice,Royale Lynn,10,-4,14,2,0,0,-19500,19500,76517,2024.10.17
