US_Chart - Mainstream R&B/Hip-Hop Airplay,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,week_of
92,Yesyouare,Lancey Foux,70,9,61,5,0,90500,7400,83100,17296,2024.02.01
93,Please Don'T Go,Wanmor,70,-9,79,4,0,196700,-51300,248000,119265,2024.02.01
94,Birthday Dance,Josh Levi,64,22,42,23,0,189500,65000,124500,1606744,2024.02.01
95,Big Foot,Nicki Minaj,63,63,0,31,0,466500,466500,0,11469487,2024.02.01
96,Waiting,Buddy Vonn,60,6,54,3,0,21900,4700,17200,56558,2024.02.01
97,prove it,21 Savage,59,27,32,13,0,347200,198700,148500,7092991,2024.02.01
98,City Boys,Burna Boy,59,-12,71,22,0,318600,-90900,409500,1324011,2024.02.01
99,Let Me Calm Down,Nicki Minaj,58,12,46,24,0,244500,57600,186900,1336938,2024.02.01
100,Where Ya Bih @,Moneybagg Yo,58,-4,62,7,0,183400,-28000,211400,366164,2024.02.01
101,I'm Turnt Up,Jd Thaa Playa,58,-14,72,6,0,64200,-8100,72300,0,2024.02.01
102,Turks & Caicos,Rod Wave,57,-13,70,18,0,161100,-30800,191900,4222126,2024.02.01
103,Looking For The Hoes (Ain’t My Fault),Sexyy Red,54,-9,63,19,0,216000,-58800,274800,2690183,2024.02.01
104,Pick Up,Diddy,52,7,45,1,0,460000,54400,405600,0,2024.02.01
105,Grip,Baby Tate,52,-45,97,4,0,90600,-101500,192100,223154,2024.02.01
106,Lil Boo Thang,Paul Russell,51,9,42,8,0,230000,-14200,244200,7692765,2024.02.01
107,Admit It,Marques Houston,49,45,4,9,0,29900,27300,2600,76178,2024.02.01
108,Presha,2 Chainz Feat. Lil Wayne,48,0,48,28,0,135000,-16100,151100,2372278,2024.02.01
109,n.h.i.e.,21 Savage,45,4,41,1,0,0,-10800,10800,6988393,2024.02.01
110,Idgaf,Toosii,44,2,42,1,0,0,0,0,268267,2024.02.01
111,What's Luv?,Shae Universe,44,-6,50,1,0,0,0,0,0,2024.02.01
112,Only Fans (I Don't Wanna Be Friends),Drew Yari Feat. Yung Bleu,44,-9,53,5,0,56200,-24400,80600,0,2024.02.01
113,Money Up,Josh X,42,17,25,22,0,215800,65500,150300,4991,2024.02.01
114,Sneaky,21 Savage,41,4,37,16,0,105000,52500,52500,5390524,2024.02.01
115,Baller,Nav,41,-7,48,4,0,42100,-5100,47200,523523,2024.02.01
116,Wazzam Baby,Rob49,38,25,13,24,0,141600,86900,54700,25373,2024.02.01
117,Shake Yo Dreads,Sexyy Red,38,9,29,14,0,94400,-13900,108300,567113,2024.02.01
118,OH BOY,"Kash Doll & Dj Drama Feat. Skilla Baby, Baby Money, Cash Kidd, Risktaker D-Boy &",38,0,38,2,0,186900,-9100,196000,83478,2024.02.01
119,Down In Atlanta,Pharrell Williams & Travis Scott,37,26,11,1,0,18900,15300,3600,234696,2024.02.01
120,One Of One,Tee Grizzley,37,-1,38,12,0,79000,1700,77300,549375,2024.02.01
121,Love Takes Me Higher,Josh X,37,-6,43,5,0,63000,-31300,94300,8190,2024.02.01
122,The Rev3nge,Joey Bada$$,37,-27,64,12,0,131100,-78700,209800,277562,2024.02.01
123,Selfish,Justin Timberlake,36,33,3,4,0,117400,84700,32700,11643042,2024.02.01
124,Crazy,Lil Baby,36,-2,38,17,0,68200,1500,66700,2367135,2024.02.01
125,CBFW,Sett,35,25,10,12,0,84300,47500,36800,612205,2024.02.01
126,Scarred,Tk Kravitz,35,-10,45,12,0,127900,-28700,156600,0,2024.02.01
127,That's You,Lucky Daye,35,-14,49,3,0,170300,36400,133900,891630,2024.02.01
128,Press Play (Feat. Future),Nicki Minaj,34,19,15,18,0,124100,65800,58300,1918463,2024.02.01
129,1 On 3,Fivio Foreign Feat Rvssian,34,17,17,2,0,29800,15500,14300,44902,2024.02.01
130,Candy Store,Queen Nu Feat. Omeretta,34,1,33,1,0,0,0,0,0,2024.02.01
131,Hellcats Srts 2 (With Lil Durk),Sexyy Red,34,-4,38,16,0,158300,4500,153800,1498426,2024.02.01
132,Do It For The Bay,Saweetie,33,16,17,1,0,307400,155600,151800,742760,2024.02.01
133,Only One Night Tho,Tye Tribbett,33,5,28,19,0,111200,-1900,113100,279821,2024.02.01
134,Great Gatsby,Rod Wave,31,-5,36,14,0,147100,22700,124400,5172187,2024.02.01
135,Lace It,Juice Wrld & Eminem & Benny Blanco,31,-8,39,3,0,99200,-25300,124500,2680514,2024.02.01
136,Get Umm,Keon K.O.K.,30,2,28,5,0,148600,39900,108700,0,2024.02.01
137,Fair Trade,Drake & Travis Scott,29,5,24,12,0,231200,37000,194200,3193593,2024.02.01
138,Pick It Up,Jermaine Dupri,29,-7,36,4,0,77000,-15400,92400,0,2024.02.01
139,ISSA PARTY,Latto,29,-18,47,16,0,70200,-14900,85100,361604,2024.02.01
140,Link Up,Ne-Yo,28,6,22,7,0,212800,73500,139300,182862,2024.02.01
141,The Promise,Mississippi Mass Choir,28,5,23,20,0,92700,14400,78300,37141,2024.02.01
142,Her Type,Famo Famo,28,2,26,5,0,39500,100,39400,137,2024.02.01
143,Speak Your Name,Anthony Brown & group therAPy,28,2,26,16,0,126300,34300,92000,207966,2024.02.01
144,Koolaid,Jones Monroe,27,2,25,2,0,19000,5800,13200,2366,2024.02.01
145,Bachelor,Turbo,27,-20,47,13,0,78400,-30200,108600,1301403,2024.02.01
146,Big Dawg,"Rich The Kid, Famous Dex & Jay Critch",26,23,3,8,0,45100,29800,15300,167319,2024.02.01
147,Real,Ivory Scott,26,12,14,7,0,20500,16100,4400,737420,2024.02.01
148,Waste My Time,Ari Lennox,26,1,25,6,0,147600,47700,99900,103695,2024.02.01
149,GPS,E-40,25,12,13,3,0,121300,24300,97000,0,2024.02.01
150,Lose Control,Teddy Swims,25,3,22,2,0,92700,-11900,104600,20279913,2024.02.01
151,Summer,Kenya Vaun,25,-7,32,5,0,88700,31400,57300,100078,2024.02.01
152,You Kept Me,Marvin Sapp,25,-7,32,15,0,112900,-29500,142400,64291,2024.02.01
153,Bing Bong,Blakeiana,25,-9,34,14,0,71200,-4800,76000,304443,2024.02.01
154,Fan,Offset,25,-27,52,5,0,32500,-48200,80700,511992,2024.02.01
155,On Yo Head,Atltop20,24,20,4,14,0,95800,79500,16300,0,2024.02.01
156,Talk To Me Nice,Shonte Renee,24,13,11,12,0,79600,42100,37500,75,2024.02.01
157,No Stressing,Damon Little,24,0,24,14,0,93700,-9800,103500,19455,2024.02.01
158,Way We Live,Blakk Moses,23,9,14,7,0,55000,18700,36300,0,2024.02.01
159,Bad B*tches,BreezyLyn,23,6,17,3,0,13000,1300,11700,760,2024.02.01
160,Windows,Pastor Mike Jr.,23,5,18,17,0,87700,27800,59900,69460,2024.02.01
161,Big Boy Luv,Zaeskee Alazae,23,3,20,2,0,42600,6100,36500,60,2024.02.01
162,Fallin',Coco Jones,23,1,22,1,0,0,0,0,0,2024.02.01
163,Throw It!,Spiffy The Goat,23,-1,24,11,0,43500,-8100,51600,107329,2024.02.01
164,Nasty,DaBaby Feat. Ashanti & Megan Thee Stallion,22,6,16,8,0,11700,-13500,25200,460978,2024.02.01
165,Back It Up,310babii,22,5,17,9,0,13600,-2200,15800,78954,2024.02.01
166,Wassup Gwayy,Famoussally & Yb,22,0,22,11,0,93200,38300,54900,147854,2024.02.01
167,Trusting God,James Fortune X Monica,22,-1,23,14,0,102900,10600,92300,94364,2024.02.01
168,Get Back,Ytb Fatt,22,-6,28,8,0,82300,-46000,128300,815985,2024.02.01
169,Life We Live Pt 2,King Camil,21,-1,22,5,0,42400,17600,24800,0,2024.02.01
170,Nice To Meet You,Pinkpantheress,21,-7,28,4,0,28600,5000,23600,538977,2024.02.01
171,Find Me Here (Blessings Find Me),Sherwin Gardner,20,16,4,4,0,156900,123700,33200,193416,2024.02.01
172,Brb,Anycia,20,10,10,8,0,70300,42300,28000,209538,2024.02.01
173,It's Working,Todd Dulaney & Hezekiah Walker,20,-4,24,13,0,80500,-12600,93100,36198,2024.02.01
174,Left Right,Big Boogie,19,19,0,8,0,44900,44900,0,1067352,2024.02.01
175,Bahm Bahm,Nicki Minaj,19,14,5,13,0,84100,64700,19400,899519,2024.02.01
176,Why You Love Me,J.Howell,19,4,15,1,0,18000,3500,14500,0,2024.02.01
177,Inside Out,Lalovetheboss,19,2,17,2,0,0,-700,700,142,2024.02.01
178,I Will Wait,Bri Babineaux,19,0,19,17,0,60900,-7900,68800,211880,2024.02.01
179,All Things,Kirk Franklin,19,0,19,15,0,67000,-10300,77300,499480,2024.02.01
180,These Four Walls,Khamari,19,-3,22,2,0,55600,-25600,81200,341577,2024.02.01
181,Gimme Da Lite,Southside & Lil Yachty,19,-8,27,11,0,50100,-5200,55300,550906,2024.02.01
182,Stix Stix,Reup Ty,18,11,7,5,0,54700,26700,28000,311,2024.02.01
183,Get It,Big Boss Vette,18,6,12,3,0,22100,6000,16100,24872,2024.02.01
184,See Bout It,"Quavo, Takeoff & Mustard",18,4,14,14,0,57700,-4100,61800,106287,2024.02.01
185,Hot Boy,Nardo Wick Feat. Lil Baby,18,-2,20,12,0,40300,-17500,57800,615735,2024.02.01
186,Right On,Lil Baby,18,-7,25,11,0,60500,-13700,74200,1760092,2024.02.01
187,Better Than Ever,Youngboy Never Broke Again,18,-10,28,10,0,45100,-25200,70300,1353526,2024.02.01
188,Fat Boy,Finesse2tymes,17,8,9,9,0,29000,-9800,38800,992180,2024.02.01
189,Freestyle,Lil Baby,17,6,11,8,0,82500,29800,52700,6797228,2024.02.01
190,GEEKALEEK,Ohgeesy,17,4,13,5,0,159600,78200,81400,1512039,2024.02.01
191,Slime You Out,Drake,17,1,16,4,0,67300,-13900,81200,4540790,2024.02.01
192,Big Dawg,"Moneybagg Yo, Sexyy Red & Cmg The Label",17,0,17,11,0,39700,15300,24400,159776,2024.02.01
193,I Like You (A Happier Song),Post Malone Feat. Doja Cat,17,-3,20,7,0,104300,-50400,154700,3275905,2024.02.01
194,No Complaining,Jeezy,17,-7,24,7,0,33200,-15400,48600,502593,2024.02.01
195,El Presidente,Albee Al & Money Man,17,-10,27,3,0,54700,-29900,84600,0,2024.02.01
196,Lord Do It For Me,Zacardi Cortez,16,0,16,11,0,45100,-7000,52100,1205081,2024.02.01
197,God Be Praised,Charles Jenkins,15,11,4,13,0,62000,44400,17600,29565,2024.02.01
198,Tell Me It's Over,"Jacquees, Summer Walker, 6lack",15,3,12,6,0,11700,6100,5600,441634,2024.02.01
199,Tennessee,Phantom,15,0,15,2,0,20500,2100,18400,8,2024.02.01
200,BRON,Benny The Butcher,15,-1,16,6,0,88100,-10000,98100,0,2024.02.01
200,Bron,Benny The Butcher,15,-1,16,6,0,88100,-10000,98100,1166815,2024.02.01
202,Changed,Tamar Braxton,15,-1,16,5,0,75700,1600,74100,42482,2024.02.01
203,Scooch,K. Michelle,15,-1,16,4,0,44400,2200,42200,61889,2024.02.01
204,F The Opps,Screwly G,15,-1,16,1,0,53800,-900,54700,99356,2024.02.01
205,Right Back In It,Leela James,15,-1,16,1,0,38300,5700,32600,225760,2024.02.01
206,Backstabbin,Ytb Fatt,15,-3,18,6,0,38100,-17600,55700,440598,2024.02.01
207,Strike (Holster),Lil Yachty,15,-4,19,8,0,53300,-25100,78400,1156606,2024.02.01
208,Get Close,Ari Lennox,15,-4,19,2,0,72600,-7200,79800,510239,2024.02.01
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,2024.02.01
Rank,Song,Artist,TP Spins,+/- Chg. Spins,LP Spins,Stations,Adds,TP Audience,+/- Chg. Audience,LP Audience,TP Stream,2024.02.08
1,Everybody,Nicki Minaj,4644,118,4526,73,0,17543500,625100,16918400,6098849,2024.02.08
2,Lovin On Me,Jack Harlow,4333,89,4244,72,0,15815900,499100,15316800,23563478,2024.02.08
3,IDGAF,Tee Grizzley,3788,-663,4451,72,0,12937200,-1242800,14180000,3082696,2024.02.08
4,Water,Tyla,3344,-231,3575,72,0,12757400,-521000,13278400,10089597,2024.02.08
5,On My Mama,Victoria Monet,3106,-88,3194,71,0,12123600,-538000,12661600,5809572,2024.02.08
6,Worth It,Offset,3036,278,2758,72,0,9771800,804700,8967100,2740448,2024.02.08
7,Sensational,Chris Brown Feat. Davido & Lojay,2904,12,2892,74,0,9621900,461500,9160400,2675956,2024.02.08
8,Wy@,Brent Faiyaz,2860,-176,3036,69,0,7149400,-314700,7464100,2536398,2024.02.08
9,First Person Shooter,Drake Feat. J. Cole,2687,29,2658,71,0,8189900,84200,8105700,8538909,2024.02.08
10,You (Feat. Bryson Tiller),Lola Brooke,2357,-117,2474,70,0,6970400,173900,6796500,1387744,2024.02.08
11,Soak City (Do It),310babii,2345,88,2257,73,0,8000600,149100,7851500,5011703,2024.02.08
12,Mama,"Rob49, Skilla Baby & Tay B",2133,59,2074,69,0,5542000,370500,5171500,2083816,2024.02.08
13,Made For Me,Muni Long,1844,558,1286,70,0,5101100,1892900,3208200,11993343,2024.02.08
14,Let's Go,Key Glock,1805,91,1714,65,0,4072600,388500,3684100,4680921,2024.02.08
15,No Distractions,Loui,1772,78,1694,67,0,3735200,384500,3350700,97700,2024.02.08
16,Rich Baby Daddy,Drake,1765,-484,2249,68,0,6401000,-1085500,7486500,10580288,2024.02.08
17,Transparency,2 Chainz Feat. Lil Wayne,1662,3,1659,69,0,4131800,196400,3935400,917121,2024.02.08
18,Agora Hills,Doja Cat,1588,402,1186,67,0,7393400,1218400,6175000,10389061,2024.02.08
19,Redrum,21 Savage,1574,568,1006,69,0,4953400,1226600,3726800,18320795,2024.02.08
20,Risk It All (From The Original Motion Picture “The Color Purple”),"Usher, H.E.R.",1527,89,1438,53,0,3014900,107500,2907400,864982,2024.02.08
21,My House,Beyonce,1501,99,1402,64,0,3412800,311500,3101300,1306742,2024.02.08
22,When It Comes To You,Fridayy,1449,92,1357,51,0,3102000,121500,2980500,4306648,2024.02.08
23,Your Friends,Hunxho,1441,83,1358,67,0,3067400,382900,2684500,2058942,2024.02.08
24,Me & U,Tems,1405,-43,1448,61,0,3840500,-45900,3886400,2250996,2024.02.08
25,Out Of Luck,Mariah The Scientist,1175,107,1068,46,0,2094400,109600,1984800,294488,2024.02.08
26,Bae,Skilla Baby,1169,108,1061,61,0,2809600,271100,2538500,1552897,2024.02.08
27,Never Lose Me,Flo Milli,1048,204,844,67,0,2718500,642600,2075900,16801926,2024.02.08
28,We Can't Forget Him,Bobbi Storm,1015,61,954,37,0,1768800,123700,1645100,134907,2024.02.08
29,Above The Law,Rick Ross Feat. Meek Mill,993,73,920,43,0,1627000,149400,1477600,0,2024.02.08
30,You Broke My Heart,Drake,949,-33,982,55,0,3291700,201400,3090300,6300858,2024.02.08
31,Think U The Shit (Fart),Ice Spice,869,319,550,66,0,2928400,436400,2492000,9928475,2024.02.08
32,Still Believe In Love,Mary J. Blige,860,85,775,41,0,1739700,283300,1456400,378600,2024.02.08
33,Lemme See,Kodak Black,832,-72,904,52,0,1382700,-247700,1630400,1316784,2024.02.08
34,Why,Lizzen,823,65,758,35,0,1118700,76900,1041800,96813,2024.02.08
35,Act Ii: Date @ 8,4batz,815,422,393,56,0,1964800,800800,1164000,9041081,2024.02.08
36,Back To Your Place,October London,779,-278,1057,51,0,2310600,-241600,2552200,1109212,2024.02.08
37,A N X I E T Y,Sleepy Hallow Feat. Doechii,564,-34,598,45,0,1151500,-59100,1210600,1097522,2024.02.08
38,Hiss,Megan Thee Stallion,552,67,485,53,0,2077300,-61800,2139100,19058241,2024.02.08
39,Ftcu,Nicki Minaj,506,64,442,50,0,1857800,412900,1444900,8504053,2024.02.08
40,Confirmation,Yung Bleu,464,54,410,32,0,912000,228600,683400,639717,2024.02.08
41,The Biggest,Bossman Dlow,401,222,179,45,0,687200,328100,359100,1898938,2024.02.08
42,Is It Real?,Rosemarie & Roddy Ricch,348,6,342,32,0,532100,102700,429400,167360,2024.02.08
43,Mmhmm,Bigxthaplug,337,190,147,49,0,814100,486500,327600,6313144,2024.02.08
44,Bow Bow Bow (F My Baby Dad),Sexyy Red,334,78,256,42,0,1006500,179400,827100,2596666,2024.02.08
45,Big God,Emanuel Da Prophet,290,2,288,26,0,306700,11800,294900,0,2024.02.08
46,Do Something,Lady London,270,156,114,26,0,381300,217100,164200,152682,2024.02.08
47,Blick,Scarlip,242,110,132,39,0,673100,65800,607300,475270,2024.02.08
48,nee-nah,21 Savage,236,-17,253,24,0,1123600,-70000,1193600,7754723,2024.02.08
49,Shawty,Majornine,226,118,108,22,0,256400,129000,127400,0,2024.02.08
50,Not A Drill,Veeze,223,33,190,25,0,311200,5900,305300,1191645,2024.02.08
51,Truth Or Dare,Tyla,196,124,72,32,0,558600,502500,56100,1939252,2024.02.08
52,Admit It,Marques Houston,190,141,49,20,0,165800,135900,29900,47168,2024.02.08
53,Lonely At The Top,Asake,189,52,137,32,0,544100,41500,502600,759199,2024.02.08
54,Loop Hole,Tee Grizzley,183,3,180,55,0,551200,300,550900,0,2024.02.08
55,Yonce Freestyle,Kevin Gates,166,-43,209,43,0,424600,-86100,510700,1920485,2024.02.08
56,Way Too Long,Doe Boy,160,64,96,28,0,716500,256400,460100,360639,2024.02.08
57,Big Dawg,"Rich The Kid, Famous Dex & Jay Critch",134,108,26,21,0,271600,226500,45100,157927,2024.02.08
58,Big Everything,Busta Rhymes,127,-11,138,46,0,463300,22300,441000,308097,2024.02.08
59,Telepatia,Kali Uchis,126,4,122,2,0,1678000,76600,1601400,3401372,2024.02.08
60,Cobra,Megan Thee Stallion,125,-17,142,25,0,296200,-5900,302100,2715111,2024.02.08
61,Deuces & Waves,Vi City,123,46,77,15,0,169700,51500,118200,2946,2024.02.08
62,The Year (Blessing),Victor Thompson Feat. Ehis 'D' Greatest,120,-11,131,14,0,471000,14800,456200,807407,2024.02.08
63,Gorgeous,Tee Grizzley & Skilla Baby,117,-14,131,15,0,572700,-48600,621300,978429,2024.02.08
64,Big Sexy,Tahjaee,112,-30,142,9,0,161300,-18700,180000,742,2024.02.08
65,My Whole Heart,J. Brown,112,-37,149,18,0,255800,-35900,291700,104144,2024.02.08
66,Vultures [explicit],"Kanye West, Lil Durk & Bump J",108,-31,139,12,0,260900,-49700,310600,1269233,2024.02.08
67,Texas,Bigxthaplug,107,-3,110,2,0,958800,-35300,994100,3468752,2024.02.08
68,should've wore a bonnet,21 Savage,104,12,92,29,0,434300,63500,370800,5564751,2024.02.08
69,Strokey Doke,Shazam Conner & H-TOWN,103,-11,114,5,0,79000,-2000,81000,1623,2024.02.08
70,Get In With Me,Bossman Dlow,101,90,11,28,0,367300,305300,62000,8450378,2024.02.08
71,Praise Jah In The Moonlight,Yg Marley,99,88,11,16,0,82700,67200,15500,8668095,2024.02.08
72,Touchin’,Honey Bxby,97,-45,142,27,0,342300,-89200,431500,284858,2024.02.08
73,My Mind,Ivory Scott,95,-1,96,2,0,5400,2900,2500,165834,2024.02.08
74,Somebody Else,Maxine Ashley,88,2,86,4,0,235500,53700,181800,50661,2024.02.08
75,Birthday Dance,Josh Levi,84,20,64,17,0,109800,-79700,189500,1403240,2024.02.08
76,One Of The Girls,Weeknd,84,9,75,3,0,309800,69300,240500,8725172,2024.02.08
77,In The Trunk,Fendida Rappa,80,-35,115,7,0,78000,-51900,129900,0,2024.02.08
78,J Christ,Lil Nas X,78,2,76,7,0,443900,23100,420800,1685547,2024.02.08
79,City Boys,Burna Boy,75,16,59,20,0,418300,99700,318600,1352946,2024.02.08
80,Please Don'T Go,Wanmor,75,5,70,3,0,244300,47600,196700,108517,2024.02.08
81,Deep End,Tank God & King Combs,74,2,72,13,0,113700,-3300,117000,0,2024.02.08
82,Scientists & Engineers,"André 3000, Killer Mike",71,66,5,21,0,304300,296000,8300,2242805,2024.02.08
83,Yesyouare,Lancey Foux,70,0,70,5,0,87300,-3200,90500,17249,2024.02.08
84,Ghetto & Ratchet,Connie Diiamond,69,-14,83,19,0,332700,100000,232700,801114,2024.02.08
85,Selfish,Justin Timberlake,67,31,36,4,0,64900,-52500,117400,9731207,2024.02.08
86,Fair Trade,Drake & Travis Scott,64,35,29,10,0,651500,420300,231200,3220785,2024.02.08
87,Red Moon,Lil Uzi Vert,64,-11,75,5,0,28500,-15300,43800,1245426,2024.02.08
88,Never Gon End (Unreleased),Deebaby,64,-34,98,10,0,92600,-95700,188300,324238,2024.02.08
89,CBFW,Sett,63,28,35,23,0,182400,98100,84300,482383,2024.02.08
90,Pressure,Xo,63,-16,79,12,0,101300,-600,101900,0,2024.02.08
91,I Need Somebody,Skglizzii,62,-14,76,11,0,61800,-1100,62900,879,2024.02.08
92,500lbs,Lil Tecca,62,-74,136,13,0,109900,-66000,175900,7924485,2024.02.08
93,Big 1,Kash Doll,61,61,0,6,0,215500,215500,0,212950,2024.02.08
94,Wazzam Baby,Rob49,59,21,38,27,0,227800,86200,141600,16074,2024.02.08
95,Spin The Block,K Camp,58,-85,143,7,0,87800,-55200,143000,908012,2024.02.08
96,Where Ya Bih @,Moneybagg Yo,57,-1,58,7,0,194700,11300,183400,366258,2024.02.08
97,Roni,Usher,55,55,0,19,0,265200,265200,0,1219,2024.02.08
98,Turks & Caicos,Rod Wave,55,-2,57,19,0,165100,4000,161100,4069688,2024.02.08
99,GPS,E-40,54,29,25,6,0,227700,106400,121300,0,2024.02.08
100,Waiting,Buddy Vonn,54,-6,60,2,0,14100,-7800,21900,52300,2024.02.08
101,Pick Up,Diddy,53,1,52,2,0,460900,900,460000,0,2024.02.08
102,Presha,2 Chainz Feat. Lil Wayne,50,2,48,29,0,153700,18700,135000,2133494,2024.02.08
103,How Does It Make You Feel,Victoria Monet,49,-28,77,2,0,7300,7300,0,483123,2024.02.08
104,Swim,Swxm,49,-32,81,7,0,72200,-29500,101700,0,2024.02.08
105,Looking For The Hoes (Ain’t My Fault),Sexyy Red,48,-6,54,21,0,195500,-20500,216000,2535925,2024.02.08
106,Brand New,"Tyga, Lil Wayne & YG",48,-32,80,9,0,75200,-190900,266100,873882,2024.02.08
107,I'm Turnt Up,Jd Thaa Playa,47,-11,58,5,0,56000,-8200,64200,0,2024.02.08
108,I Might,Sexyy Red,47,-68,115,8,0,87100,-93700,180800,148948,2024.02.08
109,prove it,21 Savage,46,-13,59,11,0,241100,-106100,347200,6828986,2024.02.08
110,Big Foot,Nicki Minaj,46,-17,63,22,0,230100,-236400,466500,4786259,2024.02.08
111,What's Luv?,Shae Universe,45,1,44,1,0,0,0,0,0,2024.02.08
112,Let Me Calm Down,Nicki Minaj,45,-13,58,15,0,196900,-47600,244500,1071073,2024.02.08
113,Baller,Nav,41,0,41,4,0,47300,5200,42100,493379,2024.02.08
114,Idgaf,Toosii,41,-3,44,1,0,0,0,0,246030,2024.02.08
115,Fat Boy,Finesse2tymes,40,23,17,11,0,66600,37600,29000,648714,2024.02.08
116,Press Play (Feat. Future),Nicki Minaj,39,5,34,20,0,130300,6200,124100,1293152,2024.02.08
117,Scarred,Tk Kravitz,39,4,35,12,0,130300,2400,127900,0,2024.02.08
118,One Of One,Tee Grizzley,39,2,37,11,0,79200,200,79000,576062,2024.02.08
119,Great Gatsby,Rod Wave,38,7,31,15,0,103500,-43600,147100,4510503,2024.02.08
120,Love Takes Me Higher,Josh X,38,1,37,9,0,110500,47500,63000,8200,2024.02.08
121,Sneaky,21 Savage,37,-4,41,15,0,62700,-42300,105000,4674340,2024.02.08
122,Get Some Money,Killer Mike,36,36,0,18,0,168100,168100,0,161935,2024.02.08
123,Do It For The Bay,Saweetie,36,3,33,1,0,349800,42400,307400,462456,2024.02.08
124,Link Up,Ne-Yo,35,7,28,6,0,228000,15200,212800,190229,2024.02.08
125,OH BOY,"Kash Doll & Dj Drama Feat. Skilla Baby, Baby Money, Cash Kidd, Risktaker D-Boy &",34,-4,38,1,0,175400,-11500,186900,90316,2024.02.08
126,Summer,Kenya Vaun,33,8,25,8,0,139000,50300,88700,104993,2024.02.08
127,1 On 3,Fivio Foreign Feat Rvssian,33,-1,34,2,0,28700,-1100,29800,41617,2024.02.08
128,That's You,Lucky Daye,33,-2,35,3,0,181700,11400,170300,903009,2024.02.08
129,ISSA PARTY,Latto,32,3,29,14,0,73700,3500,70200,332961,2024.02.08
130,Only One Night Tho,Tye Tribbett,32,-1,33,20,0,111200,0,111200,287620,2024.02.08
131,FA Real FA Real,Jevon Dewand,32,-92,124,9,0,74600,-123200,197800,4015,2024.02.08
132,Da Streetz,Lady O,30,26,4,10,0,63300,54400,8900,46,2024.02.08
133,Get Umm,Keon K.O.K.,30,0,30,5,0,130400,-18200,148600,0,2024.02.08
134,Down In Atlanta,Pharrell Williams & Travis Scott,30,-7,37,1,0,14700,-4200,18900,234202,2024.02.08
135,Candy Store,Queen Nu Feat. Omeretta,29,-5,34,2,0,55400,55400,0,0,2024.02.08
136,Crazy,Lil Baby,29,-7,36,14,0,54900,-13300,68200,2158630,2024.02.08
137,Only Fans (I Don't Wanna Be Friends),Drew Yari Feat. Yung Bleu,29,-15,44,5,0,38900,-17300,56200,0,2024.02.08
138,Waste My Time,Ari Lennox,28,2,26,5,0,110500,-37100,147600,103836,2024.02.08
139,Sideways,Jt,27,27,0,13,0,110700,110700,0,4680992,2024.02.08
140,Left Right,Big Boogie,27,8,19,12,0,54800,9900,44900,782339,2024.02.08
141,No Stressing,Damon Little,27,3,24,14,0,109200,15500,93700,23077,2024.02.08
142,Lose Control,Teddy Swims,27,2,25,4,0,104700,12000,92700,20581663,2024.02.08
143,Speak Your Name,Anthony Brown & group therAPy,27,-1,28,16,0,122900,-3400,126300,213320,2024.02.08
144,Superman,Charlie Wilson,26,20,6,20,0,111100,93700,17400,105641,2024.02.08
145,You Kept Me,Marvin Sapp,26,1,25,16,0,94500,-18400,112900,78312,2024.02.08
146,The Rev3nge,Joey Bada$$,26,-11,37,9,0,101600,-29500,131100,249198,2024.02.08
147,Shake Yo Dreads,Sexyy Red,26,-12,38,15,0,68900,-25500,94400,532415,2024.02.08
148,Brb,Anycia,25,5,20,12,0,105300,35000,70300,196976,2024.02.08
149,Fan,Offset,25,0,25,6,0,33000,500,32500,479736,2024.02.08
150,Get Back,Ytb Fatt,24,2,22,9,0,81000,-1300,82300,793123,2024.02.08
151,Trusting God,James Fortune X Monica,24,2,22,12,0,74500,-28400,102900,101855,2024.02.08
152,Make Me Say It Again Girl,Ron Isley & The Isley Brothers Feat. Beyonce,23,13,10,10,0,118300,79800,38500,70850,2024.02.08
153,All Things,Kirk Franklin,23,4,19,14,0,111600,44600,67000,521631,2024.02.08
154,Her Type,Famo Famo,23,-5,28,5,0,30600,-8900,39500,168,2024.02.08
155,Hellcats Srts 2 (With Lil Durk),Sexyy Red,23,-11,34,15,0,90600,-67700,158300,1450932,2024.02.08
156,Money Up,Josh X,23,-19,42,21,0,117900,-97900,215800,5116,2024.02.08
157,Nice To Meet You,Pinkpantheress,22,1,21,3,0,37200,8600,28600,499763,2024.02.08
158,Bad B*tches,BreezyLyn,22,-1,23,1,0,13200,200,13000,377,2024.02.08
159,Fallin',Coco Jones,22,-1,23,1,0,0,0,0,0,2024.02.08
160,Talk To Me Nice,Shonte Renee,22,-2,24,12,0,75700,-3900,79600,92,2024.02.08
161,Grip,Baby Tate,22,-30,52,4,0,41800,-48800,90600,195041,2024.02.08
162,Big Dog,Benny The Butcher,21,21,0,21,0,104600,104600,0,815448,2024.02.08
163,Through The Night,Maeta Feat. Free Nationals,21,16,5,8,0,137400,126000,11400,500547,2024.02.08
164,Bing Bong,Blakeiana,21,-4,25,9,0,46900,-24300,71200,313210,2024.02.08
165,Live Again,Kelontae Gavin,20,11,9,16,0,75500,40900,34600,50214,2024.02.08
