Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,week_of
79,AMAR,BigXthaPlug, INDEPENDENT LABEL SUBMISSION,INDI,12,52,71,22,28,-37.8,45,2617,2024.02.29
81,Horse,Prof, INDEPENDENT LABEL SUBMISSION,INDI,1,90,100,6,27,42.1,19,11036,2024.02.29
81,Ways Of Knowing,Navy Blue,DEF JAM/DEF SOUL,DEF,45,77,100,3,27,0.0,27,757,2024.02.29
81,FAST X (Original Motion Picture Soundtrack),Fast & Furious: The Fast Saga,"ARTIST PARTNER GROUP, INC",ATP,8,68,97,26,27,-10.0,30,3190,2024.02.29
81,Glockoma 2,Key Glock,PAPER ROUTE EMPIRE,PPRE,3,90,84,8,27,42.1,19,3501,2024.02.29
85,No Thank You,Little Simz, AWAL,AWAL,5,59,50,37,26,-25.7,35,9202,2024.02.29
85,"I'M Good, Hbu?",Snotty Nose Rez Kids,INGROOVES,INGV,66,,66,2,26,999.0,1,600,2024.02.29
87,Church Clothes 4,Lecrae, INDEPENDENT LABEL SUBMISSION,INDI,6,80,61,4,25,4.2,24,3699,2024.02.29
87,If Looks Could Kill,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT ,4,56,57,29,25,-35.9,39,6539,2024.02.29
87,Run It Back,Var Don,,,30,,,1,25,,0,361,2024.02.29
90,Blockbusta,Busta Rhymes,EPIC,EPIC,1,83,75,14,24,14.3,21,16142,2024.02.29
90,Drop 7,Little Simz,AWAL,AWAL,25,83,25,3,24,14.3,21,165,2024.02.29
90,Burning Desire,Mike,WARP RECORDS,WARP,11,72,55,12,24,-17.2,29,2074,2024.02.29
90,Lonely Boy,Scrim,G59 Records,G59,9,22,53,4,24,-81.5,130,436,2024.02.29
94,All Is Yellow,Lyrical Lemonade,DEF JAM/DEF SOUL,DEF,5,68,38,5,23,-23.3,30,1757,2024.02.29
95,"By The Time You Look Up N.C. What We Doin . . . (Feat. Denaun, Dem Jointz & Focus...)",Read The Pdf,,,95,,,1,22,,0,22,2024.02.29
95,School Of P,Playboy Poppy,THE ORCHARD,ORCH,95,,,1,22,,0,22,2024.02.29
97,The Bitch Tape,RJMRLA,,,97,,,1,21,,0,21,2024.02.29
97,Magic 2,Nas,MASS APPEAL RECORDS,MSAP,1,63,50,14,21,-36.4,33,8305,2024.02.29
97,Lyfë,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,4,72,66,51,21,-27.6,29,6103,2024.02.29
97,No Fear Of Time,Black Star, INDEPENDENT LABEL SUBMISSION,INDI,13,,84,10,21,40.0,15,2789,2024.02.29
97,"Outlaw Nation, Vol. 3",Nu Breed & Jesse Howard,,,97,,,1,21,40.0,15,36,2024.02.29
1,Blue Lips,ScHoolboy Q,INTERSCOPE/GEFFEN/A&M,INT ,1,,,1,7677,,0,7677,2024.03.07
2,Utopia,Travis Scott,Cactus Jack/EPIC,EPIC,1,3,3,32,1894,45.9,1298,595866,2024.03.07
3,Pink Friday 2,Nicki Minaj,REPUBLIC RECORDS,R-RR,1,8,7,13,1198,104.8,585,136008,2024.03.07
4,Vultures 1,"Ty Dolla $ign, Kanye West", INDEPENDENT LABEL SUBMISSION,INDI,1,2,4,4,937,-79.3,4520,25185,2024.03.07
5,Insano,Kid Cudi,REPUBLIC RECORDS,R-RR,1,4,9,8,776,-29.7,1104,14063,2024.03.07
6,All Is Yellow,Lyrical Lemonade,DEF JAM/DEF SOUL,DEF,5,94,68,6,742,999.0,23,2499,2024.03.07
7,Heathenism,Meek Mill,INGROOVES,INGV,7,17,,2,546,136.4,231,777,2024.03.07
8,The Diamond Collection,Post Malone,REPUBLIC RECORDS,R-RR,2,5,18,16,514,-38.6,837,16675,2024.03.07
9,Texas Technician,That Mexican OT,INTERSCOPE/GEFFEN/A&M,INT,9,,,1,461,,0,461,2024.03.07
10,Metro Boomin Presents Spider-Man: Across The Spider-Verse (Soundtrack From And Inspired By The Motion Picture),Metro Boomin,REPUBLIC RECORDS,R-RR,1,16,8,40,333,14.8,290,45885,2024.03.07
11,D-Day,Agust D (Suga Of Bts),INTERSCOPE/GEFFEN/A&M,INT,1,14,11,47,319,-20.8,403,235352,2024.03.07
12,MICHAEL,Killer Mike,LOMA VISTA,LVR,1,13,6,38,297,-27.2,408,26252,2024.03.07
13,Voir Dire,Earl Sweatshirt & Alchemist, WARNER Records,WAR,2,9,2,3,258,-54.3,565,8029,2024.03.07
14,Mac & Cheese 5,French Montana,Coke Boys,CKBY,1,1,,2,215,-99.0,22484,22699,2024.03.07
15,Hope,NF,NF REAL MUSIC,NFRM,1,18,16,48,207,-5.0,218,113948,2024.03.07
16,2093,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,1,6,1,3,195,-74.6,767,12605,2024.03.07
17,Goodbye & Good Riddance,Juice WRLD,INTERSCOPE/GEFFEN/A&M,INT ,2,24,19,303,138,19.0,116,220029,2024.03.07
18,Now Playing,Notorious B.I.G.,BAD BOY RECORDS,BADB,6,19,20,28,131,-23.4,171,7284,2024.03.07
19,Scarlet,Doja Cat, RCA,RCA ,2,22,21,24,121,-6.2,129,16039,2024.03.07
20,NOW Hip Hop At 50,Various Artists,NOW,NOW,9,24,25,22,116,0.0,116,6912,2024.03.07
21,Insano (Nitro Mega),Kid Cudi,REPUBLIC RECORDS,R-RR,7,7,,2,102,-82.9,595,697,2024.03.07
22,Nostalgia,Rod Wave,Alamo Records,ALAM,6,37,26,25,95,13.1,84,5099,2024.03.07
23,Raised By Rap: 50 Years Of Hip Hop,Various Artists,SME/LEGACY RECORDINGS,LEGC,4,21,17,32,91,-37.2,145,20268,2024.03.07
24,American Dream,21 Savage,Slaughter Gang/Epic Records,SGEP,2,34,45,8,90,-2.2,92,5917,2024.03.07
24,Trackhouse (Daytona 500 Edition),Pitbull,THE ORCHARD,ORCH,12,23,12,3,90,-25.6,121,501,2024.03.07
26,Sick Boi,REN,THE ORCHARD,ORCH,3,43,34,21,84,23.5,68,10904,2024.03.07
27,Blue Genes Ii,Upchurch, INDEPENDENT LABEL SUBMISSION,INDI,5,27,5,3,81,-25.7,109,1429,2024.03.07
28,College Park,Logic, BMG DISTRIBUTION,BMG ,1,70,89,55,80,158.1,31,21518,2024.03.07
28,Penith (The Dave Soundtrack),Lil Dicky,BMG,BMG,1,31,23,7,80,-19.2,99,5819,2024.03.07
30,Scaring The Hoes,JPEGMAFIA,THE ORCHARD,ORCH,3,35,29,32,75,-12.8,86,10695,2024.03.07
31,Live Forever,Lil Peep,THE ORCHARD,ORCH,4,55,41,13,73,52.1,48,5272,2024.03.07
32,Heroes & Villains,Metro Boomin,REPUBLIC RECORDS,R-RR,1,47,33,66,72,18.0,61,62764,2024.03.07
33,Tec,Lil Tecca,REPUBLIC RECORDS,R-RR,4,50,36,9,71,36.5,52,3579,2024.03.07
34,Welcome 2 Collegrove,2 Chainz Feat. Lil Wayne,DEF JAM/DEF SOUL,DEF,2,41,27,16,70,-2.8,72,9572,2024.03.07
35,The Ceremony,Kevin Gates,ARTIST PARTNER GROUP,APG1,2,35,23,6,66,-23.3,86,3500,2024.03.07
36,Everybody Can'T Go,Benny The Butcher,DEF JAM RECORDINGS,DEF ,3,29,13,6,60,-43.9,107,3343,2024.03.07
37,Jackman.,Jack Harlow,ATLANTIC GROUP,ATLG,3,38,32,44,55,-29.5,78,15151,2024.03.07
38,What Is Life?,Dax,Columbia Records,COL ,18,44,67,29,54,-15.6,64,2869,2024.03.07
39,I Am Music,Lil Wayne,REPUBLIC RECORDS,R-RR,7,60,51,35,53,23.3,43,9733,2024.03.07
40,For All The Dogs,Drake,OVO / REPUBLIC RECORDS,R-RR,1,59,44,22,51,18.6,43,15420,2024.03.07
40,The Brave Ii,Tom Macdonald & Adam Calhoun, INDEPENDENT LABEL SUBMISSION,INDI,1,30,38,23,51,-49.0,100,12427,2024.03.07
40,Talk To Me Nice,Jered Sanders,,,40,,,1,51,,0,51,2024.03.07
40,Pink Tape,Lil Uzi Vert,ATLANTIC GROUP,ATLG,1,41,31,36,51,-29.2,72,32036,2024.03.07
44,The Chainsmoker Ii,Monoxide,,,26,26,,2,50,-56.5,115,165,2024.03.07
45,The Great Escape,Larry June & The Alchemist,Empire,EMPR,2,63,42,21,49,25.6,39,12394,2024.03.07
45,Goat - Ep,Number_I,,,45,,,1,49,,0,49,2024.03.07
47,Love Sick,Don Toliver,ATLANTIC GROUP,ATLG,5,55,49,34,48,0.0,48,10134,2024.03.07
47,Czartificial Intelligence,Czarface,INGROOVES,INGV,2,58,59,15,48,9.1,44,9631,2024.03.07
49,Her Loss,"Drake, 21 Savage",OVO / REPUBLIC RECORDS,R-RR,1,51,46,70,46,-9.8,51,38412,2024.03.07
50,The Mind Of A Saint,Skyzoo,Empire,EMPR,24,,,1,45,999.0,1,839,2024.03.07
51,Pinball,Mike & Tony Seltzer,,,51,,,1,40,,0,40,2024.03.07
52,Standing On Business - Ep,Zee,,,52,,,1,37,,0,37,2024.03.07
52,Spin The Globe 2,Connor Price, INDEPENDENT LABEL SUBMISSION,INDI,49,49,,2,37,-32.7,55,92,2024.03.07
52,Written On Wides Corner,"Sule, Black Soprano Family",,,52,,,1,37,,0,37,2024.03.07
55,Like..?,Ice Spice,"TENTHOUSAND PROJECTS, LLC",10K,2,66,47,56,36,5.9,34,13835,2024.03.07
55,We Buy Diabetic Test Strips,Armand Hammer,Fat Possum Records,FTPM,3,,83,21,36,80.0,20,5892,2024.03.07
57,Quaranta,Danny Brown,WARP RECORDS,WARP,5,70,15,10,35,12.9,31,3073,2024.03.07
58,Luv 4 Rent,Smino,CAPITOL MUSIC GROUP,CAP ,2,65,57,57,34,-2.9,35,18158,2024.03.07
58,Buddy's Magic Toy Box,Mega Ran,,,20,,,1,34,999.0,3,1222,2024.03.07
58,Magic 3,Nas,Mass Appeal,MAPU,3,51,36,9,34,-33.3,51,6400,2024.03.07
58,Integrated Tech Solutions,Aesop Rock,Rhymesayers Entertainment,RSE,1,62,35,17,34,-17.1,41,10863,2024.03.07
58,Curtain 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,3,74,64,70,34,13.3,30,21002,2024.03.07
63,If Looks Could Kill,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT ,4,87,56,30,32,28.0,25,6571,2024.03.07
64,His Glory Alone Ii,KB,RCAI,RCAI,11,,28,3,31,63.2,19,1657,2024.03.07
64,AMAR,BigXthaPlug, INDEPENDENT LABEL SUBMISSION,INDI,12,79,52,23,31,10.7,28,2648,2024.03.07
66,King's Disease Iii,Nas,MASS APPEAL RECORDS,MSAP,1,77,98,38,29,0.0,29,20762,2024.03.07
67,Lonestar Luchador,That Mexican OT,INTERSCOPE/GEFFEN/A&M,INT ,30,66,,7,28,-17.6,34,1699,2024.03.07
67,Richmond Hill,Masta Ace & Marco Polo,,,19,60,40,6,28,-33.3,42,559,2024.03.07
69,Home,Jack & Jack,CMG,JACK,69,,,1,27,,0,27,2024.03.07
70,Exit Hell,Exitfame,,,70,,,1,26,,0,26,2024.03.07
70,And Then You Pray For Me,Westside Gunn,Empire,EMPR,2,31,13,17,26,-73.7,99,13190,2024.03.07
70,Blockbusta,Busta Rhymes,EPIC,EPIC,1,90,83,15,26,8.3,24,16168,2024.03.07
73,NOW Hip-Hop Party,Various Artists,NOW,NOW,2,70,52,57,25,-19.4,31,17599,2024.03.07
73,A Gift & A Curse,Gunna,300 ENTERTAINME,300E,9,74,74,14,25,-16.7,30,3036,2024.03.07
75,Lenny Grant Story,Uncle Murda,Empire,EMPR,20,20,,2,24,-84.6,156,180,2024.03.07
76,Burning Desire,Mike,WARP RECORDS,WARP,11,90,72,13,23,-4.2,24,2097,2024.03.07
76,Horse,Prof, INDEPENDENT LABEL SUBMISSION,INDI,1,81,90,7,23,-14.8,27,11059,2024.03.07
76,Set It Off,Offset,MOTOWN/QUALITY CONTROL,MOT,1,,98,20,23,21.1,19,31886,2024.03.07
79,Redrum Wizard (Gangsta Grillz),"Big Boogie, Dj Drama",INTERSCOPE/GEFFEN/A&M,INT ,44,44,,2,22,-65.6,64,86,2024.03.07
80,Magic 2,Nas,MASS APPEAL RECORDS,MSAP,1,97,63,15,21,0.0,21,8326,2024.03.07
80,My Turn,Lil Baby,"QUALITY CONTROL MUSIC, LLC",QCM,8,,83,204,21,50.0,14,72523,2024.03.07
80,No Fear Of Time,Black Star, INDEPENDENT LABEL SUBMISSION,INDI,13,97,,11,21,0.0,21,2810,2024.03.07
83,Grandson,King Von,Empire,EMPR,2,,,1,20,42.9,14,3415,2024.03.07
83,FAST X (Original Motion Picture Soundtrack),Fast & Furious: The Fast Saga,"ARTIST PARTNER GROUP, INC",ATP,8,81,68,27,20,-25.9,27,3210,2024.03.07
83,Almost Healed,Lil Durk,Alamo Records,ALAM,2,68,58,6,20,-37.5,32,3683,2024.03.07
86,74: Out Of Time,Ol' Burger Beats,,,30,,30,2,19,216.7,6,111,2024.03.07
86,Glorious Game,"El Michels Affair, Black Thought",333 Company,INDI,3,,,40,19,58.3,12,10508,2024.03.07
86,Spin The Globe,Connor Price, INDEPENDENT LABEL SUBMISSION,INDI,41,79,83,7,19,-32.1,28,1585,2024.03.07
86,Christ Bop: Volume 1,Chris Chris,,,51,,64,2,19,35.7,14,371,2024.03.07
86,Dear Jane - Ep,Domani,,,86,,,1,19,216.7,6,36,2024.03.07
86,Whispers From A Muse,Marti,,,86,,,1,19,,0,19,2024.03.07
86,It's Only Me,Lil Baby,MOTOWN/QUALITY CONTROL,QCM,1,,,63,19,35.7,14,15550,2024.03.07
93,Maps,Billy Woods,THE ORCHARD,ORCH,2,,,1,18,125.0,8,9864,2024.03.07
93,The Transition,Damn Daniel Freestyles,,,93,,,1,18,,0,18,2024.03.07
93,Lonely Boy,Scrim,G59 Records,G59,9,90,22,5,18,-25.0,24,454,2024.03.07
93,I'Ve Never Been Here Before,Erick The Architect, INDEPENDENT LABEL SUBMISSION,INDI,39,39,,2,18,-76.6,77,95,2024.03.07
97,Him Jones Jr.,Nu' Dinero,,,97,,,1,17,,0,20,2024.03.07
97,Too Good To Be True,"Rick Ross, Meek Mill", INDEPENDENT LABEL SUBMISSION,INDI,2,,,1,17,6.2,16,7058,2024.03.07
97,Andy,"Jynx716, Che Noir",,,97,,,1,17,,0,17,2024.03.07
97,Bin Reaper 3: New Testament,BabyTron,Empire,EMPR,7,,43,6,17,13.3,15,1811,2024.03.07
97,For The Love,"Scram Jones, Dave East",THE ORCHARD,ORCH,38,57,38,3,17,-62.2,45,129,2024.03.07
97,On Read - Ep,Dear SilaS,,,97,,,1,17,,0,17,2024.03.07
1,Utopia,Travis Scott,Cactus Jack/EPIC,EPIC,1,2,3,33,1406,-25.8,1894,597272,2024.03.14
2,Pink Friday 2,Nicki Minaj,REPUBLIC RECORDS,R-RR,1,3,8,14,975,-18.6,1198,136983,2024.03.14
3,Blue Lips,ScHoolboy Q,INTERSCOPE/GEFFEN/A&M,INT ,1,1,,2,734,-90.4,7677,8411,2024.03.14
4,Vultures 1,"Ty Dolla $ign, Kanye West", INDEPENDENT LABEL SUBMISSION,INDI,1,4,2,5,562,-40.0,937,25747,2024.03.14
5,Insano,Kid Cudi,REPUBLIC RECORDS,R-RR,1,5,4,9,500,-35.6,776,14563,2024.03.14
6,The Diamond Collection,Post Malone,REPUBLIC RECORDS,R-RR,2,8,5,17,463,-9.9,514,17138,2024.03.14
7,Integrated Tech Solutions,Aesop Rock,Rhymesayers Entertainment,RSE,1,58,62,18,410,999.0,34,11273,2024.03.14
8,Lavish Misery,Ransom & Harry Fraud,THE ORCHARD,ORCH,8,,,1,294,,0,294,2024.03.14
9,D-Day,Agust D (Suga Of Bts),INTERSCOPE/GEFFEN/A&M,INT,1,11,14,48,276,-13.5,319,235628,2024.03.14
10,Metro Boomin Presents Spider-Man: Across The Spider-Verse (Soundtrack From And Inspired By The Motion Picture),Metro Boomin,REPUBLIC RECORDS,R-RR,1,10,16,41,264,-21.0,334,46150,2024.03.14
11,Voir Dire,Earl Sweatshirt & Alchemist, WARNER Records,WAR,2,13,9,4,242,-6.2,258,8271,2024.03.14
12,MICHAEL,Killer Mike,LOMA VISTA,LVR,1,12,13,39,232,-21.9,297,26484,2024.03.14
13,Hope,NF,NF REAL MUSIC,NFRM,1,15,18,49,221,6.8,207,114169,2024.03.14
14,Goodbye & Good Riddance,Juice WRLD,INTERSCOPE/GEFFEN/A&M,INT ,2,17,24,304,128,-7.2,138,220157,2024.03.14
14,Scarlet,Doja Cat, RCA,RCA ,2,19,22,25,128,5.8,121,16167,2024.03.14
16,2093,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,1,16,6,4,123,-36.9,195,12728,2024.03.14
17,Now Playing,Notorious B.I.G.,BAD BOY RECORDS,BADB,6,18,19,29,120,-8.4,131,7404,2024.03.14
18,Texas Technician,That Mexican OT,INTERSCOPE/GEFFEN/A&M,INT,9,9,,2,119,-74.2,461,580,2024.03.14
19,Heathenism,Meek Mill,INGROOVES,INGV,7,7,17,3,101,-81.5,546,878,2024.03.14
20,Sick Boi,REN,THE ORCHARD,ORCH,3,26,43,22,99,17.9,84,11003,2024.03.14
21,NOW Hip Hop At 50,Various Artists,NOW,NOW,9,20,24,23,95,-18.1,116,7007,2024.03.14
22,Affiliated 2,LNDN DRGS,Empire,EMPR,22,,,1,92,,0,92,2024.03.14
23,Raised By Rap: 50 Years Of Hip Hop,Various Artists,SME/LEGACY RECORDINGS,LEGC,4,23,21,33,86,-5.5,91,20354,2024.03.14
24,Nostalgia,Rod Wave,Alamo Records,ALAM,6,22,37,26,81,-14.7,95,5180,2024.03.14
25,Compliments Of Grave Digger Mountain,Never Broke Again,MOTOWN/QUALITY CONTROL,MOT,25,,,1,76,,0,76,2024.03.14
26,Scaring The Hoes,JPEGMAFIA,THE ORCHARD,ORCH,3,30,35,33,74,-1.3,75,10769,2024.03.14
27,Testament Of The Times,Jae Skeese & Superior,THE ORCHARD,ORCH,27,,,1,71,,0,71,2024.03.14
28,Heroes & Villains,Metro Boomin,REPUBLIC RECORDS,R-RR,1,32,47,67,69,-4.2,72,62833,2024.03.14
29,Live Forever,Lil Peep,THE ORCHARD,ORCH,4,31,55,14,67,-8.2,73,5339,2024.03.14
30,Everybody Can'T Go,Benny The Butcher,DEF JAM RECORDINGS,DEF ,3,36,29,7,64,6.7,60,3407,2024.03.14
31,Trackhouse (Daytona 500 Edition),Pitbull,THE ORCHARD,ORCH,12,24,23,4,58,-35.6,90,559,2024.03.14
32,Tec,Lil Tecca,REPUBLIC RECORDS,R-RR,4,33,50,10,57,-19.7,71,3636,2024.03.14
32,Blue Genes Ii,Upchurch, INDEPENDENT LABEL SUBMISSION,INDI,5,27,27,4,57,-29.6,81,1486,2024.03.14
34,Jackman.,Jack Harlow,ATLANTIC GROUP,ATLG,3,37,38,45,55,0.0,55,15206,2024.03.14
34,Her Loss,"Drake, 21 Savage",OVO / REPUBLIC RECORDS,R-RR,1,49,51,71,55,19.6,46,38467,2024.03.14
36,Pinball,Mike & Tony Seltzer,[PIAS],K8M,36,51,,2,54,35.0,40,94,2024.03.14
37,Smyle Again,Kyle,THE ORCHARD,ORCH,37,,,1,53,,0,53,2024.03.14
38,Insano (Nitro Mega),Kid Cudi,REPUBLIC RECORDS,R-RR,7,21,7,3,51,-50.0,102,748,2024.03.14
39,All Is Yellow,Lyrical Lemonade,DEF JAM/DEF SOUL,DEF,5,6,94,7,49,-93.4,742,2548,2024.03.14
40,Pink Tape,Lil Uzi Vert,ATLANTIC GROUP,ATLG,1,40,41,37,48,-5.9,51,32084,2024.03.14
41,Love Sick,Don Toliver,ATLANTIC GROUP,ATLG,5,47,55,35,46,-4.2,48,10180,2024.03.14
42,Spin The Globe 2,Connor Price, INDEPENDENT LABEL SUBMISSION,INDI,42,52,49,3,43,16.2,37,135,2024.03.14
43,The Ceremony,Kevin Gates,ARTIST PARTNER GROUP,APG1,2,35,35,7,42,-36.4,66,3542,2024.03.14
43,For All The Dogs,Drake,OVO / REPUBLIC RECORDS,R-RR,1,40,59,23,42,-17.6,51,15462,2024.03.14
45,American Dream,21 Savage,Slaughter Gang/Epic Records,SGEP,2,24,34,9,41,-54.4,90,5958,2024.03.14
45,I Am Music,Lil Wayne,REPUBLIC RECORDS,R-RR,7,39,60,36,41,-24.1,54,9775,2024.03.14
47,College Park,Logic, BMG DISTRIBUTION,BMG ,1,28,70,56,40,-50.0,80,21558,2024.03.14
48,Yin Yang Tapes: Winter Season (1989-1990,$uicideBoy$,THE ORCHARD,ORCH,14,,,1,39,550.0,6,1373,2024.03.14
49,The Brave Ii,Tom Macdonald & Adam Calhoun, INDEPENDENT LABEL SUBMISSION,INDI,1,40,30,24,38,-25.5,51,12465,2024.03.14
50,Luv 4 Rent,Smino,CAPITOL MUSIC GROUP,CAP ,2,58,65,58,37,8.8,34,18195,2024.03.14
51,NOW Hip-Hop Party,Various Artists,NOW,NOW,2,73,70,58,36,44.0,25,17635,2024.03.14
51,Burning Desire,Mike,[PIAS],K8M,11,76,90,14,36,56.5,23,2133,2024.03.14
53,Czartificial Intelligence,Czarface,INGROOVES,INGV,2,47,58,16,35,-27.1,48,9666,2024.03.14
54,Magic 3,Nas,Mass Appeal,MAPU,3,58,51,10,33,-2.9,34,6433,2024.03.14
54,The Great Escape,Larry June & The Alchemist,Empire,EMPR,2,45,63,22,33,-32.7,49,12427,2024.03.14
54,Quaranta,Danny Brown,WARP RECORDS,WARP,5,57,70,11,33,-5.7,35,3106,2024.03.14
57,"My Side, They Side & The Truth",Big Sad 1900,Empire,EMPR,57,,,1,30,,0,30,2024.03.14
57,What Is Life?,Dax,Columbia Records,COL ,18,38,44,30,30,-44.4,54,2899,2024.03.14
59,No Thank You,Little Simz, AWAL,AWAL,5,,85,38,29,81.2,16,9247,2024.03.14
59,The Night Shift,Larry June,Empire,EMPR,5,,,16,29,81.2,16,2083,2024.03.14
59,The Mind Of A Saint,Skyzoo,Empire,EMPR,24,50,,2,29,-35.6,45,868,2024.03.14
59,Penith (The Dave Soundtrack),Lil Dicky,BMG,BMG,1,28,31,8,29,-63.7,80,5848,2024.03.14
63,Lonestar Luchador,That Mexican OT,INTERSCOPE/GEFFEN/A&M,INT ,30,67,66,8,27,-3.6,28,1726,2024.03.14
63,FROM THA GUTTAH TO THA GRAVE,Ramirez,G59 Records,G59,63,,,1,27,,0,27,2024.03.14
63,Component System With The Auto Reverse,Open Mike Eagle,THE ORCHARD,ORCH,22,,,1,27,999.0,2,2064,2024.03.14
63,King's Disease Iii,Nas,MASS APPEAL RECORDS,MSAP,1,66,77,39,27,-6.9,29,20789,2024.03.14
67,If Looks Could Kill,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT ,4,63,87,31,26,-18.8,32,6597,2024.03.14
67,Curtain 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,3,58,74,71,26,-23.5,34,21028,2024.03.14
67,Yin Yang Tapes: Spring Season (1989-1990,$uicideBoy$,THE ORCHARD,ORCH,22,,,1,26,420.0,5,1383,2024.03.14
67,My Turn,Lil Baby,"QUALITY CONTROL MUSIC, LLC",QCM,8,80,,205,26,23.8,21,72549,2024.03.14
71,Idols Turn To Rivals,"Yung Rap Beats, Rocky Luciano",,,71,,,1,25,,0,25,2024.03.14
72,Set It Off,Offset,MOTOWN/QUALITY CONTROL,MOT,1,76,,21,24,4.3,23,31910,2024.03.14
73,Sweet Justice,Tkay Maidza,4AD,4AD,26,,,1,23,475.0,4,665,2024.03.14
73,Horse,Prof, INDEPENDENT LABEL SUBMISSION,INDI,1,76,81,8,23,0.0,23,11082,2024.03.14
73,I'Ve Never Been Here Before,Erick The Architect, INDEPENDENT LABEL SUBMISSION,INDI,39,93,39,3,23,27.8,18,118,2024.03.14
73,Like..?,Ice Spice,"TENTHOUSAND PROJECTS, LLC",10K,2,55,66,57,23,-36.1,36,13858,2024.03.14
73,AMAR,BigXthaPlug, INDEPENDENT LABEL SUBMISSION,INDI,12,64,79,24,23,-25.8,31,2671,2024.03.14
73,And Then You Pray For Me,Westside Gunn,Empire,EMPR,2,70,31,18,23,-11.5,26,13213,2024.03.14
79,Church Clothes 4,Lecrae, INDEPENDENT LABEL SUBMISSION,INDI,6,,87,5,22,100.0,11,3732,2024.03.14
79,Son Of Zeus,Tyler Daley,,,79,,,1,22,,0,22,2024.03.14
81,Yin Yang Tapes: Summer Season (1989-1990,$uicideBoy$,THE ORCHARD,ORCH,11,,,1,21,425.0,4,1344,2024.03.14
81,Snoop Cube 40 $hort,Mount Westmore,MNRK,MNRK,3,,,1,21,50.0,14,13889,2024.03.14
81,Psykos,Yung Lean,AWAL,AWAL,81,,,1,21,,0,21,2024.03.14
81,His Glory Alone Ii,KB,RCAI,RCAI,11,64,,4,21,-32.3,31,1678,2024.03.14
85,Spin The Globe,Connor Price, INDEPENDENT LABEL SUBMISSION,INDI,41,86,79,8,20,5.3,19,1605,2024.03.14
86,Blockbusta,Busta Rhymes,EPIC,EPIC,1,70,90,16,19,-26.9,26,16187,2024.03.14
86,Jet Life: The Pilot Talk Collection,Curren$y,Empire,EMPR,6,,,1,19,171.4,7,1904,2024.03.14
86,Paper Route Frank,Young Dolph,Empire,EMPR,4,,74,7,19,58.3,12,6754,2024.03.14
86,For The Love,"Scram Jones, Dave East",THE ORCHARD,ORCH,38,97,57,4,19,11.8,17,148,2024.03.14
86,Almost Healed,Lil Durk,Alamo Records,ALAM,2,83,68,7,19,-5.0,20,3702,2024.03.14
91,The Patience,Mick Jenkins, RBC RECORDS,RBC,4,,,15,17,88.9,9,2984,2024.03.14
91,Yin Yang Tapes: Fall Season (1989-1990),$uicideBoy$,THE ORCHARD,ORCH,17,,,1,17,183.3,6,1436,2024.03.14
91,2 Slippery,Bossman Dlow,Alamo Records,ALAM,91,,,1,17,41.7,12,115,2024.03.14
91,Grandson,King Von,Empire,EMPR,2,83,,2,17,-15.0,20,3432,2024.03.14
95,No Fear Of Time,Black Star, INDEPENDENT LABEL SUBMISSION,INDI,13,80,97,12,16,-23.8,21,2826,2024.03.14
95,Cabin Fever Trilogy,Wiz Khalifa,,,95,,,1,16,,0,16,2024.03.14
95,Magic 2,Nas,MASS APPEAL RECORDS,MSAP,1,80,97,16,16,-23.8,21,8342,2024.03.14
95,Holy Ghost 3,"Cambatta , Black Magik",,,95,,,1,16,,0,16,2024.03.14
99,Glockoma 2,Key Glock,PAPER ROUTE EMPIRE,PPRE,3,,81,9,15,-6.2,16,3532,2024.03.14
99,Ben,Macklemore,BENDO LLC,BN3 ,1,,,1,15,200.0,5,23330,2024.03.14
99,Gmto Vol. 2 (Get Money Take Over),Bizzy Banks,ATLANTIC GROUP,ATLG,99,,,1,15,,0,15,2024.03.14
99,Vagabond,Noveliss,,,99,,,1,15,200.0,5,135,2024.03.14
99,Lenny Grant Story,Uncle Murda,Empire,EMPR,20,75,20,3,15,-37.5,24,195,2024.03.14
1,Fortnite Radio,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,1,,,1,3705,,0,3705,2024.03.21
2,World Wide Whack,Tierra Whack,INTERSCOPE/GEFFEN/A&M,INT,2,,,1,2164,999.0,2,2166,2024.03.21
3,Utopia,Travis Scott,Cactus Jack/EPIC,EPIC,1,1,2,34,1259,-10.5,1406,598531,2024.03.21
4,American Dream,21 Savage,Slaughter Gang/Epic Records,SGEP,2,45,24,10,1085,999.0,41,7044,2024.03.21
5,Pink Friday 2,Nicki Minaj,REPUBLIC RECORDS,R-RR,1,2,3,15,821,-15.8,975,137804,2024.03.21
6,Vultures 1,"Ty Dolla $ign, Kanye West", INDEPENDENT LABEL SUBMISSION,INDI,1,4,4,6,508,-9.6,562,26255,2024.03.21
