Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,week_of
87,FAST X (Original Motion Picture Soundtrack),Fast & Furious: The Fast Saga,"ARTIST PARTNER GROUP, INC",ATP,8,92,90,13,54,50.0,36,2636,2023.11.30
88,Boy Anonymous ( D2c Exclusive),Paris Texas,Orchard,ORCH,18,,,1,53,178.9,19,1101,2023.11.30
89,Me Vs. Myself,A Boogie Wit Da Hoodie,ATLANTIC GROUP,ATLG,4,,,1,52,766.7,6,5307,2023.11.30
90,My Turn,Lil Baby,"QUALITY CONTROL MUSIC, LLC",QCM,8,89,73,192,51,27.5,40,71805,2023.11.30
91,Won'T He Do It,Conway The Machine,Empire,EMPR,8,,,1,50,78.6,28,2647,2023.11.30
92,Maps,Billy Woods,THE ORCHARD,ORCH,2,53,50,13,49,-35.5,76,8916,2023.11.30
93,Snoop Cube 40 $hort,Mount Westmore,MNRK,MNRK,3,90,,50,46,24.3,37,13565,2023.11.30
94,X Gon' Give It To Ya - Gold/Re,DMX,,,83,,,1,44,999.0,2,170,2023.11.30
94,AMAR,BigXthaPlug, INDEPENDENT LABEL SUBMISSION,INDI,12,72,,10,44,-17.0,53,2138,2023.11.30
94,Yin Yang Tapes: Spring Season (1989-1990,$uicideBoy$,THE ORCHARD,ORCH,22,60,94,9,44,-32.3,65,957,2023.11.30
94,Struggler,Genesis Owusu,THE ORCHARD,ORCH,8,93,61,13,44,25.7,35,1676,2023.11.30
98,Kaytraminé,"Kaytranada, Kaytraminé, Aminé",Venice Music,VEN,14,79,97,8,43,-4.4,45,1278,2023.11.30
99,Liberation 2,"Kweli ,Talib& Madlib",,,67,83,,7,42,-2.3,43,362,2023.11.30
99,What Is Life?,Dax,Columbia Records,COL ,18,82,55,15,42,-4.5,44,2037,2023.11.30
99,Beloved! Paradise! Jazz!?,McKinley Dixon,CITYSLANG,CING,35,,91,2,42,200.0,14,1086,2023.11.30
99,Fair Exchange No Robbery,Boldy James,,,72,,,1,42,600.0,6,199,2023.11.30
1,Utopia,Travis Scott,Cactus Jack/EPIC,EPIC,1,11,7,19,7551,623.3,1044,551005,2023.12.07
2,Czartificial Intelligence,Czarface,INGROOVES,INGV,2,3,,2,2780,-35.5,4310,7090,2023.12.07
3,Metro Boomin Presents Spider-Man: Across The Spider-Verse (Soundtrack From And Inspired By The Motion Picture),Metro Boomin,REPUBLIC RECORDS,R-RR,1,5,1,27,2186,-40.6,3681,29384,2023.12.07
4,Talk Talk,Atmosphere,Rhymesayers Entertainment,RSE,4,,,1,1608,,0,1608,2023.12.07
5,And Then You Pray For Me,Westside Gunn,Empire,EMPR,2,,99,7,1468,999.0,23,10697,2023.12.07
6,Jet Life: The Pilot Talk Collection,Curren$y,Empire,EMPR,6,,,1,1450,,0,1450,2023.12.07
7,Jack In The Box,J-hope,BIG HIT,INT,1,6,3,26,1355,-61.2,3495,120733,2023.12.07
8,The Diamond Collection,Post Malone,REPUBLIC RECORDS,R-RR,2,2,5,3,1061,-83.6,6469,11014,2023.12.07
9,Blockbusta,Busta Rhymes,EPIC,EPIC,1,1,,2,897,-93.7,14325,15228,2023.12.07
10,Goodbye & Good Riddance,Juice WRLD,INTERSCOPE/GEFFEN/A&M,INT ,2,12,10,290,837,-8.1,911,212981,2023.12.07
11,Raised By Rap: 50 Years Of Hip Hop,Various Artists,SME/LEGACY RECORDINGS,LEGC,5,10,11,19,766,-39.5,1267,12562,2023.12.07
12,Pink Tape,Lil Uzi Vert,ATLANTIC GROUP,ATLG,1,13,12,23,755,5.4,716,28088,2023.12.07
13,Welcome 2 Collegrove,2 Chainz Feat. Lil Wayne,DEF JAM/DEF SOUL,DEF,2,9,2,3,610,-52.0,1270,7254,2023.12.07
14,Holy Water,Millyz,"US
",MILL,14,,,1,600,,0,600,2023.12.07
15,Truth Be Told,AZ,QUIET MONEY RECORDS,QTMY,15,,,1,599,,0,599,2023.12.07
16,Integrated Tech Solutions,Aesop Rock,Rhymesayers Entertainment,RSE,1,17,6,4,581,8.2,537,8911,2023.12.07
17,Hope,NF,NF REAL MUSIC,NFRM,1,23,21,35,523,21.9,429,109475,2023.12.07
18,Scarlet,Doja Cat, RCA,RCA ,2,18,15,11,521,-4.2,544,12778,2023.12.07
19,D-Day,Agust D (Suga Of Bts),INTERSCOPE/GEFFEN/A&M,INT,1,8,9,34,482,-68.6,1533,229440,2023.12.07
20,Heroes & Villains,Metro Boomin,REPUBLIC RECORDS,R-RR,1,32,25,53,426,75.3,243,59471,2023.12.07
21,I Might Forgive... But I Don'T Forget,Jeezy, INDEPENDENT LABEL SUBMISSION,INDI,1,26,17,5,420,25.7,334,5472,2023.12.07
22,Scaring The Hoes,JPEGMAFIA,THE ORCHARD,ORCH,3,21,23,19,407,-2.9,419,8159,2023.12.07
23,Like..?,Ice Spice,"TENTHOUSAND PROJECTS, LLC",10K,2,15,30,43,396,-36.0,619,11589,2023.12.07
24,Hood Hottest Princess,Sexyy Red, INDEPENDENT LABEL SUBMISSION,INDI,16,,,1,393,999.0,18,1344,2023.12.07
25,THE BIGGEST,BigXthaPlug, INDEPENDENT LABEL SUBMISSION,INDI,25,,,1,370,,0,370,2023.12.07
26,NOW Hip Hop At 50,Various Artists,NOW,NOW,9,27,19,9,352,9.7,321,3766,2023.12.07
27,"Sing Me A Lullaby, My Sweet Temptation",$uicideBoy$,G59 Records,G59,2,14,18,70,349,-40.9,591,39373,2023.12.07
28,Now Playing,Notorious B.I.G.,BAD BOY RECORDS,BADB,6,25,28,15,346,3.3,335,4446,2023.12.07
29,Burning Desire,Mike,WARP RECORDS,WARP,22,,,1,345,999.0,14,919,2023.12.07
30,Magic 2,Nas,MASS APPEAL RECORDS,MSAP,1,22,,2,341,-20.3,428,6591,2023.12.07
31,MICHAEL,Killer Mike,LOMA VISTA,LVR,1,16,16,25,335,-44.4,603,20118,2023.12.07
32,Jackman.,Jack Harlow,ATLANTIC GROUP,ATLG,3,28,31,31,320,0.0,320,12542,2023.12.07
33,The Forever Story,J.I.D,INTERSCOPE/GEFFEN/A&M,INT ,2,24,27,51,308,-14.7,361,38134,2023.12.07
34,Queen Radio: Volume 1,Nicki Minaj,REPUBLIC RECORDS,R-RR,4,20,22,52,279,-39.2,459,18504,2023.12.07
35,The Great Escape,Larry June & The Alchemist,Empire,EMPR,2,19,20,8,273,-39.7,453,10616,2023.12.07
36,For All The Dogs,Drake,OVO / REPUBLIC RECORDS,R-RR,1,30,4,9,239,-17.6,290,14226,2023.12.07
37,Baby Gravy 3,"Yung Gravy, Bbno$, Baby Gravy",Imperial,R-RR,33,,,1,233,999.0,11,490,2023.12.07
38,Luv 4 Rent,Smino,CAPITOL MUSIC GROUP,CAP ,2,31,33,44,231,-5.7,245,16690,2023.12.07
39,I Am Music,Lil Wayne,REPUBLIC RECORDS,R-RR,7,7,49,22,219,-91.0,2428,8720,2023.12.07
40,2000,Joey Bada$$,Columbia Records,COL ,4,40,42,35,218,40.6,155,14538,2023.12.07
41,I Am... Bootleg (Rsd Exclusive Black Vin,Nas,Columbia Records,COL,4,4,,2,210,-94.7,3948,4169,2023.12.07
42,30 For 30,Dave East & Cruch Calhoun,THE ORCHARD,ORCH,42,,,1,199,,0,199,2023.12.07
43,Conductor Machine,"Conway The Machine, Conductor Williams", INDEPENDENT LABEL SUBMISSION,INDI,43,,,1,171,,0,171,2023.12.07
44,NOW Hip-Hop Party,Various Artists,NOW,NOW,2,29,37,44,168,-44.2,301,15822,2023.12.07
45,Her Loss,"Drake, 21 Savage",OVO / REPUBLIC RECORDS,R-RR,1,63,43,57,156,77.3,88,37234,2023.12.07
46,The Patience,Mick Jenkins, RBC RECORDS,RBC,4,33,29,4,150,-38.8,245,2462,2023.12.07
46,College Park,Logic, BMG DISTRIBUTION,BMG ,1,45,47,42,150,24.0,121,20264,2023.12.07
48,If Looks Could Kill,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT ,4,58,56,17,147,51.5,97,5763,2023.12.07
49,My Bloody America,"City Morgue, ZillaKami & SosMula",REPUBLIC RECORDS,R-RR,4,,,1,140,999.0,12,3908,2023.12.07
50,Cheat Codes,Danger Mouse & Black Thought, BMG DISTRIBUTION,BMG,1,37,53,69,138,-31.0,200,46865,2023.12.07
51,Christ Bop: Volume 1,Chris Chris,,,51,,,1,136,,0,136,2023.12.07
51,Love Sick,Don Toliver,ATLANTIC GROUP,ATLG,5,34,41,21,136,-41.1,231,8443,2023.12.07
53,Heavy Vibrato,"Elzhi, Oh No",,,53,,,1,135,,0,135,2023.12.07
54,Rule of Thumb,E-40,HEAVY ON THE GRIND ENT.6 (HT6),HT5,8,39,8,3,131,-29.2,185,1084,2023.12.07
55,Breath Of Fresh Air,Gucci Mane,ATLANTIC GROUP,ATLG,7,59,79,8,126,37.0,92,2227,2023.12.07
56,No Thank You,Little Simz, AWAL,AWAL,5,55,51,25,123,20.6,102,8139,2023.12.07
57,Curtain Call 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,1,61,63,70,120,31.9,91,51489,2023.12.07
58,Frozone,Big Scarr,ATLANTIC GROUP,ATLG,58,,,1,116,999.0,1,117,2023.12.07
59,Aftërlyfe,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,14,83,,21,109,81.7,60,2716,2023.12.07
60,Flawless Like Me,Lucki,Empire,EMPR,16,78,97,28,108,63.6,66,2845,2023.12.07
61,King's Disease Iii,Nas,MASS APPEAL RECORDS,MSAP,1,43,40,25,101,-21.7,129,20098,2023.12.07
62,What Is Life?,Dax,Columbia Records,COL ,18,99,82,16,100,138.1,42,2137,2023.12.07
63,Sick Boi,REN,THE ORCHARD,ORCH,3,65,58,8,99,16.5,85,9581,2023.12.07
64,X,Ken Carson,INTERSCOPE/GEFFEN/A&M,INT ,6,41,49,59,91,-39.3,150,7591,2023.12.07
65,A Gift & A Curse,Gunna,300 ENTERTAINME,300E,9,,,1,87,690.9,11,2292,2023.12.07
66,Tia Sáng,Stronger Pure,,,63,,,2,85,999.0,3,508,2023.12.07
67,Too Good To Be True,"Rick Ross, Meek Mill", INDEPENDENT LABEL SUBMISSION,INDI,2,38,14,4,83,-55.6,187,6775,2023.12.07
68,No Stylist,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT,2,68,75,44,81,1.2,80,8058,2023.12.07
68,Set It Off,Offset,MOTOWN/QUALITY CONTROL,MOT,1,49,36,8,81,-30.2,116,31253,2023.12.07
70,Lyfë,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,4,51,76,39,80,-24.5,106,5343,2023.12.07
70,Beware Of The Monkey,Mike,WARP RECORDS,WARP,19,64,79,10,80,-7.0,86,1358,2023.12.07
72,Spaceships On The Blade,Larry June,Empire,EMPR,3,72,99,43,79,3.9,76,9864,2023.12.07
73,Ben,Macklemore,BENDO LLC,BN3 ,1,82,78,38,78,25.8,62,22437,2023.12.07
74,Grandson,King Von,Empire,EMPR,2,68,77,9,76,-5.0,80,3051,2023.12.07
74,Nostalgia,Rod Wave,Alamo Records,ALAM,6,56,34,12,76,-24.0,100,3529,2023.12.07
74,Maps,Billy Woods,THE ORCHARD,ORCH,2,92,53,14,76,55.1,49,8992,2023.12.07
77,$oul $old $eparately,Freddie Gibbs,WARNER RECORDS,WAR,1,51,51,58,75,-29.2,106,19210,2023.12.07
77,Hard Trap Sample,Jermation,,,34,,,1,75,,0,1021,2023.12.07
79,Quaranta,Danny Brown, INDEPENDENT LABEL SUBMISSION,INDI,13,74,13,3,74,4.2,71,701,2023.12.07
80,Struggler,Genesis Owusu,THE ORCHARD,ORCH,8,94,93,14,73,65.9,44,1749,2023.12.07
81,Decisions,Wiz Khalifa,,,81,,,1,67,,0,67,2023.12.07
82,Rtj Cu4tro,Run The Jewels, BMG DISTRIBUTION,BMG ,3,85,88,45,65,14.0,57,6707,2023.12.07
83,We Buy Diabetic Test Strips,Armand Hammer,Fat Possum Records,FTPM,3,36,39,10,64,-68.8,205,5186,2023.12.07
84,Vinyl Days,Logic,DEF JAM,DEFJ,1,51,65,77,63,-40.6,106,26908,2023.12.07
84,FAST X (Original Motion Picture Soundtrack),Fast & Furious: The Fast Saga,"ARTIST PARTNER GROUP, INC",ATP,8,87,92,14,63,16.7,54,2699,2023.12.07
84,Glorious Game,"El Michels Affair, Black Thought",333 Company,INDI,3,57,,30,63,-36.4,99,10054,2023.12.07
87,So Many Other Realities Exist Simultaneously,Atmosphere,Rhymesayers,RHMS,3,85,48,30,61,7.0,57,6597,2023.12.07
87,The Night Shift,Larry June,Empire,EMPR,5,73,35,4,61,-15.3,72,1599,2023.12.07
89,Beloved! Paradise! Jazz!?,McKinley Dixon,CITYSLANG,CING,35,99,,3,60,42.9,42,1146,2023.12.07
90,Curtain 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,3,59,57,57,58,-37.0,92,19964,2023.12.07
91,My Turn,Lil Baby,"QUALITY CONTROL MUSIC, LLC",QCM,8,90,89,193,56,9.8,51,71861,2023.12.07
92,Me Vs. Myself,A Boogie Wit Da Hoodie,ATLANTIC GROUP,ATLG,4,89,,2,51,34.2,38,5344,2023.12.07
93,Yin Yang Tapes: Spring Season (1989-1990,$uicideBoy$,THE ORCHARD,ORCH,22,94,60,10,50,13.6,44,1007,2023.12.07
94,AMAR,BigXthaPlug, INDEPENDENT LABEL SUBMISSION,INDI,12,94,72,11,48,9.1,44,2186,2023.12.07
94,A Love Letter To You 5,Trippie Redd,TEN THOUSAND PROJECTS,CAP,2,,,3,48,71.4,28,12031,2023.12.07
96,Yin Yang Tapes: Winter Season (1989-1990,$uicideBoy$,THE ORCHARD,ORCH,14,70,53,10,45,-41.6,77,1264,2023.12.07
97,The Brave Ii,Tom Macdonald & Adam Calhoun, INDEPENDENT LABEL SUBMISSION,INDI,1,,63,10,43,34.4,32,11469,2023.12.07
98,Paper Route Frank,Young Dolph,Empire,EMPR,4,,96,3,42,147.1,17,6484,2023.12.07
99,Trouble In Paradise,Ryan Caraveo,"PARADISE FOREVER, LLC",PARR,99,,,1,41,,0,41,2023.12.07
100,The Aux,Blockhead,THE ORCHARD,ORCH,32,,32,2,40,66.7,24,238,2023.12.07
100,No Fear Of Time,Black Star, INDEPENDENT LABEL SUBMISSION,INDI,13,,,1,40,150.0,16,2388,2023.12.07
100,All Are Guests In The House Of,Vinnie Paz,,,100,,,1,40,90.5,21,78,2023.12.07
1,Pink Friday 2,Nicki Minaj,CASH MONEY / REPUBLIC RECORDS,R-RR,1,,,1,91689,999.0,6,91695,2023.12.14
2,Utopia,Travis Scott,Cactus Jack/EPIC,EPIC,1,1,11,20,7501,-0.7,7551,558506,2023.12.14
3,Metro Boomin Presents Spider-Man: Across The Spider-Verse (Soundtrack From And Inspired By The Motion Picture),Metro Boomin,REPUBLIC RECORDS,R-RR,1,3,5,28,2837,29.8,2186,32221,2023.12.14
4,Live Forever,Lil Peep,THE ORCHARD,ORCH,4,,,1,2804,999.0,3,2848,2023.12.14
5,Jack In The Box,J-hope,BIG HIT,INT,1,7,6,27,1472,8.6,1355,122205,2023.12.14
6,Goodbye & Good Riddance,Juice WRLD,INTERSCOPE/GEFFEN/A&M,INT ,2,10,12,291,1271,51.9,837,214252,2023.12.14
7,Raised By Rap: 50 Years Of Hip Hop,Various Artists,SME/LEGACY RECORDINGS,LEGC,5,11,10,20,1193,55.7,766,13755,2023.12.14
8,The Diamond Collection,Post Malone,REPUBLIC RECORDS,R-RR,2,8,2,4,1139,7.4,1061,12153,2023.12.14
9,Czartificial Intelligence,Czarface,INGROOVES,INGV,2,2,3,3,1018,-63.4,2781,8109,2023.12.14
10,Pink Tape,Lil Uzi Vert,ATLANTIC GROUP,ATLG,1,12,13,24,823,9.0,755,28911,2023.12.14
11,Scarlet,Doja Cat, RCA,RCA ,2,18,18,12,662,27.1,521,13440,2023.12.14
12,"Sing Me A Lullaby, My Sweet Temptation",$uicideBoy$,G59 Records,G59,2,27,14,71,634,81.7,349,40007,2023.12.14
13,D-Day,Agust D (Suga Of Bts),INTERSCOPE/GEFFEN/A&M,INT,1,19,8,35,588,22.0,482,230028,2023.12.14
14,The Forever Story,J.I.D,INTERSCOPE/GEFFEN/A&M,INT ,2,33,24,52,570,85.1,308,38704,2023.12.14
15,Hope,NF,NF REAL MUSIC,NFRM,1,17,23,36,569,8.8,523,110044,2023.12.14
16,Queen Radio: Volume 1,Nicki Minaj,REPUBLIC RECORDS,R-RR,4,34,20,53,562,101.4,279,19066,2023.12.14
17,Welcome 2 Collegrove,2 Chainz Feat. Lil Wayne,DEF JAM/DEF SOUL,DEF,2,13,9,4,557,-8.7,610,7811,2023.12.14
18,Scaring The Hoes,JPEGMAFIA,THE ORCHARD,ORCH,3,22,21,20,544,33.7,407,8703,2023.12.14
19,MICHAEL,Killer Mike,LOMA VISTA,LVR,1,31,16,26,535,59.7,335,20653,2023.12.14
20,Integrated Tech Solutions,Aesop Rock,Rhymesayers Entertainment,RSE,1,16,17,5,513,-11.7,581,9424,2023.12.14
21,Heroes & Villains,Metro Boomin,REPUBLIC RECORDS,R-RR,1,20,32,54,473,11.0,426,59944,2023.12.14
22,NOW Hip Hop At 50,Various Artists,NOW,NOW,9,26,27,10,417,18.5,352,4183,2023.12.14
23,Like..?,Ice Spice,"TENTHOUSAND PROJECTS, LLC",10K,2,23,15,44,410,3.5,396,11999,2023.12.14
24,The Great Escape,Larry June & The Alchemist,Empire,EMPR,2,35,19,9,396,45.1,273,11012,2023.12.14
25,Jackman.,Jack Harlow,ATLANTIC GROUP,ATLG,3,32,28,32,361,12.8,320,12903,2023.12.14
26,Now Playing,Notorious B.I.G.,BAD BOY RECORDS,BADB,6,28,25,16,337,-2.6,346,4783,2023.12.14
27,Luv 4 Rent,Smino,CAPITOL MUSIC GROUP,CAP ,2,38,31,45,326,41.1,231,17016,2023.12.14
28,Magic 2,Nas,MASS APPEAL RECORDS,MSAP,1,30,22,3,318,-6.7,341,6909,2023.12.14
29,Burning Desire,Mike,WARP RECORDS,WARP,22,29,,2,304,-11.9,345,1223,2023.12.14
30,Blockbusta,Busta Rhymes,EPIC,EPIC,1,9,1,3,301,-66.5,898,15530,2023.12.14
31,Maps,Billy Woods,THE ORCHARD,ORCH,2,74,92,15,295,288.2,76,9287,2023.12.14
32,Love Sick,Don Toliver,ATLANTIC GROUP,ATLG,5,51,34,22,273,100.7,136,8716,2023.12.14
33,2000,Joey Bada$$,Columbia Records,COL ,4,40,40,36,245,12.4,218,14783,2023.12.14
34,Her Loss,"Drake, 21 Savage",OVO / REPUBLIC RECORDS,R-RR,1,45,63,58,216,38.5,156,37450,2023.12.14
35,I Am Music,Lil Wayne,REPUBLIC RECORDS,R-RR,7,39,7,23,192,-12.3,219,8912,2023.12.14
36,NOW Hip-Hop Party,Various Artists,NOW,NOW,2,44,29,45,189,12.5,168,16011,2023.12.14
37,Talk Talk,Atmosphere,Rhymesayers Entertainment,RSE,4,4,,2,183,-88.6,1608,1791,2023.12.14
38,Curtain 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,3,90,59,58,176,203.4,58,20140,2023.12.14
39,No Thank You,Little Simz, AWAL,AWAL,5,56,55,26,171,39.0,123,8310,2023.12.14
40,We Buy Diabetic Test Strips,Armand Hammer,Fat Possum Records,FTPM,3,83,36,11,160,150.0,64,5346,2023.12.14
41,College Park,Logic, BMG DISTRIBUTION,BMG ,1,46,45,43,159,6.0,150,20423,2023.12.14
42,Trophies,Berner, EMPIRE DISTRIBUTION,EMPI,42,,,1,157,,0,157,2023.12.14
43,X,Ken Carson,INTERSCOPE/GEFFEN/A&M,INT ,6,64,41,60,152,67.0,91,7743,2023.12.14
44,Cheat Codes,Danger Mouse & Black Thought, BMG DISTRIBUTION,BMG,1,50,37,70,151,9.4,138,47016,2023.12.14
45,For All The Dogs,Drake,OVO / REPUBLIC RECORDS,R-RR,1,36,30,10,147,-38.5,239,14373,2023.12.14
46,Flawless Like Me,Lucki,Empire,EMPR,16,60,78,29,146,35.2,108,2991,2023.12.14
46,Lyfë,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,4,70,51,40,146,82.5,80,5489,2023.12.14
46,King's Disease Iii,Nas,MASS APPEAL RECORDS,MSAP,1,61,43,26,146,43.1,102,20245,2023.12.14
49,My Turn,Lil Baby,"QUALITY CONTROL MUSIC, LLC",QCM,8,91,90,194,143,155.4,56,72004,2023.12.14
50,No Stylist,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT,2,68,68,45,130,60.5,81,8188,2023.12.14
51,$oul $old $eparately,Freddie Gibbs,WARNER RECORDS,WAR,1,77,51,59,122,62.7,75,19332,2023.12.14
52,If Looks Could Kill,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT ,4,48,58,18,121,-17.7,147,5884,2023.12.14
52,Sardines,Apollo Brown & Planet Asia,MELLO MUSIC GROUP,MELL,52,,,1,121,,0,121,2023.12.14
52,The Night Shift,Larry June,Empire,EMPR,5,87,73,5,121,98.4,61,1720,2023.12.14
55,Curtain Call 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,1,57,61,71,119,-0.8,120,51608,2023.12.14
56,Ben,Macklemore,BENDO LLC,BN3 ,1,73,82,39,106,35.9,78,22543,2023.12.14
56,Yin Yang Tapes: Fall Season (1989-1990),$uicideBoy$,THE ORCHARD,ORCH,17,,71,10,106,194.4,36,1384,2023.12.14
58,Struggler,Genesis Owusu,THE ORCHARD,ORCH,8,80,94,15,103,41.1,73,1852,2023.12.14
59,Aftërlyfe,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,14,59,83,22,102,-6.4,109,2818,2023.12.14
60,The Patience,Mick Jenkins, RBC RECORDS,RBC,4,46,33,5,99,-34.0,150,2561,2023.12.14
61,A Gift & A Curse,Gunna,300 ENTERTAINME,300E,9,65,,2,98,12.6,87,2390,2023.12.14
62,I Am... Bootleg (Rsd Exclusive Black Vin,Nas,Columbia Records,COL,4,41,4,3,96,-54.3,210,4265,2023.12.14
63,What Is Life?,Dax,Columbia Records,COL ,18,62,99,17,85,-15.0,100,2222,2023.12.14
64,Glorious Game,"El Michels Affair, Black Thought",333 Company,INDI,3,84,57,31,83,31.7,63,10137,2023.12.14
65,Ánh Mắt,Polande,,,50,,,1,81,999.0,1,557,2023.12.14
66,Spaceships On The Blade,Larry June,Empire,EMPR,3,72,72,44,80,1.3,79,9944,2023.12.14
66,Sick Boi,REN,THE ORCHARD,ORCH,3,63,65,9,80,-19.2,99,9661,2023.12.14
68,Set It Off,Offset,MOTOWN/QUALITY CONTROL,MOT,1,68,49,9,79,-2.5,81,31332,2023.12.14
69,Rule of Thumb,E-40,HEAVY ON THE GRIND ENT.6 (HT6),HT5,8,54,39,4,78,-40.5,131,1162,2023.12.14
70,Traumazine,Megan Thee Stallion	,300 ENTERTAINME,300E,2,,,1,75,837.5,8,14272,2023.12.14
70,Kaytraminé,"Kaytranada, Kaytraminé, Aminé",Venice Music,VEN,14,,98,9,75,368.8,16,1369,2023.12.14
72,Truth Be Told,AZ,QUIET MONEY RECORDS,QTMY,15,15,,2,71,-88.1,599,670,2023.12.14
72,So Many Other Realities Exist Simultaneously,Atmosphere,Rhymesayers,RHMS,3,87,85,31,71,16.4,61,6668,2023.12.14
74,Baby Gravy 3,"Yung Gravy, Bbno$, Baby Gravy",Imperial,R-RR,33,37,,2,70,-70.0,233,560,2023.12.14
74,My Bloody America,"City Morgue, ZillaKami & SosMula",REPUBLIC RECORDS,R-RR,4,49,,2,70,-50.0,140,3978,2023.12.14
76,It's Only Me,Lil Baby,MOTOWN/QUALITY CONTROL,QCM,1,,80,56,67,86.1,36,15184,2023.12.14
77,Breath Of Fresh Air,Gucci Mane,ATLANTIC GROUP,ATLG,7,55,59,9,66,-47.6,126,2293,2023.12.14
77,I Might Forgive... But I Don'T Forget,Jeezy, INDEPENDENT LABEL SUBMISSION,INDI,1,21,26,6,66,-84.3,420,5538,2023.12.14
77,Wlgs,Yovngchimi,ENCORE RECORDINGS,ENRG,77,,,1,66,,0,66,2023.12.14
80,Rtj Cu4tro,Run The Jewels, BMG DISTRIBUTION,BMG ,3,82,85,46,65,0.0,65,6772,2023.12.14
81,Nostalgia,Rod Wave,Alamo Records,ALAM,6,74,56,13,64,-15.8,76,3593,2023.12.14
81,Grandson,King Von,Empire,EMPR,2,74,68,10,64,-15.8,76,3115,2023.12.14
83,Yin Yang Tapes: Spring Season (1989-1990,$uicideBoy$,THE ORCHARD,ORCH,22,93,94,11,61,22.0,50,1068,2023.12.14
84,A Great Chaos,Ken Carson,INTERSCOPE/GEFFEN/A&M,INT ,5,,66,6,55,685.7,7,2510,2023.12.14
85,Lofi Chilling Way,Polande,,,39,,,1,53,-999.0,-1,579,2023.12.14
86,Marvelous,Yung Gravy,REPUBLIC RECORDS,R-RR,10,,,1,52,52.9,34,4964,2023.12.14
86,9601: The World Is Mine,Asn Jayboog,,,86,,,1,52,,0,52,2023.12.14
88,I Hope You'Re Happy,Night Lovell,G59 Records,G59,88,,,1,49,,0,49,2023.12.14
88,Holy Water,Millyz,"US
",MILL,14,14,,2,49,-91.8,600,649,2023.12.14
88,FAST X (Original Motion Picture Soundtrack),Fast & Furious: The Fast Saga,"ARTIST PARTNER GROUP, INC",ATP,8,84,87,15,49,-22.2,63,2748,2023.12.14
91,30 For 30,Dave East & Cruch Calhoun,THE ORCHARD,ORCH,42,42,,2,48,-75.9,199,247,2023.12.14
92,The Brave Ii,Tom Macdonald & Adam Calhoun, INDEPENDENT LABEL SUBMISSION,INDI,1,97,,11,47,9.3,43,11516,2023.12.14
93,Liberation 2,"Kweli ,Talib& Madlib",,,67,,99,8,46,820.0,5,413,2023.12.14
94,AMAR,BigXthaPlug, INDEPENDENT LABEL SUBMISSION,INDI,12,94,94,12,45,-6.2,48,2231,2023.12.14
94,Won'T He Do It,Conway The Machine,Empire,EMPR,8,,91,2,45,400.0,9,2701,2023.12.14
96,The Sugarhill Records Story,Sugar Hill Records Story, RHINO,RHI ,25,,84,7,44,214.3,14,596,2023.12.14
96,Too Good To Be True,"Rick Ross, Meek Mill", INDEPENDENT LABEL SUBMISSION,INDI,2,67,38,5,44,-47.0,83,6819,2023.12.14
98,Good Movie,Pi'erre Bourne,INTERSCOPE/GEFFEN/A&M,INT ,24,,78,3,43,377.8,9,1033,2023.12.14
98,Heavy Vibrato,"Elzhi, Oh No",,,53,53,,2,43,-68.1,135,178,2023.12.14
100,Voice Of The Slums,Legacy Adams,,,100,,,1,42,,0,42,2023.12.14
1,Pink Friday 2,Nicki Minaj,REPUBLIC RECORDS,R-RR,1,1,,2,14563,-84.1,91689,106258,2023.12.21
2,Utopia,Travis Scott,Cactus Jack/EPIC,EPIC,1,2,1,21,8779,17.0,7501,567285,2023.12.21
3,Metro Boomin Presents Spider-Man: Across The Spider-Verse (Soundtrack From And Inspired By The Motion Picture),Metro Boomin,REPUBLIC RECORDS,R-RR,1,3,3,29,3574,26.0,2837,35795,2023.12.21
4,Raised By Rap: 50 Years Of Hip Hop,Various Artists,SME/LEGACY RECORDINGS,LEGC,4,7,11,21,2092,75.4,1193,15847,2023.12.21
5,Goodbye & Good Riddance,Juice WRLD,INTERSCOPE/GEFFEN/A&M,INT ,2,6,10,292,2032,59.9,1271,216284,2023.12.21
6,Jack In The Box,J-hope,BIG HIT,INT,1,5,7,28,1684,14.4,1472,123889,2023.12.21
7,Pink Tape,Lil Uzi Vert,ATLANTIC GROUP,ATLG,1,10,12,25,1118,35.8,823,30029,2023.12.21
8,Queen Radio: Volume 1,Nicki Minaj,REPUBLIC RECORDS,R-RR,4,16,34,54,1049,86.7,562,20115,2023.12.21
