US_Chart - Pop On-Demand Overall Streaming (weekly),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,week_of
Rank,Song,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TP Overall,% CHG,LP Overall,TP Audio,TP Video,YTD Overall,ATD Overall,2023.06.22
58,Party In The U.S.A.,Miley Cyrus,HOLLYWOOD RECORDS,HOL ,18,62,53,443,3705828,0.5,3688800,3304416,401412,187676161,1302439439,2024.10.17
59,Lover,Taylor Swift Feat. Shawn Mendes,REPUBLIC RECORDS,R-RR,3,65,61,266,3700294,1.9,3631788,3599903,100391,208129896,1099009821,2024.10.17
60,Counting Stars,Onerepublic,INTERSCOPE/GEFFEN/A&M,INT ,4,60,55,464,3672620,-2.7,3775572,3266151,406469,172589207,1945356931,2024.10.17
61,Rich Girl,Daryl Hall & John Oates, RCA,RCA,24,54,54,100,3659519,-6.6,3919956,3632019,27500,167737618,771149117,2024.10.17
62,July,Noah Cyrus Feat. Leon Bridges,Columbia Records,COL ,22,68,112,239,3499328,0.8,3472231,3412305,87023,133884681,866218496,2024.10.17
63,Poker Face,Lady Gaga,INTERSCOPE/GEFFEN/A&M,INT ,20,66,70,437,3495257,-1.5,3549611,2931060,564197,139550180,1205340170,2024.10.17
64,Belong Together,Mark Ambor, INDEPENDENT LABEL SUBMISSION,INDI,24,59,58,29,3356884,-11.1,3776001,3287099,69785,153452024,153452024,2024.10.17
65,Ghostbusters,Ray Parker Jr., RCA,RCA,13,105,0,88,3351684,12.4,2980731,2952164,399520,38095107,605081823,2024.10.17
66,Don't Smile,Sabrina Carpenter,ISLAND,ISL,19,61,42,8,3351633,-11.0,3764692,3288868,62765,43625007,43625007,2024.10.17
67,L'AMOUR DE MA VIE,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,8,67,67,22,3346365,-5.3,3532149,3159004,187361,122861638,122861638,2024.10.17
68,As It Was,Harry Styles,Columbia Records,COL ,1,69,66,134,3345449,-3.5,3465695,3081980,263469,201421542,1444211294,2024.10.17
69,Cardigan,Taylor Swift,UNIVERSAL MUSIC ENTERPRISES,UME ,1,84,76,157,3321138,2.3,3246066,3204174,116964,150126235,762168660,2024.10.17
70,Slim Pickins,Sabrina Carpenter,ISLAND,ISL,16,57,41,8,3312879,-12.5,3787890,3270507,42372,48331926,48331926,2024.10.17
71,Night Changes,One Direction,Columbia Records,COL ,61,0,0,51,3307191,95.9,1688025,3005590,301601,79997579,598063316,2024.10.17
72,When The Party's Over,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,4,64,89,306,3291354,-9.6,3639325,3104080,187274,115882326,1427988624,2024.10.17
73,Just The Way You Are,Bruno Mars,CAPITOL MUSIC GROUP,CAP ,26,75,75,450,3288851,-1.2,3330068,3068660,220191,147042112,1374934598,2024.10.17
74,Locked Out Of Heaven,Bruno Mars,CAPITOL MUSIC GROUP,CAP ,40,90,82,324,3254738,2.8,3167181,3099339,155399,147720572,1051585226,2024.10.17
75,That's What I Like,Bruno Mars,NOW,NOW ,1,77,74,413,3248901,-1.6,3302208,2991665,257236,150551008,2163214481,2024.10.17
76,Anti-Hero,Taylor Swift,REPUBLIC RECORDS,R-RR,1,74,65,104,3242945,-2.7,3332301,3112251,130694,212729812,1049867849,2024.10.17
77,Kiss Me,Sixpence None The Richer,CURB,CURB,77,81,79,19,3237286,-1.2,3277806,3110885,126401,99887400,382397599,2024.10.17
78,Sweet Dreams (Are Made Of This),Eurythmics, RCA,RCA,9,89,94,343,3228990,1.7,3174065,2847381,381609,155948177,1223714357,2024.10.17
79,Daylight,David Kushner,DAVID KUSHNER,DVK,2,86,88,79,3218335,0.4,3204931,2750361,467974,203125798,566785771,2024.10.17
80,Unwritten,Natasha Bedingfield,EPIC,EPIC,23,73,72,44,3216310,-3.5,3332924,3110092,106218,173424930,554686450,2024.10.17
81,I Ain't Worried,Onerepublic,INTERSCOPE/GEFFEN/A&M,INT ,3,70,69,125,3169663,-7.9,3440167,2941193,228470,183759671,789912679,2024.10.17
82,Take On Me,A-Ha,HIP-O RECORDS,HIPD,12,82,64,464,3166310,-3.3,3275229,2605943,560367,157587905,1471064982,2024.10.17
83,Moonlit Floor,Lisa, RCA,RCA,83,125,0,2,3140425,11.7,2812267,2707507,432918,6016055,6016055,2024.10.17
84,I'm Gonna Miss You,Milli Vanilli, RCA,RCA,63,63,154,3,3129739,-14.7,3669037,3117139,12600,12123799,27060898,2024.10.17
85,Africa,Toto,SONY/COLUMBIA,COL,26,78,71,452,3121440,-5.4,3299422,2691802,429638,142215880,1404311302,2024.10.17
86,Promiscuous,Nelly Furtado,INTERSCOPE/GEFFEN/A&M,INT ,13,79,96,220,3110219,-5.4,3288153,2851159,259060,140422973,981401419,2024.10.17
87,Someone Like You,Adele,Universal Music Enterprises,UME ,22,92,107,459,3102367,-0.7,3124537,2755144,347223,116600184,1320530970,2024.10.17
88,Stay,The Kid LAROI & Justin Bieber,Columbia Records,COL ,1,85,77,171,3101995,-3.5,3213569,2788449,313546,147295357,1794748096,2024.10.17
89,Levitating,Dua Lipa Feat. Dababy,WARNER RECORDS,WAR ,1,72,60,219,3096342,-8.1,3368496,2837711,258631,168444669,1846908953,2024.10.17
90,Happier Than Ever,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,2,95,123,168,3078667,-0.4,3090906,2878925,199742,118701108,969223092,2024.10.17
91,traitor,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,3,109,86,178,3052224,3.3,2953529,2815758,236466,141611299,989749154,2024.10.17
92,You Make My Dreams,Hall & Oates, RCA,RCA,21,122,142,276,3042845,7.5,2829964,2964915,77930,135580201,1078863405,2024.10.17
93,Down Bad,Taylor Swift,REPUBLIC RECORDS,R-RR,2,88,92,26,3033667,-4.6,3178322,2966431,67236,235164167,235164167,2024.10.17
94,Another Love,Tom Odell, RCA,RCA,3,96,91,107,3024713,-1.6,3072461,2430019,594694,181769899,1356265732,2024.10.17
95,Lil Boo Thang,Paul Russell,Arista,ARIS,17,71,78,61,3023103,-10.7,3386732,2846929,176174,176780932,270686861,2024.10.17
96,Somebody Save Me,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,7,91,85,14,3016980,-4.4,3156093,2505183,511797,64499628,64499628,2024.10.17
97,Maneater,Hall & Oates, RCA,RCA,84,94,175,26,3004458,-3.0,3097977,2789765,214693,107227014,485123394,2024.10.17
98,Bad Dreams,Teddy Swims,Warner Records,WAR,44,80,62,5,2962750,-9.7,3282729,2652872,309878,18559954,18559954,2024.10.17
99,Shivers,Ed Sheeran,ATLANTIC GROUP,ATLG,3,87,101,162,2960068,-7.0,3181945,2771018,189050,144836168,909694433,2024.10.17
100,Deja Vu,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,2,107,100,186,2950029,-0.4,2961310,2681677,268352,129987712,991286653,2024.10.17
101,In The Stars,Benson Boone,Warner Records,WAR,23,97,90,70,2935045,-4.3,3066379,2727077,207968,127314991,336038899,2024.10.17
102,Stay,Rihanna Feat. Mikky Ekko,DEF JAM RECORDINGS,DEF ,25,110,93,433,2933305,-0.5,2946799,2626074,307231,114934123,1067405559,2024.10.17
103,Time of Our Lives,Pitbull & Ne-Yo, RCA,RCA,68,104,87,151,2931388,-1.7,2980892,2863470,67918,126730843,843657848,2024.10.17
104,The Boy Is Mine,Ariana Grande,REPUBLIC RECORDS,R-RR,4,93,83,32,2912048,-6.6,3116701,2670598,241450,176631341,176631341,2024.10.17
105,Sunroof,Nicky Youre & Dazy,SONY/COLUMBIA,COL,7,99,104,135,2888337,-5.6,3060606,2674606,213731,138344235,789798811,2024.10.17
106,Dumb & Poetic,Sabrina Carpenter,ISLAND,ISL,18,83,59,8,2885615,-11.2,3249760,2854961,30654,41895273,41895273,2024.10.17
107,Blue,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,9,100,111,22,2864096,-5.6,3034301,2721754,142342,105718639,105718639,2024.10.17
108,Golden Hour,Jvke,AWAL,AWAL,4,124,115,113,2852185,1.3,2816960,2476854,375331,150516494,899556699,2024.10.17
109,Toxic,Britney Spears, RCA,RCA,52,114,113,309,2847649,-1.5,2891834,2641586,206063,112289439,975536912,2024.10.17
110,California Gurls,Katy Perry Feat. Snoop Dogg,CAPITOL MUSIC GROUP,CAP ,42,115,105,165,2846250,-1.5,2888221,2501387,344863,109060469,768810128,2024.10.17
111,APEROL SPRITZ,The Kid LAROI,SONY/COLUMBIA,COL,111,,,1,2837622,103236.6,2746,2730408,107214,2841316,2841316,2024.10.17
112,good 4 u,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,112,102,179,2831052,-3.4,2930061,2675449,155603,135453453,1377012979,2024.10.17
113,Easy On Me,Adele,SONY/COLUMBIA,COL,1,102,84,155,2822424,-5.9,3000832,2484558,337866,118681109,973716244,2024.10.17
114,What Makes You Beautiful,One Direction,SONY/COLUMBIA,COL,75,0,0,155,2819965,78.6,1579120,2282516,537449,87232543,862368503,2024.10.17
115,August,Taylor Swift,UNIVERSAL MUSIC ENTERPRISES,UME ,7,130,98,110,2803187,2.2,2742120,2757524,45663,137441026,568349191,2024.10.17
116,The Way I Are,Timbaland Feat. Keri Hilson,INTERSCOPE/GEFFEN/A&M,INT ,87,111,125,70,2802869,-4.5,2936143,2599227,203642,113810794,535709874,2024.10.17
117,Uptown Funk!,Mark Ronson Feat. Bruno Mars, RCA,RCA,7,126,127,464,2797231,0.3,2788869,2068955,728276,119304003,2621156474,2024.10.17
118,Shape Of You,Ed Sheeran,ATLANTIC GROUP,ATLG,1,103,129,406,2790152,-7.0,2998998,2399750,390402,118112030,2585268403,2024.10.17
119,Dance The Night,Dua Lipa,ATLANTIC GROUP,ATLG,1,101,108,68,2785486,-7.2,3002875,2661062,124424,185122709,624294571,2024.10.17
120,Story of My Life,One Direction,SONY/COLUMBIA,COL,70,0,0,90,2769873,89.5,1461436,2761230,8643,68682570,728100742,2024.10.17
121,Come And Get Your Love,Redbone,EPIC,EPIC,10,123,97,120,2767434,-2.1,2827908,2683814,83620,117375008,894439982,2024.10.17
122,Last Friday Night,Katy Perry,CAPITOL MUSIC GROUP,CAP ,71,120,109,242,2760833,-2.9,2844646,2499876,260957,114198156,891365510,2024.10.17
123,Dark Horse,Katy Perry Feat. Juicy J,CAPITOL MUSIC GROUP,CAP ,4,113,119,455,2759683,-5.7,2926152,2262897,496786,113810663,1590040374,2024.10.17
124,Sundress,A$ap Rocky, RCA,RCA,37,98,149,23,2732860,-10.8,3063861,2699471,33389,129791175,424178609,2024.10.17
125,bad guy,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,1,117,163,284,2726441,-5.3,2879076,2550747,175694,103166663,2351438245,2024.10.17
126,drivers license,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,133,126,197,2677356,-0.7,2696979,2422961,254395,121476556,1274627159,2024.10.17
127,Risk,Gracie Abrams,INTERSCOPE/GEFFEN/A&M,INT ,44,156,0,16,2674769,5.2,2543000,2624179,50590,67431713,67431713,2024.10.17
128,Who's Afraid Of Little Old Me?,Taylor Swift,REPUBLIC RECORDS,R-RR,6,116,172,26,2664920,-7.6,2882704,2585986,78934,188590961,188590961,2024.10.17
129,...Ready For It?,Taylor Swift,BIG MACHINE,BGMA,2,152,128,144,2652821,3.8,2554507,2531589,121232,149168801,749080313,2024.10.17
130,Jessie's Girl,Rick Springfield, RCA,RCA,88,119,116,56,2640463,-7.8,2864039,2627672,12791,102951190,682630347,2024.10.17
131,Kiss Me More,Doja Cat Feat. Sza, RCA,RCA,1,129,99,184,2632124,-4.1,2745070,2446907,185217,124551892,1162670000,2024.10.17
132,Brandy (You're A Fine Girl),Looking Glass,EPIC,EPIC,67,118,110,157,2624486,-8.5,2867526,2471074,153412,119468629,736990764,2024.10.17
133,It Will Rain,Bruno Mars,CAPITOL MUSIC GROUP,CAP ,42,138,178,75,2622110,-1.9,2672506,2434805,187305,83256082,639398301,2024.10.17
134,Save Me,Jelly Roll, INDEPENDENT LABEL SUBMISSION,INDI,76,154,152,218,2600226,2.1,2545896,1647944,952282,111154358,552728926,2024.10.17
135,Because I Liked A Boy,Sabrina Carpenter,ISLAND,ISL ,85,132,120,21,2599381,-4.3,2714872,2392006,207375,81625225,145485351,2024.10.17
136,Rolling In The Deep,Adele,Columbia Records,COL ,30,137,170,378,2593376,-3.0,2674420,2324083,269293,112187124,1080600949,2024.10.17
137,Just Dance,Lady Gaga Feat. Colby O'Donis,INTERSCOPE/GEFFEN/A&M,INT ,40,140,148,91,2591909,-2.5,2658941,2400729,191180,98484684,727472194,2024.10.17
138,Tik Tok,Ke$ha, RCA,RCA,62,121,106,193,2590136,-8.6,2833149,2346384,243752,103078775,856272714,2024.10.17
139,7 Rings,Ariana Grande,REPUBLIC RECORDS,R-RR,1,149,133,295,2585531,-0.4,2595599,2340392,245139,108049161,1905304511,2024.10.17
140,You Broke Me First,Tate Mcrae, RCA,RCA,8,146,132,181,2582544,-0.8,2603389,2300010,282534,104144748,853474696,2024.10.17
141,You Need To Calm Down,Taylor Swift,REPUBLIC RECORDS,R-RR,2,153,136,224,2574617,1.0,2550138,2468979,105638,141674321,1031766378,2024.10.17
142,Say You Won't Let Go,James Arthur,Columbia Records,COL ,4,136,122,418,2573013,-3.8,2674651,2308026,264987,121273219,1865835671,2024.10.17
143,We Found Love,Rihanna Feat. Calvin Harris,DEF JAM RECORDINGS,DEF ,18,145,124,179,2572209,-1.7,2615691,2465090,107119,128089758,841257966,2024.10.17
144,Naked In Manhattan,Chappell Roan,,,60,142,121,18,2566259,-3.1,2649179,2477093,89166,75096233,84050991,2024.10.17
145,Ghost,Justin Bieber,DEF JAM RECORDINGS,DEF ,8,135,118,167,2561879,-4.3,2676113,2417048,144831,120551213,728666456,2024.10.17
146,Double Life (From Despicable Me 4),Pharrell Williams,SONY/COLUMBIA,COL,21,131,95,15,2553214,-6.8,2738812,1850766,702448,66214558,66214558,2024.10.17
147,Bad Romance,Lady Gaga,INTERSCOPE/GEFFEN/A&M,INT ,31,150,145,447,2551859,-1.4,2586933,2169836,382023,112532246,1134258945,2024.10.17
148,Without Me,Halsey,ASTRALWERKS,ASTW,1,143,131,315,2546837,-3.8,2646933,2108450,438387,129394462,2244683689,2024.10.17
149,Give Me Everything,"Pitbull Feat. Ne-Yo, Afrojack & Nayer", RCA,RCA,93,141,117,37,2545868,-4.0,2651587,2365859,180009,110741601,670483247,2024.10.17
150,7 YEARS,Lukas Graham,WARNER RECORDS,WAR ,1,148,151,462,2537549,-2.4,2598836,1894760,642789,127294996,1777469207,2024.10.17
151,everything i wanted,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,1,139,196,231,2536437,-4.9,2666506,2287574,248863,97152654,1106706779,2024.10.17
152,Timber,Pitbull Feat. Ke$ha, RCA,RCA,38,127,187,321,2532745,-8.4,2766028,2380907,151838,99849972,1073457012,2024.10.17
153,favorite crime,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,8,176,139,147,2531629,5.0,2410799,2444887,86742,108743799,614576992,2024.10.17
154,Baby,Justin Bieber Feat. Ludacris,DEF JAM RECORDINGS,DEF ,39,151,141,353,2530539,-2.1,2584922,2088664,441875,111598511,1037910867,2024.10.17
155,Maps,Maroon 5,INTERSCOPE/GEFFEN/A&M,INT,20,158,156,95,2521091,-0.6,2535411,2398369,122722,100738549,746294247,2024.10.17
156,Hips Don't Lie,Shakira Feat. Wyclef Jean,EPIC,EPIC,28,160,143,444,2502646,-0.4,2513850,2208049,294597,115395056,1099221522,2024.10.17
157,Lie To Girls,Sabrina Carpenter,ISLAND,ISL,20,108,73,8,2502630,-15.3,2955922,2469583,33047,36610046,36610046,2024.10.17
158,Pain,Pinkpantheress,NEW ELEKTRA,NELK,43,163,81,98,2499116,0.4,2489441,2345018,154098,135268704,437339408,2024.10.17
159,Dandelions,Ruth B.,Columbia Records,COL ,7,161,161,148,2495008,-0.2,2500534,2174267,320741,122174229,853496992,2024.10.17
160,Can't Stop The Feeling!,Justin Timberlake, RCA,RCA,2,155,173,424,2491212,-2.1,2543695,2143217,347995,110562128,1942075563,2024.10.17
161,I'm Still Standing,Elton John,ISLAND,ISL ,110,165,153,96,2476465,-0.3,2482884,2206150,270315,102774259,521293472,2024.10.17
162,Dj Got Us Fallin' In Love,Usher Feat. Pitbull, RCA,RCA,22,159,140,33,2467442,-2.7,2535040,2355851,111591,106173070,583706811,2024.10.17
163,HABITS (STAY HIGH),Tove Lo,ISLAND,ISL ,68,144,138,337,2466981,-6.3,2632254,2173157,293824,112378117,1052061680,2024.10.17
164,Run For The Hills,Tate Mcrae, RCA,RCA,13,171,195,20,2461868,0.6,2446765,2428422,33446,95773858,114938787,2024.10.17
165,I Want It That Way,Backstreet Boys, RCA,RCA,30,173,150,278,2442910,0.4,2433586,2045594,397316,88159458,920498966,2024.10.17
166,Guilty As Sin?,Taylor Swift,REPUBLIC RECORDS,R-RR,10,172,147,26,2440011,-0.2,2445310,2376276,63735,172212684,172212684,2024.10.17
167,Stayin' Alive,Bee Gees,CAPITOL MUSIC GROUP,CAP ,16,134,135,443,2428673,-9.6,2685773,2041069,387604,125396359,1279561647,2024.10.17
168,Dancing Queen,ABBA,CAPITOL MUSIC GROUP,CAP ,21,175,158,164,2420856,0.3,2414378,2113570,307286,111601033,825746976,2024.10.17
169,Grenade,Bruno Mars,CAPITOL MUSIC GROUP,CAP ,77,169,160,388,2416855,-1.7,2458200,2267090,149765,103616055,1053956888,2024.10.17
170,Don't Start Now,Dua Lipa,WARNER RECORDS,WAR ,1,168,188,239,2415415,-1.8,2458951,2322444,92971,109397582,1215347630,2024.10.17
171,Shake It Off,Taylor Swift, RCA,RCA,13,197,169,464,2411218,4.7,2303422,2153015,258203,127676189,1823785151,2024.10.17
172,Delicate,Taylor Swift,BIG MACHINE,BGMA,13,187,186,172,2405260,2.9,2336839,2317112,88148,120104566,958718247,2024.10.17
173,Bad Habits,Ed Sheeran,ATLANTIC GROUP,ATLG,4,162,177,165,2399302,-3.9,2495491,2188858,210444,103333220,930418496,2024.10.17
174,Disturbia,Rihanna,DEF JAM RECORDINGS,DEF ,47,194,0,20,2399032,3.6,2316654,2286331,112701,79116512,585812308,2024.10.17
175,Set Fire To The Rain,Adele,Columbia Records,COL ,15,174,192,223,2377775,-1.7,2417985,2272058,105717,121378419,990514260,2024.10.17
176,Talking To The Moon,Bruno Mars,NEW ELEKTRA,NELK,15,182,114,195,2367119,-0.5,2378758,2179122,187997,100781796,1009378167,2024.10.17
177,Diamonds,Rihanna,DEF JAM RECORDINGS,DEF ,13,185,165,294,2366975,0.1,2364355,1835753,531222,119681098,1019090828,2024.10.17
178,Unholy,Sam Smith & Kim Petras,CAPITOL RECORDS,CAP,1,184,0,93,2365374,-0.1,2368557,2105152,260222,110094392,981242233,2024.10.17
179,Young And Beautiful,Lana Del Rey,INTERSCOPE/GEFFEN/A&M,INT ,81,170,137,71,2363428,-3.5,2448385,2177706,185722,112961231,765364132,2024.10.17
180,Teenage Dream,Katy Perry,CAPITOL MUSIC GROUP,CAP ,100,177,144,29,2360167,-1.6,2397455,2267875,92292,103467441,606035285,2024.10.17
181,Don't Blame Me,Taylor Swift,BIG MACHINE,BGMA,27,200,166,132,2343085,2.2,2292567,2313366,29719,135959335,597814689,2024.10.17
182,Meet Me Halfway,Black Eyed Peas,INTERSCOPE/GEFFEN/A&M,INT ,157,179,157,7,2340934,-2.3,2395447,2114069,226865,67915332,325387139,2024.10.17
183,Can't Feel My Face,Weeknd,REPUBLIC RECORDS,R-RR,6,198,164,344,2340243,1.7,2301846,2184860,155383,105459110,1359370287,2024.10.17
184,Blank Space,Taylor Swift,BIG MACHINE,BGMA,18,189,155,400,2339902,0.5,2327965,1990502,349400,128296456,1502139400,2024.10.17
185,Let It Go,Idina Menzel,DISNEY,DISN,22,191,180,398,2333526,0.5,2321600,2084263,249263,99259863,1301536229,2024.10.17
186,Shallow,Lady Gaga & Bradley Cooper,INTERSCOPE/GEFFEN/A&M,INT ,2,157,146,307,2333474,-8.2,2542665,1937551,395923,103521929,1409393755,2024.10.17
187,Vienna,Billy Joel,Columbia Records,COL ,78,195,189,37,2332851,0.9,2312749,2276133,56718,106097141,422730753,2024.10.17
188,Bad At Love,Halsey,ASTRALWERKS,ASTW,5,196,0,252,2332162,1.2,2304089,2001700,330462,87184579,1267941506,2024.10.17
189,There's Nothing Holdin' Me Back,Shawn Mendes,ISLAND,ISL ,5,164,159,312,2332096,-6.1,2483094,2124934,207162,100992276,1317004925,2024.10.17
190,Pretty Slowly,Benson Boone,Warner Records,WAR,28,167,190,9,2327274,-5.5,2463181,2248900,78374,32824159,32824159,2024.10.17
191,Tough,Quavo & Lana Del Rey,"QUALITY CONTROL MUSIC, LLC",QCM,8,166,174,16,2320272,-5.9,2466137,2270235,50037,74949829,74949829,2024.10.17
192,We Pray,Coldplay,ATLANTIC GROUP,ATLG,106,106,0,3,2303489,-22.6,2977625,2166580,136909,16111824,16111824,2024.10.17
193,Houdini,Dua Lipa,Warner Records,WAR,7,180,176,49,2292635,-4.1,2389868,2169266,123369,177722227,235680080,2024.10.17
194,Super Graphic Ultra Modern Girl,Chappell Roan,,,61,181,162,19,2278495,-4.4,2384090,2216198,62297,74259918,77599085,2024.10.17
195,Don't Stop the Music,Rihanna,DEF JAM RECORDINGS,DEF ,39,0,179,30,2274548,0.2,2270540,2135789,138759,96229575,573178444,2024.10.17
196,My Tears Ricochet,Taylor Swift,UNIVERSAL MUSIC ENTERPRISES,UME ,5,0,181,53,2266010,2.8,2205077,2214390,51620,92933901,377666351,2024.10.17
197,Judas,Lady Gaga,INTERSCOPE/GEFFEN/A&M,INT ,138,190,183,14,2258423,-2.9,2326841,1838164,420259,61073862,280927926,2024.10.17
198,Look What You Made Me Do,Taylor Swift,BIG MACHINE,BGMA,1,0,0,220,2248082,5.7,2126455,2232642,15440,121307682,1329668675,2024.10.17
199,But Daddy I Love Him,Taylor Swift,REPUBLIC RECORDS,R-RR,7,186,0,23,2240739,-4.8,2354773,2184767,55972,173621652,173621652,2024.10.17
200,Payphone,Maroon 5 Feat. Wiz Khalifa,INTERSCOPE/GEFFEN/A&M,INT,17,0,0,215,2228682,0.3,2221586,2026190,202492,101733302,909847394,2024.10.17
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,,,,2024.10.17
Rank,Song,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TP Overall,% CHG,LP Overall,TP Audio,TP Video,YTD Overall,ATD Overall,2024.10.24
1,APT,Rosé & Bruno Mars,ATLANTIC GROUP,ATLG,1,,,1,26061051,164718.2,15812,19430563,6630488,26076863,26076863,2024.10.24
2,Die With A Smile,Lady Gaga & Bruno Mars,INTERSCOPE/GEFFEN/A&M,INT ,1,1,1,10,21956222,2.9,21343925,19406393,2549829,251749502,251749502,2024.10.24
3,BIRDS OF A FEATHER,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,1,2,2,23,20940750,-0.6,21057494,18738558,2202192,527931963,527931963,2024.10.24
4,Taste,Sabrina Carpenter,ISLAND,ISL,1,3,3,9,17906437,-6.8,19207775,16856658,1049779,228485902,228485902,2024.10.24
5,Espresso,Sabrina Carpenter,ISLAND,ISL,1,4,4,28,16718744,-0.7,16842362,15120965,1597779,682007465,682007465,2024.10.24
6,"I Love You, I'm Sorry",Gracie Abrams,INTERSCOPE/GEFFEN/A&M,INT ,6,6,12,18,15879332,1.0,15720970,15276382,602950,132377426,132377426,2024.10.24
7,"Good Luck, Babe!",Chappell Roan,ISLAND / REPUBLIC RECORDS,R-IS,1,5,5,29,15648303,-5.7,16586078,14783095,865208,493244041,493244041,2024.10.24
8,Lose Control,Teddy Swims,Warner Records,WAR,2,9,9,67,15332576,2.8,14916665,13532981,1799595,736021728,888445857,2024.10.24
9,Beautiful Things,Benson Boone,Warner Records,WAR,1,10,8,40,14587345,0.9,14456087,12509044,2078301,764504468,764504468,2024.10.24
10,Who,Jimin,INTERSCOPE/GEFFEN/A&M,INT ,5,7,7,14,14443963,-0.1,14463879,14256920,187043,228223098,228223098,2024.10.24
11,Please Please Please,Sabrina Carpenter,ISLAND,ISL ,1,8,6,20,13554345,-5.8,14392866,12487642,1066703,506252607,506252607,2024.10.24
12,Hot To Go!,Chappell Roan,ISLAND,ISL ,7,11,11,29,11697028,-5.7,12405155,10812300,884728,299890515,305490454,2024.10.24
13,Bed Chem,Sabrina Carpenter,ISLAND,ISL,8,12,10,9,10894989,-7.0,11714011,10528914,366075,133164074,133164074,2024.10.24
14,Pink Pony Club,Chappell Roan,ATLANTIC GROUP,ATLG,9,13,13,22,9277360,-4.6,9727685,8721098,556262,218998337,236164611,2024.10.24
15,That’s So True,Gracie Abrams,,,15,,,1,9059074,93331.0,9696,8956168,102906,9068770,9068770,2024.10.24
16,Night Changes,One Direction,Columbia Records,COL ,16,71,0,52,8245410,149.0,3312009,7503793,741617,88247807,606313544,2024.10.24
17,Juno,Sabrina Carpenter,ISLAND,ISL,12,14,16,9,7594384,-0.7,7646427,7364443,229941,79319259,79319259,2024.10.24
18,Nights Like This,The Kid LAROI,SONY/COLUMBIA,COL,10,15,19,20,7252625,0.4,7224195,7028734,223891,158257764,162709396,2024.10.24
19,Story of My Life,One Direction,SONY/COLUMBIA,COL,19,120,0,91,7048482,152.0,2797367,6590592,457890,75758546,735176718,2024.10.24
20,Slow It Down,Benson Boone,Warner Records,WAR,5,19,20,31,6925744,0.3,6902192,6704074,221670,259953374,259953374,2024.10.24
21,The Door,Teddy Swims,Warner Records,WAR,19,23,22,34,6866728,2.5,6699020,6210302,656426,169033033,175180453,2024.10.24
22,Good Graces,Sabrina Carpenter,ISLAND,ISL,7,17,15,9,6514398,-9.6,7208166,6348415,165983,91854996,91854996,2024.10.24
23,Bye Bye Bye,'N Sync, RCA,RCA,10,18,17,14,6451666,-9.8,7154346,4331273,2120393,149791648,596606128,2024.10.24
24,Cruel Summer,Taylor Swift,REPUBLIC RECORDS,R-RR,1,22,25,117,6420229,1.8,6306828,6191807,228422,445778339,1406573073,2024.10.24
25,Diet Pepsi,Addison Rae,SONY/COLUMBIA,COL,21,21,21,11,6027488,-4.0,6275521,5784051,243437,56169880,56169880,2024.10.24
26,It's Ok I'm Ok,Tate Mcrae, RCA,RCA,11,16,18,6,5929086,-18.0,7226992,5827124,101962,55752002,55752002,2024.10.24
27,Fortnight,Taylor Swift,REPUBLIC RECORDS,R-RR,1,29,30,27,5790912,6.7,5425182,5531835,259077,405838094,405838094,2024.10.24
28,we can't be friends (wait for your love),Ariana Grande,REPUBLIC RECORDS,R-RR,1,24,24,33,5747621,-6.7,6161228,5292111,455510,363665500,363665500,2024.10.24
29,Red Wine Supernova,Chappell Roan,ISLAND,ISL ,10,25,23,30,5717768,-6.3,6103824,5501682,216086,224986029,236814805,2024.10.24
30,CHIHIRO,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,3,26,28,23,5674864,-2.9,5843952,5241672,433192,207891122,207891122,2024.10.24
31,I Can Do It With A Broken Heart,Taylor Swift,REPUBLIC RECORDS,R-RR,3,30,26,27,5451877,0.9,5405452,5236508,215369,302949813,302949813,2024.10.24
32,Mantra,Jennie,SONY/COLUMBIA,COL,20,20,0,2,5372360,-14.9,6312771,4494988,877372,11779328,11779328,2024.10.24
