US_Chart - Current R&B/Hip-Hop Albums,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,week_of
24,Metro Boomin Presents Spider-Man: Across The Spider-Verse (Soundtrack From And Inspired By The Motion Picture),Metro Boomin,REPUBLIC RECORDS,R-RR,2,23,16,5,396,-23.1,515,5954,2023.07.06
25,Boy Anonymous ( D2c Exclusive),Paris Texas,Orchard,ORCH,25,,,1,392,,0,394,2023.07.06
26,Luv 4 Rent,Smino,CAPITOL MUSIC GROUP,CAP ,3,38,24,22,391,36.7,286,9255,2023.07.06
27,Planet Her,Doja Cat, RCA,RCA ,2,27,28,105,375,-17.9,457,133151,2023.07.06
28,2000,Joey Bada$$,Columbia Records,COL ,6,32,45,13,371,2.5,362,10543,2023.07.06
29,Twelve Carat Toothache,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,1,37,33,57,357,23.1,290,75511,2023.07.06
30,Like..?,Ice Spice,"TENTHOUSAND PROJECTS, LLC",10K,5,5,169,24,348,-76.7,1496,3518,2023.07.06
31,Entergalactic,Kid Cudi,REPUBLIC RECORDS,R-RR,2,38,32,40,343,19.9,286,22674,2023.07.06
32,Ultimate Aaliyah,Aaliyah,BLACKGROUND REC,BLKG,4,34,37,90,335,1.2,331,43272,2023.07.06
33,Vices,Curren$y & Harry Fraud,THE ORCHARD,ORCH,33,,,1,329,,0,329,2023.07.06
34,Since I Have A Lover,6Lack,INTERSCOPE/GEFFEN/A&M,INT ,2,8,,14,296,-76.9,1281,5656,2023.07.06
35,Thee Sacred Souls,Thee Sacred Souls,PELOTONRECORDS,PEDS,6,29,36,45,295,-27.9,409,23356,2023.07.06
36,Good Morning Gorgeous,Mary J. Blige,300 ENTERTAINME,300E,1,31,26,73,288,-22.0,369,54227,2023.07.06
37,"Honestly, Nevermind",Drake,OVO / REPUBLIC RECORDS,R-RR,1,43,43,16,282,19.0,237,26091,2023.07.06
38,Flying High,Alchemist, EMPIRE DISTRIBUTION,EMPI,38,,,1,240,,0,240,2023.07.06
39,LEGEND,John Legend,REPUBLIC RECORDS,R-RR,4,36,27,43,239,-20.9,302,21712,2023.07.06
40,Cocodrillo Turbo,Action Bronson,LOMA VISTA,LVR,8,59,50,40,235,102.6,116,12194,2023.07.06
41,College Park,Logic, BMG DISTRIBUTION,BMG ,1,10,1,20,234,-80.6,1209,16232,2023.07.06
42,Come Home The Kids Miss You,Jack Harlow,ATLANTIC GROUP,ATLG,1,52,49,61,230,52.3,151,37915,2023.07.06
43,NOW Hip-Hop Party,Various Artists,NOW,NOW,3,45,40,22,226,-3.8,235,13431,2023.07.06
44,Coi,Coi Leray,UPTOWN / REPUBLIC RECORDS,R-RR,6,6,,2,220,-83.7,1350,1570,2023.07.06
45,Texas Moon,Khruangbin & Leon Bridges,Dead Oceans,DOC,1,42,30,72,216,-15.3,255,60543,2023.07.06
46,Before You Go,Blxst,RED BULL RECORDS,RDBL,41,,,1,213,999.0,12,1598,2023.07.06
47,I Never Liked You,Future,EPIC,EPIC,3,54,47,62,210,51.1,139,32085,2023.07.06
48,Saved & Surrendered,Bryann T,,,48,,,1,201,,0,201,2023.07.06
49,Cheat Codes,Danger Mouse & Black Thought, BMG DISTRIBUTION,BMG,1,53,44,47,197,35.9,145,43982,2023.07.06
50,The Rebirth Of Marvin,October London,,,46,48,46,21,188,4.4,180,2275,2023.07.06
51,A Gift & A Curse,Gunna,300 ENTERTAINME,300E,14,35,14,3,185,-41.6,317,1357,2023.07.06
52,Aftërlyfe,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,21,51,21,3,179,17.0,153,1256,2023.07.06
53,Written In Their Soul: The Stax Songwrit,Various Artists,CRAFT RECORDINGS,CRFT,30,30,,2,174,-54.1,379,553,2023.07.06
54,Maps,Billy Woods,THE ORCHARD,ORCH,1,55,35,9,172,24.6,138,7670,2023.07.06
55,Beautiful Dreams,Acantha Lang,,,55,,,1,167,,0,172,2023.07.06
56,Wasteland,Brent Faiyaz, INDEPENDENT LABEL SUBMISSION,INDI,2,15,151,3,166,-81.3,886,9068,2023.07.06
57,$oul $old $eparately,Freddie Gibbs,WARNER RECORDS,WAR,2,43,34,39,160,-32.5,237,16952,2023.07.06
58,age/sex/location,Ari Lennox,INTERSCOPE/GEFFEN/A&M,INT ,10,57,67,43,146,10.6,132,10773,2023.07.06
59,Vinyl Days,Logic,DEF JAM,DEFJ,2,76,76,55,141,50.0,94,25071,2023.07.06
60,Church Clothes 4,Lecrae, INDEPENDENT LABEL SUBMISSION,INDI,10,,,27,140,900.0,14,3099,2023.07.06
61,Protea,KOTA The Friend,,,61,,,1,138,,0,138,2023.07.06
62,Almost Healed,Lil Durk,Alamo Records,ALAM,2,81,66,6,132,55.3,85,2848,2023.07.06
63,Been One,Rylo Rodriguez,GLASS WINDOW ENTERTAINMENT,4PF,63,,,1,129,,0,129,2023.07.06
64,Louie,Kenny Beats,Merok,XL,1,73,56,24,126,32.6,95,11745,2023.07.06
65,Spaceships On The Blade,Larry June,Empire,EMPR,4,73,78,43,125,31.6,95,7785,2023.07.06
66,X,Ken Carson,INTERSCOPE/GEFFEN/A&M,INT ,9,63,83,39,124,7.8,115,5848,2023.07.06
67,Detour,Boney James,CONCORD MUSIC GROUP,CNCO,5,67,58,41,121,15.2,105,17354,2023.07.06
68,Wait Til I Get Over,Durand Jones,DEAD OCEANS,DOC ,9,63,79,9,119,3.5,115,2698,2023.07.06
69,Directors Cut 4,"Ransom, Nicholas Craven",,,69,,,1,117,,0,117,2023.07.06
69,Blue Water Road,Kehlani,ARTIST PARTNER GROUP,APG1,2,50,80,62,117,-26.9,160,25712,2023.07.06
71,Heaven Over Hollywood,"Only For The Fans, Hi-Rez",,,71,,,1,116,,0,116,2023.07.06
72,Continuance,Curren$y, INDEPENDENT LABEL SUBMISSION,INDI,11,76,60,42,115,22.3,94,8621,2023.07.06
73,Sls: Sounds Like Summer,Juhovah,,,73,,,1,114,,0,114,2023.07.06
73,Lyfë,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,9,87,63,18,114,56.2,73,3938,2023.07.06
75,Curtain Call 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,1,59,94,48,104,-10.3,116,49160,2023.07.06
76,Tana Talk 4,Benny The Butcher,Griselda Records,GSLD,1,81,75,60,102,20.0,85,13585,2023.07.06
77,Lavette!,Bettye LaVette,JAVE,JAVE,31,56,31,3,97,-28.1,135,624,2023.07.06
78,Rtj Cu4tro,Run The Jewels, BMG DISTRIBUTION,BMG ,9,97,55,27,96,65.5,58,5615,2023.07.06
79,Gasms,Smokey Robinson, INDEPENDENT LABEL SUBMISSION,INDI,6,59,51,10,94,-19.0,116,3378,2023.07.06
79,It's Almost Dry,Pusha T,DEF JAM RECORDINGS,DEF ,1,98,85,63,94,64.9,57,38602,2023.07.06
81,What It Means To Be King,King Von, INDEPENDENT LABEL SUBMISSION,INDI,2,68,77,15,93,-8.8,102,6210,2023.07.06
82,It's Only Me,Lil Baby,MOTOWN/QUALITY CONTROL,QCM,2,84,74,38,90,11.1,81,13810,2023.07.06
83,Gothic Luxury,Meechy Darko,LOMA VISTA,LVR ,14,191,91,43,88,363.2,19,7716,2023.07.06
83,Heart On My Sleeve,Ella Mai,INTERSCOPE/GEFFEN/A&M,INT,3,59,48,61,88,-24.1,116,15612,2023.07.06
85,Based On A Feeling,Sabrina Claudio,ATLANTIC GROUP,ATLG,14,159,137,6,86,218.5,27,2369,2023.07.06
86,Glorious Game,"El Michels Affair, Black Thought",333 Company,INDI,4,48,54,12,85,-52.8,180,8596,2023.07.06
86,Greatest Hits Live in '76,Marvin Gaye,MERCURY STUDIOS,EGRO,15,105,64,23,85,66.7,51,4016,2023.07.06
88,Trendsetter,Coi Leray,REPUBLIC RECORDS,R-RR,36,132,,11,82,105.0,40,1658,2023.07.06
89,Live At Glastonb(2lp,Amy Winehouse,REPUBLIC RECORDS,R-RR,6,99,119,57,81,44.6,56,14537,2023.07.06
90,Ramona Park Broke My Heart,Vince Staples,MOTOWN,MOT ,4,79,91,62,79,-12.2,90,16622,2023.07.06
91,Sremm 4 Life,Rae Sremmurd,INTERSCOPE/GEFFEN/A&M,INT ,3,99,71,12,78,39.3,56,8881,2023.07.06
92,Hard To Love,Moneybagg Yo,INTERSCOPE/GEFFEN/A&M,INT ,3,85,53,5,77,1.3,76,2822,2023.07.06
92,Big Jersey 3,Arsonal Da Rebel,,,92,,,1,77,,0,77,2023.07.06
94,So Many Other Realities Exist Simultaneously,Atmosphere,Rhymesayers,RHMS,2,89,69,9,76,10.1,69,4549,2023.07.06
95,Black Radio III,Robert Glasper,LOMA VISTA,LVR,2,141,107,71,74,117.6,34,17656,2023.07.06
96,Corners,Bastards Of Soul,,,64,136,,2,73,92.1,38,1411,2023.07.06
96,What I Didn't Tell You,Coco Jones,DEF JAM/DEF SOUL,DEF,40,80,117,33,73,-18.0,89,2551,2023.07.06
96,Curtain 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,4,92,84,35,73,14.1,64,18695,2023.07.06
99,Freddie's Inferno,Freddie Dredd, RCA,RCA ,46,46,,2,72,-67.0,218,617,2023.07.06
99,2 Alive,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,9,108,72,39,72,44.0,50,8128,2023.07.06
101,The Great Escape,Larry June & The Alchemist,Empire,EMPR,3,69,108,14,71,-27.6,98,4411,2023.07.06
102,Fish Don'T Climb Trees,Chester Watson, INDEPENDENT LABEL SUBMISSION,INDI,102,,,1,70,,0,70,2023.07.06
103,"My Echo, Shadow And Me (Pink Galaxy Vinyl)",Jonny Benavidez,,,103,,,1,69,360.0,15,84,2023.07.06
104,Woh The Weeping Weirdo,Insane Clown Posse,PSO ,PSO ,104,,,1,68,,0,68,2023.07.06
105,Summer Of Soul,Various Artists,SME/LEGACY RECORDINGS,LEGC,5,148,115,75,63,103.2,31,24717,2023.07.06
106,Raven,Kelela,WARP RECORDS,WARP,3,71,59,21,62,-35.4,96,7761,2023.07.06
106,Heavenonearth,Heavenonearth,,,106,,,1,62,,0,62,2023.07.06
106,No Stylist,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT,4,115,85,26,62,29.2,48,6628,2023.07.06
109,Naujour,TOOSII,CAPITOL RECORDS,CAP,20,105,94,5,61,19.6,51,798,2023.07.06
110,Won'T He Do It,Conway The Machine,Empire,EMPR,11,,,7,57,307.1,14,1556,2023.07.06
111,Untitled (God),SAULT, INDY LABEL,INDY,95,119,,8,55,19.6,46,625,2023.07.06
111,The Drive In Theater Part 2,Curren$y,,,63,92,110,4,55,-14.1,64,859,2023.07.06
113,Snoop Cube 40 $hort,Mount Westmore,MNRK,MNRK,7,65,52,30,54,-51.4,111,12413,2023.07.06
114,Disco Heat--The Fantasy Years 1977-1981,Sylvester,REDSTARDIGITALMUSIC,REIC,48,94,114,5,53,-14.5,62,410,2023.07.06
114,Homegrown,Carrtoons,WICHITA2.0,WI.0,59,,,4,53,999.0,4,1553,2023.07.06
116,From A Birds Eye View,Cordae,ATLANTIC GROUP,ATLG,5,132,179,17,52,30.0,40,4467,2023.07.06
116,Yessie,Jessie Reyez,ISLAND,ISL ,7,128,102,42,52,26.8,41,7817,2023.07.06
116,Breezy,Chris Brown, RCA,RCA ,5,151,103,54,52,73.3,30,15197,2023.07.06
116,My Turn,Lil Baby,"QUALITY CONTROL MUSIC, LLC",QCM,11,69,69,173,52,-46.9,98,70524,2023.07.06
120,Red & White - Ep,Lil Uzi Vert,ATLANTIC GROUP,ATLG,32,,,1,51,264.3,14,1507,2023.07.06
121,Multiverse,Wiz Khalifa, INDEPENDENT LABEL SUBMISSION,INDI,121,,,1,50,,0,50,2023.07.06
122,Glockoma 2,Key Glock,PAPER ROUTE EMPIRE,PPRE,6,47,,13,49,-73.9,188,2248,2023.07.06
122,Jackman.,Jack Harlow,ATLANTIC GROUP,ATLG,3,120,97,10,49,11.4,44,2817,2023.07.06
122,FAST X (Original Motion Picture Soundtrack),Fast & Furious: The Fast Saga,"ARTIST PARTNER GROUP, INC",ATP,13,88,62,7,49,-31.9,72,1764,2023.07.06
125,Goldilocks X,Tommy Genesis,THE ORCHARD,ORCH,49,,,1,48,999.0,4,574,2023.07.06
126,Czarmageddon,Czarface,TRAFFIC ENTERTAINMENT GRP,TCEG,2,173,151,60,46,91.7,24,18095,2023.07.06
127,I Know Nigo  (Ex),Nigo,REPUBLIC RECORDS,R-RR,1,96,106,57,45,-25.0,60,25458,2023.07.06
127,Ghetto Gods,EarthGang,INTERSCOPE/GEFFEN/A&M,INT,23,,124,29,45,999.0,4,3707,2023.07.06
129,More About Nothing,Wale, INDEPENDENT LABEL SUBMISSION,INDI,43,164,119,25,44,76.0,25,2208,2023.07.06
130,Doobie,Doobie,BLAC NOIZE!,BNOZ,130,,,1,43,999.0,2,77,2023.07.06
130,Pocket Kings,Lenny Cooper And Kingery,,,130,,,1,43,,0,43,2023.07.06
132,2 Sides To Every Story,Teflon,,,132,,,1,42,,0,42,2023.07.06
132,The Last Slimeto,YoungBoy Never Broke Again,ATLANTIC GROUP,ATLG,4,86,141,7,42,-44.0,75,5841,2023.07.06
132,Anthology I,Salsoul Orchestra,SALSOUL RECORDS,SCD ,132,,,1,42,,0,42,2023.07.06
135,Red Summer,Ot The Real,THE ORCHARD,ORCH,135,,,1,41,,0,41,2023.07.06
135,Nothing’s Ever Good (EP)/I’m Gone,Iann Dior,"TENTHOUSAND PROJECTS, LLC",10K,43,,129,2,41,173.3,15,715,2023.07.06
137,Long Live Pif,"Pif, Don Trip",Amazing Entertainment  LLC. / Connect Music,NOMG,137,,,1,40,,0,40,2023.07.06
137,Imagine,Melba Moore,,,137,180,,2,40,81.8,22,299,2023.07.06
139,Clear 2: Soft Life Ep,Summer Walker,INTERSCOPE/GEFFEN/A&M,INT ,2,114,104,7,39,-20.4,49,3183,2023.07.06
140,Public Displays Of Affection: The Album,Muni Long,DEF JAM,DEF,39,145,132,37,38,18.8,32,2376,2023.07.06
141,Toxic Chocolate,Kali,ATLANTIC GROUP,ATLG,141,,,1,37,311.1,9,294,2023.07.06
142,Beloved! Paradise! Jazz!?,McKinley Dixon,CITYSLANG,CING,61,65,61,5,36,-67.6,111,383,2023.07.06
142,Love You Anyway,Devon Gilfillian,FANTASY RECORDS,FAN ,24,124,135,13,36,-14.3,42,1958,2023.07.06
144,Bin Reaper 3: New Testament,BabyTron,Empire,EMPR,11,41,,2,35,-86.5,259,1388,2023.07.06
145,'Temptations 60',Temptations,Universal,UME,9,,,64,34,277.8,9,7315,2023.07.06
145,Only Built For Infinity Links,Quavo & Takeoff,"QUALITY CONTROL MUSIC, LLC",QCM,7,148,151,37,34,9.7,31,6297,2023.07.06
145,Flawless Like Me,Lucki,Empire,EMPR,30,132,100,12,34,-15.0,40,1810,2023.07.06
148,Through And Through,Baby Rose,Secretly Canadian,SC,42,,67,6,33,230.0,10,517,2023.07.06
148,Ask Around,Anthony BeastMode,,,148,,,1,33,,0,33,2023.07.06
150,Jigsaw,RJ Payne,,,150,,,1,32,,0,32,2023.07.06
150,Made You Look: God's Son Live 2002,Nas,Columbia Records,COL,3,95,82,11,32,-47.5,61,3452,2023.07.06
152,Dancing Dimensions,Ural Thomas & The Pain,,,79,,,1,31,999.0,1,565,2023.07.06
153,Drill Music In Zion,Lupe Fiasco,RED INK,RDIK,9,115,,49,30,-37.5,48,9647,2023.07.06
153,Astrovibes,C Y G N,,,153,,,1,30,,0,30,2023.07.06
153,Love Language,Angie Stone,"INDEPENDENT LABEL SERVICES, INC",ILS ,40,90,141,7,30,-55.9,68,565,2023.07.06
156,Walkertown Way,Walkertown President,,,156,,,1,29,,0,29,2023.07.06
156,"Rapfuture, Vol. 1",Various Artists,THE ORCHARD,ORCH,156,,,1,29,,0,29,2023.07.06
156,Khaza,Kevin Gates,ARTIST PARTNER GROUP,APG1,5,,,1,29,190.0,10,6766,2023.07.06
156,Incognino,Nino Man,,,156,,,1,29,,0,29,2023.07.06
160,Carry Me Home,Mavis Staples & Levon Helm,Anti/Epitaph,ATEP,6,139,113,59,28,-20.0,35,12425,2023.07.06
160,Motherland Journey,Blue Lab Beats,BLUE NOTE,BNTE,82,,,1,28,,0,729,2023.07.06
160,Definitive Stereo Fats Domino:,Fats Domino,,,134,186,164,6,28,40.0,20,175,2023.07.06
160,Ganger,Veeze, INDEPENDENT LABEL SUBMISSION,INDI,128,128,,2,28,-31.7,41,69,2023.07.06
164,AMAR,BigXthaPlug, INDEPENDENT LABEL SUBMISSION,INDI,22,142,109,20,27,-18.2,33,1405,2023.07.06
164,"Yo! Boombox - Early Independent Hip Hop, Electro And Disco Rap 1979-83",Soul Jazz Records Presents,SOCIALDISEASERECORDS,SODS,56,164,161,5,27,8.0,25,286,2023.07.06
166,Deathfame,Quelle Chris,MELLOMUSICGROUP,MEUP,99,145,,2,26,-18.8,32,453,2023.07.06
166,Red Balloon,Tank & The Bangas,VERVE,VERV,6,155,115,5,26,-10.3,29,6246,2023.07.06
166,Marvelous,Yung Gravy,REPUBLIC RECORDS,R-RR,15,157,94,3,26,-7.1,28,4054,2023.07.06
169,From Whence It Came,Yungmorpheus,,,127,,,1,25,999.0,1,84,2023.07.06
169,Queen Radio: Volume 1,Nicki Minaj,REPUBLIC RECORDS,R-RR,8,108,146,31,25,-50.0,50,11517,2023.07.06
169,Tripolar 3 (Deluxe),Ann Marie,,,169,,,1,25,,0,25,2023.07.06
172,Eccentric Deep Soul,Various Artists,Numero Group,NUM,50,,,1,24,999.0,2,857,2023.07.06
172,Fortunate,Priest,,,172,,,1,24,,0,24,2023.07.06
172,Black Elvis 2,Kool Keith,MMGZ,MMGZ,41,73,41,3,24,-74.7,95,403,2023.07.06
172,Wu-Tang X Remedy,Wu-Tang X Remedy, INDY LABEL,INDY,78,,,1,24,,0,717,2023.07.06
176,"All My Rowdy Friends, Vol. 4",Various Artists,,,176,,,1,23,,0,23,2023.07.06
176,"Live From The End Of The World, Vol. 1 (Demos)",Blu Fatlip,,,176,,,1,23,91.7,12,97,2023.07.06
176,90 Days,Finesse2tymes,ATLANTIC GROUP,ATLG,37,195,,2,23,27.8,18,1856,2023.07.06
176,Kaytraminé,"Kaytranada, Kaytraminé, Aminé",Venice Music,VEN,25,,169,6,23,35.3,17,686,2023.07.06
180,Bigger In Texas,Le$,,,90,90,,2,22,-67.6,68,90,2023.07.06
180,Changing Light,Ironsides,Colemine Records,COLR,38,191,,6,22,15.8,19,520,2023.07.06
180,Starfruit,Moonchild,TRUTHOUGHTS,TRTS,10,124,,2,22,-47.6,42,5315,2023.07.06
180,Hood Hottest Princess,Sexyy Red, INDEPENDENT LABEL SUBMISSION,INDI,27,,151,3,22,57.1,14,445,2023.07.06
180,The Fooler,Nick Waterhouse,INNOVATIVE LEISURE,INVQ,69,,184,10,22,214.3,7,810,2023.07.06
180,Sage Motel,Monophonics & Kelly Finnigan,Colemine Records,COLR,2,151,194,55,22,-26.7,30,7577,2023.07.06
180,The Brave,Tom Macdonald & Adam Calhoun, INDEPENDENT LABEL SUBMISSION,INDI,1,164,151,70,22,-12.0,25,26532,2023.07.06
180,The Complete Scepter Singles 1962-1973,Dionne Warwick,REDSTARDIGITALMUSIC,REIC,40,115,,9,22,-54.2,48,658,2023.07.06
188,CandyDrip,Lucky Daye, RCA,RCA ,10,101,,34,21,-61.1,54,6619,2023.07.06
188,Music To Make Love To Your Old,"Merriweather,Nathaniel& Lovag",BULK RECORDINGS-BKR,BKR ,47,157,,2,21,-25.0,28,1651,2023.07.06
188,Mid-Atlantic Story (Vol. 3),Various Artists,333 Company,INDI,81,,,11,21,950.0,2,666,2023.07.06
188,The Doo Wop Project Live Concert Event,Doo Wop Project,,,112,,,1,21,90.9,11,563,2023.07.06
188,Las Ruinas,Rico Nasty,ARTIST PARTNER GROUP,APG1,27,137,149,6,21,-43.2,37,974,2023.07.06
193,Digital Roses Don'T Die,Big K.R.I.T., BMG DISTRIBUTION,BMG,16,,,1,20,566.7,3,2177,2023.07.06
193,Bag Or Die,Bbno$, INDEPENDENT LABEL SUBMISSION,INDI,78,,,1,20,300.0,5,661,2023.07.06
193,The Lead,FLO,REPUBLIC RECORDS,R-RR,41,,,1,20,33.3,15,2315,2023.07.06
193,The Breakup Tape Ep,Figga Da Kid,,,193,,,1,20,,0,20,2023.07.06
193,Pioneer,Upchurch, INDEPENDENT LABEL SUBMISSION,INDI,4,151,141,17,20,-33.3,30,3834,2023.07.06
193,Special Occasion,Emily King,"ATO RECORDS, L.L.C.",ATO ,15,101,129,10,20,-63.0,54,2278,2023.07.06
193,Girls Night Out,Babyface,CAPITOL MUSIC GROUP,CAP ,6,180,117,9,20,-9.1,22,6485,2023.07.06
193,Mj The Musical - Original Broadway Cast,Various Artists,EPIC,EPIC,12,184,151,6,20,-4.8,21,3291,2023.07.06
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2023.07.06
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2023.07.13
1,Sos,SZA, RCA,RCA ,1,2,2,31,4976,-5.6,5270,96867,2023.07.13
2,S*X M*Ney Dr*Gs,Lucki,Empire,EMPR,2,,,1,2064,,0,2064,2023.07.13
3,The Age Of Pleasure,Janelle Monae,ATLANTIC GROUP,ATLG,1,3,4,5,1886,-22.8,2444,30627,2023.07.13
4,Renaissance,Beyonce,Columbia Records,COL ,1,4,9,50,1378,-24.6,1828,393378,2023.07.13
5,Pink Tape,Lil Uzi Vert,ATLANTIC GROUP,ATLG,1,1,,2,1321,-88.5,11447,12768,2023.07.13
6,Queen Radio: Volume 1,Nicki Minaj,REPUBLIC RECORDS,R-RR,6,169,108,32,1304,999.0,25,12821,2023.07.13
7,Heroes & Villains,Metro Boomin,REPUBLIC RECORDS,R-RR,1,7,7,32,1036,-9.3,1142,48739,2023.07.13
8,Red Moon In Venus,Kali Uchis,INTERSCOPE/GEFFEN/A&M,INT ,1,6,3,19,964,-29.1,1359,70352,2023.07.13
9,Wasteland,Brent Faiyaz, INDEPENDENT LABEL SUBMISSION,INDI,2,56,15,4,961,478.9,166,10029,2023.07.13
10,Mr. Morale & The Big Steppers,Kendrick Lamar,INTERSCOPE/GEFFEN/A&M,INT,1,8,14,61,909,-13.0,1045,254256,2023.07.13
11,Goodbye & Good Riddance,Juice WRLD,INTERSCOPE/GEFFEN/A&M,INT ,3,11,13,269,899,9.8,819,199939,2023.07.13
12,Gemini Rights,Steve Lacy, RCA,RCA ,2,10,11,52,879,4.1,844,81484,2023.07.13
13,Never Enough,Daniel Caesar,REPUBLIC RECORDS,R-RR,2,12,16,15,723,6.0,682,22464,2023.07.13
14,Hope,NF,NF REAL MUSIC,NFRM,1,16,19,14,582,0.5,579,101047,2023.07.13
15,NOW Disco,Various Artists,NOW,NOW ,3,13,20,10,549,-18.9,677,9200,2023.07.13
16,Hollywood's Bleeding,Post Malone,REPUBLIC RECORDS,R-RR,3,19,22,199,539,-2.5,553,568038,2023.07.13
17,King's Disease Iii,Nas,MASS APPEAL RECORDS,MSAP,1,5,139,33,533,-63.5,1461,15844,2023.07.13
18,I Am Music,Lil Wayne,REPUBLIC RECORDS,R-RR,16,,,1,532,999.0,9,1998,2023.07.13
19,No Thank You,Little Simz, AWAL,AWAL,6,14,17,4,489,-18.4,599,4193,2023.07.13
20,College Park,Logic, BMG DISTRIBUTION,BMG ,1,41,10,21,480,105.1,234,16712,2023.07.13
21,After Hours,The Weeknd,XO / REPUBLIC RECORDS,R-RR,1,18,28,170,461,-18.4,565,655532,2023.07.13
22,Melt My Eyez See Your Future,Denzel Curry,LOMA VISTA,LVR,1,15,24,43,452,-22.9,586,61497,2023.07.13
23,Planet Her,Doja Cat, RCA,RCA ,2,27,27,106,450,20.0,375,133602,2023.07.13
24,Like..?,Ice Spice,"TENTHOUSAND PROJECTS, LLC",10K,5,30,5,25,442,27.0,348,3964,2023.07.13
25,Her Loss,"Drake, 21 Savage",OVO / REPUBLIC RECORDS,R-RR,1,22,33,36,431,0.0,431,32770,2023.07.13
26,The Forever Story,J.I.D,INTERSCOPE/GEFFEN/A&M,INT ,5,23,40,30,377,-10.9,423,31837,2023.07.13
27,"Sing Me A Lullaby, My Sweet Temptation",$uicideBoy$,G59 Records,G59,1,21,25,50,355,-18.6,436,26750,2023.07.13
28,MICHAEL,Killer Mike,LOMA VISTA,LVR,4,17,12,4,349,-38.3,566,5606,2023.07.13
29,Twelve Carat Toothache,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,1,29,37,58,347,-2.8,357,75869,2023.07.13
30,Malcolm In The Middle,Fatt Macc,,,30,,,1,303,,0,303,2023.07.13
31,Entergalactic,Kid Cudi,REPUBLIC RECORDS,R-RR,2,31,38,41,295,-14.0,343,22975,2023.07.13
32,Texas Moon,Khruangbin & Leon Bridges,Dead Oceans,DOC,1,45,42,73,289,33.8,216,60832,2023.07.13
33,Metro Boomin Presents Spider-Man: Across The Spider-Verse (Soundtrack From And Inspired By The Motion Picture),Metro Boomin,REPUBLIC RECORDS,R-RR,2,24,23,6,274,-30.8,396,6228,2023.07.13
34,Angels & Queens,Gabriels,NEW ELEKTRA,NELK,34,,,1,269,999.0,5,604,2023.07.13
35,Transit Damage,Shinyribs,THE ORCHARD,ORCH,35,,,1,267,,0,267,2023.07.13
36,Conway The Machine Presents: D,Conway The Machine,Empire,EMPR,36,,,1,251,,0,251,2023.07.13
37,"Honestly, Nevermind",Drake,OVO / REPUBLIC RECORDS,R-RR,1,37,43,17,250,-11.3,282,26341,2023.07.13
38,Business Is Business,Young Thug,300 ENTERTAINME,300E,1,9,1,3,244,-76.0,1017,9788,2023.07.13
39,Since I Have A Lover,6Lack,INTERSCOPE/GEFFEN/A&M,INT ,2,34,8,15,238,-19.6,296,5894,2023.07.13
40,Good Morning Gorgeous,Mary J. Blige,300 ENTERTAINME,300E,1,36,31,74,228,-20.8,288,54455,2023.07.13
41,Thee Sacred Souls,Thee Sacred Souls,PELOTONRECORDS,PEDS,6,35,29,46,218,-26.1,295,23574,2023.07.13
42,2000,Joey Bada$$,Columbia Records,COL ,6,28,32,14,205,-44.7,371,10748,2023.07.13
43,The Rebirth Of Marvin,October London,,,43,50,48,22,201,6.9,188,2476,2023.07.13
44,Cheat Codes,Danger Mouse & Black Thought, BMG DISTRIBUTION,BMG,1,49,53,48,184,-6.6,197,44166,2023.07.13
45,Luv 4 Rent,Smino,CAPITOL MUSIC GROUP,CAP ,3,26,38,23,177,-54.7,391,9432,2023.07.13
46,LEGEND,John Legend,REPUBLIC RECORDS,R-RR,4,39,36,44,162,-32.2,239,21874,2023.07.13
47,Dreams Don'T Have Deadlines,Yb,,,47,,,1,160,,0,160,2023.07.13
48,I Never Liked You,Future,EPIC,EPIC,3,47,54,63,156,-25.7,210,32249,2023.07.13
49,NOW Hip-Hop Party,Various Artists,NOW,NOW,3,43,45,23,154,-31.9,226,13585,2023.07.13
50,Aftërlyfe,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,21,52,51,4,149,-16.8,179,1405,2023.07.13
51,No Fear Of Time,Black Star, INDEPENDENT LABEL SUBMISSION,INDI,20,20,21,3,146,-71.9,519,1204,2023.07.13
52,Come Home The Kids Miss You,Jack Harlow,ATLANTIC GROUP,ATLG,1,42,52,62,142,-38.3,230,38057,2023.07.13
53,Curtain Call 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,1,75,59,49,132,26.9,104,49292,2023.07.13
