US_Chart - Current R&B/Hip-Hop Albums,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,week_of
94,Lavette!,Bettye LaVette,JAVE,JAVE,31,116,101,7,76,61.7,47,874,2023.08.03
94,Greatest Hits Live in '76,Marvin Gaye,MERCURY STUDIOS,EGRO,15,63,83,27,76,-30.3,109,4356,2023.08.03
96,Enigmatic Society,Dinner Party,Empire,EMPR,48,,123,7,75,368.8,16,701,2023.08.03
97,Spaceships On The Blade,Larry June,Empire,EMPR,4,65,65,47,73,-31.1,106,8122,2023.08.03
97,2 Alive,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,9,105,89,43,73,40.4,52,8424,2023.08.03
99,Czarmageddon,Czarface,TRAFFIC ENTERTAINMENT GRP,TCEG,2,91,123,64,70,12.9,62,18327,2023.08.03
99,Decay,Fatboi Sharif,THE ORCHARD,ORCH,41,41,137,3,70,-61.5,182,285,2023.08.03
101,Continuance,Curren$y, INDEPENDENT LABEL SUBMISSION,INDI,11,183,72,46,68,223.8,21,8884,2023.08.03
102,Written In Their Soul: The Stax Songwrit,Various Artists,CRAFT RECORDINGS,CRFT,30,87,80,6,65,-1.5,66,832,2023.08.03
103,Yessie,Jessie Reyez,ISLAND,ISL ,7,111,,45,64,30.6,49,7985,2023.08.03
103,Jackman.,Jack Harlow,ATLANTIC GROUP,ATLG,3,116,97,14,64,36.2,47,3019,2023.08.03
103,Flawless Like Me,Lucki,Empire,EMPR,30,142,80,16,64,106.5,31,2055,2023.08.03
106,Curtain 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,4,74,94,39,63,-24.1,83,18987,2023.08.03
106,Raven,Kelela,WARP RECORDS,WARP,3,79,74,25,63,-18.2,77,8068,2023.08.03
108,Ezpz,A-Wax,,,108,,,1,62,,0,62,2023.08.03
109,A Case Of Grace,Marcus Rogers,,,109,,,1,60,,0,60,2023.08.03
109,Snoop Cube 40 $hort,Mount Westmore,MNRK,MNRK,7,76,92,34,60,-26.8,82,12695,2023.08.03
111,Irl,Mahalia,ATLANTIC GROUP,ATLG,20,64,20,3,59,-44.9,107,726,2023.08.03
112,The Drive In Theater Part 2,Curren$y,,,63,142,161,8,58,87.1,31,1015,2023.08.03
112,Fireworks,Don Trip,Amazing Entertainment  LLC. / Connect Music,NOMG,112,,,1,58,,0,58,2023.08.03
114,Tony Touch Presents: The Def Tape,Tony Touch,DEF JAM,DEF,114,,,1,57,,0,57,2023.08.03
114,Tana Talk 4,Benny The Butcher,Griselda Records,GSLD,1,121,78,64,57,26.7,45,13895,2023.08.03
116,Made You Look: God's Son Live 2002,Nas,Columbia Records,COL,3,,99,14,56,273.3,15,3609,2023.08.03
116,Boy Anonymous ( D2c Exclusive),Paris Texas,Orchard,ORCH,25,111,103,5,56,14.3,49,605,2023.08.03
118,What It Means To Be King,King Von, INDEPENDENT LABEL SUBMISSION,INDI,2,72,68,19,55,-38.9,90,6511,2023.08.03
119,Coi,Coi Leray,UPTOWN / REPUBLIC RECORDS,R-RR,6,128,79,6,54,42.1,38,1822,2023.08.03
120,Maps,Billy Woods,THE ORCHARD,ORCH,1,127,57,13,53,35.9,39,7971,2023.08.03
120,Carry Me Home,Mavis Staples & Levon Helm,Anti/Epitaph,ATEP,6,113,109,63,53,10.4,48,12615,2023.08.03
120,Simple.,IDK,WARNER RECORDS,WAR ,58,,105,4,53,194.4,18,1376,2023.08.03
123,Lyfë,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,9,73,65,22,51,-42.7,89,4292,2023.08.03
124,Heart On My Sleeve,Ella Mai,INTERSCOPE/GEFFEN/A&M,INT,3,122,105,65,50,19.0,42,15850,2023.08.03
124,Wait Til I Get Over,Durand Jones,DEAD OCEANS,DOC ,9,68,126,13,50,-49.0,98,2941,2023.08.03
124,AMAR,BigXthaPlug, INDEPENDENT LABEL SUBMISSION,INDI,22,183,141,24,50,138.1,21,1551,2023.08.03
127,The Last Slimeto,YoungBoy Never Broke Again,ATLANTIC GROUP,ATLG,4,113,85,11,49,2.1,48,6037,2023.08.03
128,Beloved! Paradise! Jazz!?,McKinley Dixon,CITYSLANG,CING,61,91,88,9,48,-22.6,62,621,2023.08.03
129,Grudges,Kiana Lede,REPUBLIC RECORDS,R-RR,38,69,,2,47,-50.0,94,583,2023.08.03
129,Rtj Cu4tro,Run The Jewels, BMG DISTRIBUTION,BMG ,9,76,87,31,47,-42.7,82,5862,2023.08.03
131,Fortune Favors The Bold,Dave East,DEF JAM RECORDINGS,DEF ,30,81,30,3,46,-39.5,76,538,2023.08.03
131,Good Movie,Pi'erre Bourne,INTERSCOPE/GEFFEN/A&M,INT ,41,,,1,46,253.8,13,622,2023.08.03
131,Angels & Queens,Gabriels,NEW ELEKTRA,NELK,34,116,58,4,46,-2.1,47,834,2023.08.03
131,No Fear Of Time,Black Star, INDEPENDENT LABEL SUBMISSION,INDI,20,88,67,6,46,-29.2,65,1429,2023.08.03
135,Live At Glastonb(2lp,Amy Winehouse,REPUBLIC RECORDS,R-RR,6,131,104,61,45,21.6,37,14702,2023.08.03
135,Almost Healed,Lil Durk,Alamo Records,ALAM,2,125,108,10,45,9.8,41,3089,2023.08.03
135,Black Radio III,Robert Glasper,LOMA VISTA,LVR,2,122,144,75,45,7.1,42,17829,2023.08.03
138,I Know Nigo  (Ex),Nigo,REPUBLIC RECORDS,R-RR,1,180,115,61,43,95.5,22,25618,2023.08.03
138,Red Balloon,Tank & The Bangas,VERVE,VERV,6,,,1,43,999.0,3,6314,2023.08.03
138,Apart: Demos (1980-1984),Andre Gibson & Universal Togetherness Band,Numero Group,NUM,138,151,,2,43,48.3,29,107,2023.08.03
141,Duets - Love & Soul - White,Teddy Pendergrass,,,78,,153,2,42,250.0,12,1648,2023.08.03
141,Everybody Good?,Black Milk,,,60,70,60,3,42,-54.3,92,267,2023.08.03
141,Marvelous,Yung Gravy,REPUBLIC RECORDS,R-RR,15,,92,6,42,180.0,15,4227,2023.08.03
144,Sentimental Fool,Lee Fields,DADSTACHERECORDS,DADS,18,,135,34,41,272.7,11,4428,2023.08.03
145,Gothic Luxury,Meechy Darko,LOMA VISTA,LVR ,14,163,110,47,39,44.4,27,7873,2023.08.03
146,Hard To Love,Moneybagg Yo,INTERSCOPE/GEFFEN/A&M,INT ,3,120,89,9,38,-17.4,46,3020,2023.08.03
146,Before You Go,Blxst,RED BULL RECORDS,RDBL,41,103,122,5,38,-28.3,53,1806,2023.08.03
146,Won'T He Do It,Conway The Machine,Empire,EMPR,11,94,145,10,38,-37.7,61,1697,2023.08.03
149,"Live From The End Of The World, Vol. 1 (Demos)",Blu Fatlip,,,149,183,,4,37,76.2,21,183,2023.08.03
149,Been One,Rylo Rodriguez,GLASS WINDOW ENTERTAINMENT,GWE,63,100,125,5,37,-31.5,54,298,2023.08.03
151,The Art Of Making Love,J. Brown,"INDEPENDENT LABEL SERVICES, INC",ILS ,151,,,1,36,,0,36,2023.08.03
152,CandyDrip,Lucky Daye, RCA,RCA ,10,183,126,38,35,66.7,21,6744,2023.08.03
153,They Cloned Tyrone,Various Artists,REPUBLIC RECORDS,R-RR,94,94,,2,33,-45.9,61,94,2023.08.03
153,Component System With The Auto Reverse,Open Mike Eagle,THE ORCHARD,ORCH,30,169,,2,33,26.9,26,1731,2023.08.03
153,Kevlar Money Bags,Shakewell,,G59 ,153,,,1,33,,0,33,2023.08.03
156,Funk Wav Bounces Vol. 2,Calvin Harris,Columbia Records,COL ,5,,120,2,32,190.9,11,7089,2023.08.03
157,FAST X (Original Motion Picture Soundtrack),Fast & Furious: The Fast Saga,"ARTIST PARTNER GROUP, INC",ATP,13,169,161,11,31,19.2,26,1885,2023.08.03
157,Breezy,Chris Brown, RCA,RCA ,5,134,178,58,31,-11.4,35,15328,2023.08.03
157,Freddie's Inferno,Freddie Dredd, RCA,RCA ,46,,,1,31,999.0,1,656,2023.08.03
157,Blood On Da X,Onyx,CITY LIGHTS PIC,CLP ,79,198,,2,31,63.2,19,261,2023.08.03
157,What I Didn't Tell You,Coco Jones,DEF JAM/DEF SOUL,DEF,40,136,94,37,31,-8.8,34,2723,2023.08.03
162,More About Nothing,Wale, INDEPENDENT LABEL SUBMISSION,INDI,43,171,200,28,30,20.0,25,2291,2023.08.03
163,It Happened At The Hop: Edison International Doo Woppers & Sock Hoppers,Edison International,MODABLACK/REPUBLICOFMUSIC,MOIC,24,,153,2,29,107.1,14,1132,2023.08.03
163,"Homecourt Advantage, Vol. 2",Marlon Craft,,,163,,,1,29,,0,29,2023.08.03
163,Summer's Mine,BabyFace Ray,Empire,EMPR,45,45,,2,29,-82.4,165,194,2023.08.03
166,Multiverse,Wiz Khalifa,ATLANTIC GROUP,ATLG,22,113,131,4,28,-41.7,48,1291,2023.08.03
166,The Great Escape,Larry June & The Alchemist,Empire,EMPR,3,,126,17,28,64.7,17,4551,2023.08.03
166,Dante Bowe,Dante Bowe,True Music,TRUE,59,59,,2,28,-77.8,126,154,2023.08.03
169,Time Change(3lp/Ex),Ella Mai,INTERSCOPE/GEFFEN/A&M,INT ,11,198,113,8,27,42.1,19,3851,2023.08.03
169,Demons Protected By,NAV,XO / REPUBLIC RECORDS,R-RR,1,,,1,27,575.0,4,30406,2023.08.03
169,Pain Provided Profit,Conway The Machine,Empire,EMPR,34,198,101,3,27,42.1,19,584,2023.08.03
172,Blacklight,Apollo Brown,MELLOMUSICGROUP,MEUP,91,91,,2,26,-58.1,62,603,2023.08.03
172,The Family,Brockhampton, RCA,RCA ,1,138,,2,26,-21.2,33,22675,2023.08.03
172,Khaza,Kevin Gates,ARTIST PARTNER GROUP,APG1,5,171,,3,26,4.0,25,6845,2023.08.03
175,The Complete Atlantic & Reprise Singles (Ruby Red Vinyl),Little Richard,REDSTARDIGITALMUSIC,REIC,63,148,63,3,25,-16.7,30,179,2023.08.03
175,Las Ruinas,Rico Nasty,ARTIST PARTNER GROUP,APG1,27,163,115,10,25,-7.4,27,1101,2023.08.03
177,Black Elvis 2,Kool Keith,MMGZ,MMGZ,41,,83,5,24,166.7,9,524,2023.08.03
177,Custom Made (Feat. Young Roddy) - Ep,Trademark Da Skydiver,,,177,,,1,24,,0,24,2023.08.03
177,Some Of Us Are Brave,Danielle Ponder, INDY LABEL,INDY,15,198,150,42,24,26.3,19,4265,2023.08.03
177,222,Lil Tjay,Columbia Records,COL ,39,198,39,3,24,26.3,19,286,2023.08.03
181,Untitled (God),SAULT, INDY LABEL,INDY,95,98,141,12,23,-58.9,56,762,2023.08.03
181,Dead Or Alive,Chito Rana$,Columbia Records,COL ,181,,,1,23,,0,23,2023.08.03
181,So Gold,Shafiq Husayn,,,131,,,1,23,43.8,16,117,2023.08.03
181,Dreamer,Nabihah Iqbal,NINJA TUNE,NTR,58,132,,2,23,-36.1,36,546,2023.08.03
181,In Digital Potions,RZA As Bobby Digital,MNRK,MNRK,23,183,115,3,23,9.5,21,1729,2023.08.03
186,Special Occasion,Emily King,"ATO RECORDS, L.L.C.",ATO ,15,132,137,14,22,-38.9,36,2391,2023.08.03
186,Beautiful Dreams,Acantha Lang,,,55,,,3,22,120.0,10,249,2023.08.03
186,Ghetto Gods,EarthGang,INTERSCOPE/GEFFEN/A&M,INT,23,163,178,33,22,-18.5,27,3809,2023.08.03
186,The Fooler,Nick Waterhouse,INNOVATIVE LEISURE,INVQ,69,,,1,22,83.3,12,860,2023.08.03
186,Clear 2: Soft Life Ep,Summer Walker,INTERSCOPE/GEFFEN/A&M,INT ,2,171,172,11,22,-12.0,25,3288,2023.08.03
186,Sremm 4 Life,Rae Sremmurd,INTERSCOPE/GEFFEN/A&M,INT ,3,122,200,16,22,-47.6,42,8984,2023.08.03
186,Last Call,Morris Day,CIA,CIAU,15,189,137,3,22,10.0,20,3436,2023.08.03
193,Pioneer,Upchurch, INDEPENDENT LABEL SUBMISSION,INDI,4,156,166,21,21,-25.0,28,3931,2023.08.03
193,Wednesday Before Last,Chris Webby, INDY LABEL,INDY,104,,,1,21,133.3,9,704,2023.08.03
193,19,Dizo,,,193,,,1,21,75.0,12,33,2023.08.03
193,Back In Black,Cypress Hill,MNRK,MNRK,9,,,1,21,133.3,9,4022,2023.08.03
193,The Complete Scepter Singles 1962-1973,Dionne Warwick,REDSTARDIGITALMUSIC,REIC,40,,,1,21,23.5,17,702,2023.08.03
193,Louie,Kenny Beats,Merok,XL,1,125,126,28,21,-48.8,41,11949,2023.08.03
193,The Science,Main Source,,,193,,,1,21,950.0,2,23,2023.08.03
200,Nothing’s Ever Good (EP)/I’m Gone,Iann Dior,"TENTHOUSAND PROJECTS, LLC",10K,43,,,1,20,33.3,15,751,2023.08.03
200,God Did,DJ Khaled,EPIC,EPIC,3,151,131,46,20,-31.0,29,16018,2023.08.03
200,Self Explanatory,Ne-Yo,MOTOWN,MOT ,9,198,,2,20,5.3,19,4402,2023.08.03
200,If Looks Could Kill,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT ,3,,,9,20,122.2,9,2580,2023.08.03
200,Naujour,TOOSII,CAPITOL RECORDS,CAP,20,116,145,9,20,-57.4,47,916,2023.08.03
200,Only Built For Infinity Links,Quavo & Takeoff,"QUALITY CONTROL MUSIC, LLC",QCM,7,105,172,41,20,-61.5,52,6426,2023.08.03
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2023.08.03
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2023.08.10
1,Utopia,Travis Scott,Cactus Jack/EPIC,EPIC,1,1,,2,36682,-85.5,252303,288985,2023.08.10
2,I Showed U So,Yo Gotti & DJ Drama,INTERSCOPE/GEFFEN/A&M,INT ,2,,,1,6872,,0,6872,2023.08.10
3,Sos,SZA, RCA,RCA ,1,2,1,35,4011,-7.4,4332,115433,2023.08.10
4,Renaissance,Beyonce,Columbia Records,COL ,1,4,5,54,1751,2.6,1707,399654,2023.08.10
5,Popstar Degenerate,Ghostluvme, INDEPENDENT LABEL SUBMISSION,INDI,5,,,1,1348,,0,1348,2023.08.10
6,Raised By Rap: 50 Years Of Hip Hop,Various Artists,SME/LEGACY RECORDINGS,LEGC,6,6,,2,1057,-16.4,1264,2322,2023.08.10
7,The Age Of Pleasure,Janelle Monae,ATLANTIC GROUP,ATLG,1,10,4,9,886,-5.2,935,35349,2023.08.10
8,Heroes & Villains,Metro Boomin,REPUBLIC RECORDS,R-RR,1,9,6,36,843,-11.9,957,52533,2023.08.10
9,Mr. Morale & The Big Steppers,Kendrick Lamar,INTERSCOPE/GEFFEN/A&M,INT,1,15,8,65,840,6.9,786,257719,2023.08.10
10,Gemini Rights,Steve Lacy, RCA,RCA ,2,13,10,56,775,-9.7,858,84792,2023.08.10
11,Goodbye & Good Riddance,Juice WRLD,INTERSCOPE/GEFFEN/A&M,INT ,3,17,12,273,742,-2.0,757,203083,2023.08.10
12,Red Moon In Venus,Kali Uchis,INTERSCOPE/GEFFEN/A&M,INT ,1,19,14,23,635,-8.5,694,73378,2023.08.10
13,The Diamond Collection,Post Malone,REPUBLIC RECORDS,R-RR,13,41,140,3,602,141.8,249,1960,2023.08.10
14,"Sing Me A Lullaby, My Sweet Temptation",$uicideBoy$,G59 Records,G59,1,5,20,54,562,-60.3,1417,29780,2023.08.10
15,After Hours,The Weeknd,XO / REPUBLIC RECORDS,R-RR,1,23,21,174,544,-0.4,546,657835,2023.08.10
16,Hope,NF,NF REAL MUSIC,NFRM,1,18,17,18,534,-24.0,703,103600,2023.08.10
17,Never Enough,Daniel Caesar,REPUBLIC RECORDS,R-RR,2,20,15,19,510,-25.2,682,25069,2023.08.10
18,Twelve Carat Toothache,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,1,22,22,62,472,-22.5,609,77874,2023.08.10
19,Melt My Eyez See Your Future,Denzel Curry,LOMA VISTA,LVR,1,25,17,47,457,-9.7,506,63669,2023.08.10
20,Metro Boomin Presents Spider-Man: Across The Spider-Verse (Soundtrack From And Inspired By The Motion Picture),Metro Boomin,REPUBLIC RECORDS,R-RR,2,14,53,10,428,-49.9,854,7842,2023.08.10
21,L O W B L O W,Indie Tribe, INDEPENDENT LABEL SUBMISSION,INDI,21,,,1,403,,0,403,2023.08.10
22,NOW Disco,Various Artists,NOW,NOW ,3,32,28,14,373,-2.4,382,10699,2023.08.10
23,Thee Sacred Souls,Thee Sacred Souls,PELOTONRECORDS,PEDS,6,43,39,50,337,43.4,235,24618,2023.08.10
24,I Am Music,Lil Wayne,REPUBLIC RECORDS,R-RR,16,34,27,5,328,-4.9,345,3590,2023.08.10
25,Enigmatic Society,Dinner Party,Empire,EMPR,25,96,,8,318,324.0,75,1019,2023.08.10
26,Queen Radio: Volume 1,Nicki Minaj,REPUBLIC RECORDS,R-RR,6,31,26,36,312,-20.2,391,14546,2023.08.10
27,Like..?,Ice Spice,"TENTHOUSAND PROJECTS, LLC",10K,5,30,10,29,311,-28.7,436,5950,2023.08.10
28,On Top Of The Covers,T-Pain, EMPIRE DISTRIBUTION,EMPI,11,92,178,19,301,285.9,78,3447,2023.08.10
29,Her Loss,"Drake, 21 Savage",OVO / REPUBLIC RECORDS,R-RR,1,28,24,40,290,-35.8,452,34310,2023.08.10
30,Pink Tape,Lil Uzi Vert,ATLANTIC GROUP,ATLG,1,11,23,6,288,-68.9,926,14891,2023.08.10
31,Planet Her,Doja Cat, RCA,RCA ,2,36,31,110,282,-9.6,312,134966,2023.08.10
32,No Thank You,Little Simz, AWAL,AWAL,6,38,36,8,277,3.4,268,5354,2023.08.10
33,Scaring The Hoes,JPEGMAFIA,THE ORCHARD,ORCH,26,52,79,4,266,29.1,206,1455,2023.08.10
34,King's Disease Iii,Nas,MASS APPEAL RECORDS,MSAP,1,29,16,37,262,-40.7,442,17689,2023.08.10
35,Frontier's Edge,Budos Band,Diamond West Records,DWR,21,21,,2,259,-58.4,622,881,2023.08.10
36,Love Sick,Don Toliver,ATLANTIC GROUP,ATLG,14,33,33,5,256,-31.9,376,4312,2023.08.10
37,2000,Joey Bada$$,Columbia Records,COL ,6,40,34,18,242,-4.7,254,11793,2023.08.10
38,The Forever Story,J.I.D,INTERSCOPE/GEFFEN/A&M,INT ,5,27,25,34,228,-50.5,461,33434,2023.08.10
39,The Rebirth Of Marvin,October London,,,39,46,49,26,223,-1.8,227,3287,2023.08.10
40,Texas Moon,Khruangbin & Leon Bridges,Dead Oceans,DOC,1,47,32,77,220,-2.2,225,61944,2023.08.10
41,"Honestly, Nevermind",Drake,OVO / REPUBLIC RECORDS,R-RR,1,44,42,21,217,-7.3,234,27211,2023.08.10
42,X,Ken Carson,INTERSCOPE/GEFFEN/A&M,INT ,9,69,96,44,212,82.8,116,6439,2023.08.10
43,Magic 2,Nas,MASS APPEAL RECORDS,MSAP,2,26,2,3,211,-58.1,504,4998,2023.08.10
44,$oul $old $eparately,Freddie Gibbs,WARNER RECORDS,WAR,2,60,61,44,195,43.4,136,17811,2023.08.10
45,Entergalactic,Kid Cudi,REPUBLIC RECORDS,R-RR,2,45,34,45,187,-18.0,228,23993,2023.08.10
46,I Never Liked You,Future,EPIC,EPIC,3,53,60,67,180,-5.8,191,32866,2023.08.10
46,Luv 4 Rent,Smino,CAPITOL MUSIC GROUP,CAP ,3,35,37,27,180,-42.9,315,10547,2023.08.10
48,Cocodrillo Turbo,Action Bronson,LOMA VISTA,LVR,8,65,40,45,168,35.5,124,12898,2023.08.10
48,Anniversary – The Live Album,Kem,MOTOWN,MOT,24,24,,5,168,-67.8,522,1084,2023.08.10
50,The Brave,Tom Macdonald & Adam Calhoun, INDEPENDENT LABEL SUBMISSION,INDI,1,39,138,75,163,-36.8,258,27029,2023.08.10
51,College Park,Logic, BMG DISTRIBUTION,BMG ,1,49,52,25,151,-28.8,212,18424,2023.08.10
52,Lonestar Luchador,That Mexican OT,INTERSCOPE/GEFFEN/A&M,INT ,42,42,,2,146,-38.4,237,383,2023.08.10
53,Detour,Boney James,CONCORD MUSIC GROUP,CNCO,5,78,29,46,141,50.0,94,18296,2023.08.10
54,Wasteland,Brent Faiyaz, INDEPENDENT LABEL SUBMISSION,INDI,2,64,61,8,136,7.1,127,10619,2023.08.10
54,Bliss,Tech N9Ne,STRANGE MUSIC,SMIF,3,3,,2,136,-94.9,2655,2791,2023.08.10
56,Zone Black,Emil Amos,DRAGCITY,DRTY,56,,,1,123,,0,151,2023.08.10
57,Written In Their Soul: The Stax Songwrit,Various Artists,CRAFT RECORDINGS,CRFT,30,102,87,7,122,87.7,65,954,2023.08.10
58,Curtain Call 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,1,80,54,53,121,30.1,93,49778,2023.08.10
58,Blue Water Road,Kehlani,ARTIST PARTNER GROUP,APG1,2,70,58,67,121,11.0,109,26324,2023.08.10
60,No Fear Of Time,Black Star, INDEPENDENT LABEL SUBMISSION,INDI,20,131,88,7,119,158.7,46,1548,2023.08.10
60,Cheat Codes,Danger Mouse & Black Thought, BMG DISTRIBUTION,BMG,1,50,57,52,119,-42.8,208,44798,2023.08.10
62,Paper Route Frank,Young Dolph,Empire,EMPR,9,15,,2,116,-85.2,786,5893,2023.08.10
62,The Complete Atlantic Singles—the Thom Bell Productions 1972-1979,Spinners,REDSTARDIGITALMUSIC,REIC,62,,,1,116,999.0,1,117,2023.08.10
64,Spaceships On The Blade,Larry June,Empire,EMPR,4,97,65,48,112,53.4,73,8234,2023.08.10
65,Tori,Tori Kelly,EPIC,EPIC,7,7,,2,109,-89.7,1057,1166,2023.08.10
66,Aftërlyfe,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,21,76,103,8,107,10.3,97,1836,2023.08.10
67,Angels & Queens,Gabriels,NEW ELEKTRA,NELK,34,131,116,5,102,121.7,46,936,2023.08.10
68,So Many Other Realities Exist Simultaneously,Atmosphere,Rhymesayers,RHMS,2,57,47,14,99,-33.6,149,5183,2023.08.10
69,MICHAEL,Killer Mike,LOMA VISTA,LVR,4,55,43,8,97,-40.9,164,6244,2023.08.10
70,Vinyl Days,Logic,DEF JAM,DEFJ,2,68,66,60,96,-17.9,117,25623,2023.08.10
70,Rich,Homeboy Sandman,,,70,,,1,96,,0,96,2023.08.10
72,Come Home The Kids Miss You,Jack Harlow,ATLANTIC GROUP,ATLG,1,73,44,66,93,-7.9,101,38613,2023.08.10
72,Lyfë,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,9,123,73,23,93,82.4,51,4385,2023.08.10
74,Grandson,King Von,Empire,EMPR,2,67,46,4,92,-22.7,119,2158,2023.08.10
75,Since I Have A Lover,6Lack,INTERSCOPE/GEFFEN/A&M,INT ,2,85,55,19,91,12.3,81,6349,2023.08.10
75,NOW Hip-Hop Party,Various Artists,NOW,NOW,3,56,50,27,91,-39.3,150,14102,2023.08.10
77,Ramona Park Broke My Heart,Vince Staples,MOTOWN,MOT ,4,85,76,67,88,8.6,81,17043,2023.08.10
78,Marvelous,Yung Gravy,REPUBLIC RECORDS,R-RR,15,141,,7,86,104.8,42,4313,2023.08.10
79,Flawless Like Me,Lucki,Empire,EMPR,30,103,142,17,85,32.8,64,2140,2023.08.10
80,"Make Me Say It Again, Girl","Isley Brothers, Ronald Isley",RI TOP TEN LLC,RI10,31,,,2,84,-70.7,287,2799,2023.08.10
81,My Turn,Lil Baby,"QUALITY CONTROL MUSIC, LLC",QCM,11,74,74,178,83,-16.2,99,70956,2023.08.10
82,LEGEND,John Legend,REPUBLIC RECORDS,R-RR,4,89,67,48,81,2.5,79,22219,2023.08.10
82,DU4LI7Y,Ez Mil, INDY LABEL,INDY,82,84,108,3,81,-4.7,85,280,2023.08.10
84,Live At Glastonb(2lp,Amy Winehouse,REPUBLIC RECORDS,R-RR,6,135,131,62,80,77.8,45,14782,2023.08.10
85,Czarmageddon,Czarface,TRAFFIC ENTERTAINMENT GRP,TCEG,2,99,91,65,79,12.9,70,18406,2023.08.10
85,Business Is Business,Young Thug,300 ENTERTAINME,300E,1,92,48,7,79,1.3,78,10248,2023.08.10
85,Gasms,Smokey Robinson, INDEPENDENT LABEL SUBMISSION,INDI,6,89,82,15,79,0.0,79,3758,2023.08.10
88,I Know Nigo  (Ex),Nigo,REPUBLIC RECORDS,R-RR,1,138,180,62,77,79.1,43,25695,2023.08.10
89,Raven,Kelela,WARP RECORDS,WARP,3,106,79,26,75,19.0,63,8143,2023.08.10
89,My Story,FAC Marlo,,,89,,,1,75,316.7,18,93,2023.08.10
89,Louie,Kenny Beats,Merok,XL,1,193,125,29,75,257.1,21,12024,2023.08.10
92,The Feminine Divine,Dexys,THE ORCHARD,ORCH,59,59,,2,71,-48.6,138,209,2023.08.10
92,Continuance,Curren$y, INDEPENDENT LABEL SUBMISSION,INDI,11,101,183,47,71,4.4,68,8955,2023.08.10
92,Glorious Game,"El Michels Affair, Black Thought",333 Company,INDI,4,60,70,17,71,-47.8,136,9067,2023.08.10
95,Blue Gene's,Upchurch, INDEPENDENT LABEL SUBMISSION,INDI,5,58,38,4,69,-52.1,144,1808,2023.08.10
96,It's Almost Dry,Pusha T,DEF JAM RECORDINGS,DEF ,1,,83,67,67,294.1,17,38934,2023.08.10
96,What It Means To Be King,King Von, INDEPENDENT LABEL SUBMISSION,INDI,2,118,72,20,67,21.8,55,6578,2023.08.10
98,2 Alive,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,9,97,105,44,64,-12.3,73,8488,2023.08.10
98,Glockoma 2,Key Glock,PAPER ROUTE EMPIRE,PPRE,6,,189,16,64,255.6,18,2387,2023.08.10
98,Gothic Luxury,Meechy Darko,LOMA VISTA,LVR ,14,145,163,48,64,64.1,39,7937,2023.08.10
101,No Stylist,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT,4,81,89,31,61,-33.7,92,6946,2023.08.10
102,A Gift & A Curse,Gunna,300 ENTERTAINME,300E,14,85,85,8,58,-28.4,81,1800,2023.08.10
103,Irl,Mahalia,ATLANTIC GROUP,ATLG,20,111,64,4,57,-3.4,59,783,2023.08.10
104,Bars Mitzvah,Blp Kosher,,,104,,,1,55,,0,55,2023.08.10
105,Snoop Cube 40 $hort,Mount Westmore,MNRK,MNRK,7,109,76,35,54,-10.0,60,12749,2023.08.10
106,Wait Til I Get Over,Durand Jones,DEAD OCEANS,DOC ,9,124,68,14,53,6.0,50,2994,2023.08.10
106,The Last Slimeto,YoungBoy Never Broke Again,ATLANTIC GROUP,ATLG,4,127,113,12,53,8.2,49,6090,2023.08.10
106,Yessie,Jessie Reyez,ISLAND,ISL ,7,103,111,46,53,-17.2,64,8038,2023.08.10
106,Pain Provided Profit,Conway The Machine,Empire,EMPR,34,169,198,4,53,96.3,27,637,2023.08.10
110,Based On A Feeling,Sabrina Claudio,ATLANTIC GROUP,ATLG,14,,,9,52,333.3,12,2495,2023.08.10
111,Greatest Hits Live in '76,Marvin Gaye,MERCURY STUDIOS,EGRO,15,94,63,28,50,-34.2,76,4406,2023.08.10
112,Larry Levan's Paradise Garage,Various Artists, BMG DISTRIBUTION,BMG,10,,,2,49,,0,1942,2023.08.10
113,It's Only Me,Lil Baby,MOTOWN/QUALITY CONTROL,QCM,2,78,55,43,47,-50.0,94,14225,2023.08.10
114,Maps,Billy Woods,THE ORCHARD,ORCH,1,120,127,14,46,-13.2,53,8017,2023.08.10
115,Impact: The Music Of Evo 2023,Zaid Tabani,,,115,,,1,45,,0,45,2023.08.10
116,Prism,Say She She,333 Company,INDI,37,,128,38,43,230.8,13,2572,2023.08.10
