US_Chart - Heatseekers Albums,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,week_of
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Total Activity,% CHG,LW Total Activity,TW Album Sales,TW Song Sales,TW Streaming Activity,ATD,2023.06.22
35,The Coldest,Skilla Baby,INTERSCOPE/GEFFEN/A&M,INT ,3,34,28,13,2001,-4.7,2100,2,40,3084851,,2024.07.25
36,What Is Life?,Dax,Columbia Records,COL ,6,38,30,49,1988,-2.0,2029,14,243,3035287,,2024.07.25
37,Pecos & The Rooftops,Pecos & The Rooftops,WARNER RECORDS,WAR ,11,39,33,57,1970,-0.8,1985,15,125,2699639,,2024.07.25
38,We All Grow Up,Chase Matthew,Warner Music Nashville,WNS,21,41,36,23,1943,-0.2,1946,14,240,2697457,,2024.07.25
39,Loseyi Professor,Seyi Vibez,INGROOVES,INGV,24,24,,2,1933,-24.7,2568,7,16,2724261,,2024.07.25
40,"Nashville, Tennesse",Ernest,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,2,40,32,15,1886,-3.5,1955,277,192,2076483,,2024.07.25
41,Come Get Your Memory,Chase Matthew, WARNER Records,WAR ,8,54,42,59,1848,11.3,1661,26,311,2533917,,2024.07.25
42,Saucefather 2,Sauce Walka,Empire,EMPR,7,33,20,4,1824,-13.5,2109,10,25,2779744,,2024.07.25
43,A Hometown Odyssey,Livingston, INDEPENDENT LABEL SUBMISSION,INDI,1,44,35,20,1816,0.2,1812,40,355,2407968,,2024.07.25
44,The Aftertaste,Kenya Grace,WARNER RECORDS,WAR,14,46,40,18,1813,2.4,1771,9,111,2452869,,2024.07.25
45,4god Ii,Rob49,INTERSCOPE/GEFFEN/A&M,INT ,6,48,34,59,1777,1.8,1746,0,26,2691294,,2024.07.25
46,Family Ties,Charles Wesley Godwin,Big Loud Records,BLR,9,45,38,43,1745,-3.3,1804,66,285,2205445,,2024.07.25
47,All Stand Together,Lost Frequencies, RCA,RCA ,43,49,43,37,1720,-0.3,1725,5,99,2313534,,2024.07.25
48,Meduza,Meduza,REPUBLIC RECORDS,R-RR,21,51,41,40,1703,-0.1,1705,4,147,2258803,,2024.07.25
49,Ill Times,"Ambrose Kenny-Smith, Gum",KGLW - pdoom,KGP,49,,,1,1695,,,1431,49,327300,,2024.07.25
50,Poesias,Los Primos Del Este,INTERSCOPE/GEFFEN/A&M,INT ,16,53,53,12,1689,0.5,1681,0,10,2657965,,2024.07.25
51,Geezyworld 2,Ohgeesy,ATLANTIC GROUP,ATLG,2,52,44,64,1672,-1.6,1700,1,101,2456308,,2024.07.25
52,Prelude To Ecstasy,Last Dinner Party,ISLAND,ISL ,2,57,45,25,1661,7.6,1543,364,195,1673126,,2024.07.25
53,No Hands,"Joey Valence, Brae", INDEPENDENT LABEL SUBMISSION,INDI,53,101,100,7,1644,53.9,1068,13,128,2164402,,2024.07.25
54,Attempted Lover,Sueco The Child,ADA,ADA,54,,,1,1627,,,116,113,2007747,,2024.07.25
55,"Dear Joe,",Jax,ATLANTIC GROUP,ATLG,9,37,18,4,1568,-22.7,2029,102,670,1933127,,2024.07.25
56,Usb,Fred Again..,ATLANTIC GROUP,ATLG,3,42,48,7,1557,-19.3,1930,28,255,1973054,,2024.07.25
57,Another Friday Night,Joel Corry,ATLANTIC GROUP,ATLG,39,55,47,41,1554,-1.8,1583,2,113,2065536,,2024.07.25
58,You Promised A Lifetime,Myles Smith, RCA,RCA ,24,58,46,17,1535,-0.5,1542,46,240,2015531,,2024.07.25
59,Shot In The Dark,Ashley Cooke,Big Loud Records,BLR,14,74,50,53,1488,16.4,1278,36,297,2011673,,2024.07.25
60,Pulse,Benson Boone,Warner Records,WAR,29,62,62,36,1477,2.8,1437,100,53,1881021,,2024.07.25
61,All I've Ever Known,Alexandra Kay, INDEPENDENT LABEL SUBMISSION,INDI,5,149,136,39,1475,99.1,741,738,261,965132,,2024.07.25
62,Visions Of Dallas,Charley Crockett,THE ORCHARD,ORCH,62,,,1,1471,,,300,256,1454840,,2024.07.25
63,Vertigo,Griff,WARNER RECORDS,WAR,32,32,,2,1440,-32.8,2143,500,189,1183426,,2024.07.25
64,Can't Just Be Me,Vincent Mason,INTERSCOPE/GEFFEN/A&M,INT ,47,72,60,9,1433,9.9,1304,10,163,1954725,,2024.07.25
65,Life With You,Kelsey Hart,CURB,CURB,33,65,57,8,1415,2.2,1385,17,423,1758050,,2024.07.25
66,Zombieland 2,Loe Shimmy, INDEPENDENT LABEL SUBMISSION,INDI,13,63,52,18,1413,-0.2,1416,0,23,2102352,,2024.07.25
67,El Cantante Del Ghetto,Ryan Castro,SONY MUSIC LATIN,SML ,17,60,63,11,1408,-3.2,1454,1,38,2138897,,2024.07.25
68,Paper Hearts,Sleep Theory,Epitaph,EPI,33,85,81,39,1393,20.1,1160,103,340,1699804,,2024.07.25
69,Split Decision,"Dave, Central Cee",UMGRI INTERSCOPE,INT,6,64,73,60,1388,-1.6,1410,2,17,1964285,,2024.07.25
70,Who Is Fatt,Ytb Fatt,TEN THOUSAND PROJECTS,CAP,4,61,54,51,1375,-4.5,1440,3,9,2058673,,2024.07.25
71,Smoky Mountains,Conner Smith,VALORY,VALO,4,67,58,26,1360,0.7,1350,7,110,1773608,,2024.07.25
72,Shame On Me,Catch Your Breath,INVOGUE,IVRE,50,66,65,40,1353,-0.9,1365,5,64,1816573,,2024.07.25
73,Little Room To Breathe,Eternal Boy, INDEPENDENT LABEL SUBMISSION,INDI,73,,,1,1346,,,1325,5,28722,,2024.07.25
74,Junkie Mode,Deebaby,CREATE MUSIC GROUP,CTMG,13,70,69,67,1323,0.5,1316,0,29,1975384,,2024.07.25
75,The Best Of The Wiggles,The Wiggles,THE ORCHARD,ORCH,67,,,18,1311,,,10,71,1687207,,2024.07.25
76,The Crucible Of Life,Home Team, INDEPENDENT LABEL SUBMISSION,INDI,9,9,,2,1298,-66.6,3889,199,81,1408287,,2024.07.25
77,Counting My Blessings,Seph Schlueter,PROVIDENT/RED,PROV,56,68,59,19,1298,-3.2,1341,34,663,1645243,,2024.07.25
78,Excuse The Mess,Ella Langley,Columbia Records,COL ,19,96,92,61,1284,14.2,1124,58,305,1625438,,2024.07.25
79,The Beginning,Fifty Fifty, WARNER Records,WAR,6,69,68,44,1281,-2.7,1316,20,110,1789384,,2024.07.25
80,Como En Los Viejos Tiempo,Eden Munoz,SONY MUSIC LATIN,SML ,25,92,79,34,1234,8.2,1140,1,41,2054426,,2024.07.25
81,Sonido Cosmico,Hermanos Gutiérrez,EASY EYE,CNCO,2,78,55,6,1233,0.2,1231,721,42,648969,,2024.07.25
82,$10 Cowboy,Charley Crockett,THE ORCHARD,ORCH,1,81,98,13,1222,1.1,1209,507,168,906359,,2024.07.25
83,Still Bleeding,Austin Snell,Warner Music Nashville,WNS,35,73,56,4,1217,-6.6,1303,103,88,1479102,,2024.07.25
84,Hymnal Of A Troubled Man's Mind,Oliver Anthony Music, INDEPENDENT LABEL SUBMISSION,INDI,13,82,72,17,1197,-0.1,1198,51,217,1503844,,2024.07.25
85,Blame My Ex,The Beaches,AWAL,AWAL,37,75,84,35,1180,-6.3,1259,102,167,1365547,,2024.07.25
86,Sleep Is Exhausting,Teddy Swims,WARNER RECORDS,WAR,14,83,91,34,1165,-1.3,1180,118,181,1414549,,2024.07.25
87,Si Sabe,Blessd, WEA LATINA,WEAL,9,84,78,26,1156,-1.0,1168,0,17,1779445,,2024.07.25
88,Alchemical: Volume 1,Dove Cameron, SONY,SNY,6,89,76,34,1154,-0.3,1157,9,92,1674074,,2024.07.25
89,Reverie,Gorgon City,ASTRALWERKS,ASTW,89,,,1,1151,,,128,435,1248320,,2024.07.25
90,American Motor Sports,Bilmuri,Columbia Records,COL ,20,79,51,4,1136,-7.4,1227,34,52,1409058,,2024.07.25
91,Sleez,ThxSoMch,ATLANTIC GROUP,ATLG,15,91,77,62,1120,-2.1,1144,2,22,1725598,,2024.07.25
92,Weedkiller,Ashnikko,PARLOPHONE,PRL,2,97,86,48,1091,-1.9,1112,42,38,1495215,,2024.07.25
93,White Buffalo,Ian Munsick, WARNER Records,WAR ,5,98,83,68,1089,-1.5,1106,19,164,1393558,,2024.07.25
94,Concrete Jungle [the Ost],Bad Omens,"SUMERIAN RECORDS, LLC",SMRN,6,99,80,8,1084,-0.1,1085,36,288,1367456,,2024.07.25
95,Babymonster 1st Mini Album [babymons7er],Babymonster,YG Entertainment,YGET,27,94,74,17,1083,-4.5,1134,16,88,1663707,,2024.07.25
96,Ben Fuller,Ben Fuller,PROVIDENT/RED,PROV,68,93,105,23,1078,-5.0,1135,192,755,1088859,,2024.07.25
97,Trail Of Flowers,Sierra Ferrell,NEW ROUNDER,ROUN,1,95,85,18,1072,-5.2,1131,299,195,966253,,2024.07.25
98,Exiit,Kanii, WARNER Records,WAR,11,104,93,58,1033,0.5,1028,1,8,1860151,,2024.07.25
99,The Giant,Big Yavo, INDEPENDENT LABEL SUBMISSION,INDI,17,87,70,5,1030,-11.0,1157,1,9,1417549,,2024.07.25
100,Always Be Mine,Chase Matthew, WARNER Records,WAR ,39,77,39,3,1023,-17.2,1236,22,107,1310744,,2024.07.25
101,41 World: Not The Album,41,REPUBLIC RECORDS,R-RR,12,108,94,36,1019,3.8,982,0,23,1642011,,2024.07.25
102,RIIZING - The 1st Mini Album,Riize, RCA,RCA ,58,102,88,6,1015,-4.8,1066,369,75,918066,,2024.07.25
103,"Ikigai / 生き甲斐, Vol. 1",Olamide,Empire,EMPR,19,80,37,4,1002,-17.8,1219,6,39,1419315,,2024.07.25
104,Underdressed At The Symphony,Faye Webster,Secretly Canadian,SC,1,138,135,21,993,27.5,779,313,12,909073,,2024.07.25
105,I Hear You,Peggy Gou,XL RECORDINGS,XLXR,15,100,82,7,991,-7.4,1070,138,140,1123047,,2024.07.25
106,Lonely Boy,Scrim,G59 Records,G59,1,109,97,25,991,1.6,975,1,8,1344707,,2024.07.25
107,Can You Hear Me Now,Deebaby,CMG,BLAC,12,106,89,9,980,-3.3,1013,1,8,1497113,,2024.07.25
108,Zanmu,Ado,INTERSCOPE/GEFFEN/A&M,INT ,67,76,67,3,978,-21.7,1249,36,61,1446052,,2024.07.25
109,Punk Tactics,"Joey Valence, Brae",ADWB,ADWB,72,117,109,35,963,6.2,907,9,62,1374119,,2024.07.25
110,Where Am I?,Natalie Jane,CAPITOL MUSIC GROUP,CAP ,19,110,95,36,960,0.8,952,11,48,1400731,,2024.07.25
111,A Million Ways To Murder,Kordhell,THE ORCHARD,ORCH,53,111,99,38,946,-0.6,952,7,48,1491869,,2024.07.25
112,Live Ep 001,Sam Barber,ATLANTIC GROUP,ATLG,90,125,104,27,935,8.2,864,0,25,1270891,,2024.07.25
113,Road To Casablanco.,Armani White,DEF JAM,DEF,20,,,41,934,,,1,70,1316647,,2024.07.25
114,Blonde,Tigirlily Gold,MONU,MONU,60,118,,16,934,3.7,901,1,116,1222912,,2024.07.25
115,Dauntless Manifesto,CupcakKe, INDEPENDENT LABEL SUBMISSION,INDI,30,90,61,4,926,-19.1,1145,9,48,1253400,,2024.07.25
116,Pandora,Wisp,INTERSCOPE/GEFFEN/A&M,INT ,43,43,118,16,921,-50.1,1847,75,23,1254380,,2024.07.25
117,Wlgs,Yovngchimi,ENCORE RECORDINGS,ENRG,23,113,101,33,919,-2.2,940,0,8,1472216,,2024.07.25
118,Forward,Jordan Ward,INTERSCOPE/GEFFEN/A&M,INT ,43,123,123,67,915,3.7,882,57,8,1138839,,2024.07.25
119,Bored In The Usa,David Morris,GREY AREA,GRYA,59,116,106,37,904,-0.7,910,6,46,1258618,,2024.07.25
120,Based On A True Story...,New West,REPUBLIC RECORDS,R-RR,53,,,36,883,,,0,33,1315567,,2024.07.25
121,Good Kid 4,Good Kid,THE ORCHARD,ORCH,52,124,111,18,882,1.4,870,23,30,1332731,,2024.07.25
122,Endless Summer,Elovaters, INDEPENDENT LABEL SUBMISSION,INDI,21,121,112,15,882,-0.9,890,41,173,1062066,,2024.07.25
123,Replica,Dayseeker,Spinefarm,SFMU,34,,,5,864,,,44,60,1074092,,2024.07.25
124,Walk Away,Libianca, RCA,RCA ,48,122,110,33,864,-2.4,885,1,49,1202340,,2024.07.25
125,Guilty Pleasure,JoJo Siwa,Columbia Records,COL ,71,71,,2,862,-34.1,1309,31,115,1497492,,2024.07.25
126,Fountain Baby,Amaarae,INTERSCOPE/GEFFEN/A&M,INT ,33,128,103,52,857,1.9,841,20,22,1153610,,2024.07.25
127,Across The River Of Stars,Beachwood Sparks,BORDER,BORD,127,,,1,846,,,796,33,59669,,2024.07.25
128,Bad Decisions,Dylan Schneider,BB2,BB2,64,115,102,13,843,-7.5,911,9,315,1110054,,2024.07.25
129,Drugs N' Lullabies,Isaiah Falls,,,129,,,1,838,,,2,36,1088598,,2024.07.25
130,Lucid Dreams,BoyWithUke,MERCURY / REPUBLIC RECORDS,R-MR,3,134,119,42,826,3.0,802,54,14,1245771,,2024.07.25
131,Kx5,Kx5,AWAL,AWAL,11,126,117,71,823,-4.6,863,24,143,1031007,,2024.07.25
132,Everybody Go To The Disco,Darell,SONY MUSIC LATIN,SML ,21,133,127,49,801,-0.5,805,1,18,1344309,,2024.07.25
133,Spin The Globe,Connor Price, INDEPENDENT LABEL SUBMISSION,INDI,26,140,131,73,795,3.1,771,18,119,1055079,,2024.07.25
134,Cosmic,Red Velvet,SM ENTERTAINMENT,SM5,25,119,90,5,784,-12.6,897,15,62,1052061,,2024.07.25
135,Flytrap,Chinchilla,REPUBLIC RECORDS,R-RR,84,139,122,7,775,0.0,775,19,208,996241,,2024.07.25
136,Tws 2nd Mini Album 'summer Beat!',Tws,INGROOVES,INGV,22,103,64,4,772,-25.6,1037,603,25,239475,,2024.07.25
137,22,Hunxho,300 ENTERTAINME,300E,12,141,133,70,769,0.0,769,0,3,1169370,,2024.07.25
138,Two Star & The Dream Police,Mk.Gee, INDEPENDENT LABEL SUBMISSION,INDI,53,144,125,13,766,0.7,761,9,32,969321,,2024.07.25
139,Bright Future,Adrianne Lenker, 4 A.D.,4AD,5,132,134,15,765,-5.9,813,317,62,576325,,2024.07.25
140,Música Buena Para Días Malos,Jay Wheeler,Empire,EMPR,12,135,114,14,761,-4.8,799,2,19,1120946,,2024.07.25
141,La Joia,Bad Gyal,UNIVERSAL MUSIC LATINO,UMLE,37,,,25,758,,,1,15,1130350,,2024.07.25
142,Move Of God,SEU Worship,PROVIDENT/RED,PROV,102,130,130,7,753,-8.2,820,4,103,975738,,2024.07.25
143,Pb2,Priscilla Block,UMG NASHVILLE,UMGN,52,105,107,5,742,-27.5,1023,8,118,1006932,,2024.07.25
144,Twenty Something,Alana Springsteen,Columbia Records,COL ,17,145,96,48,739,-1.5,750,7,76,1002187,,2024.07.25
145,"Science, Not Fiction",Orange Goblin,THE ORCHARD,ORCH,145,,,1,736,,,672,42,76046,,2024.07.25
146,Jiggy Forever,Young Jonn,CHOCOLATE CITY,CHOC,40,,,6,735,,,0,16,1013956,,2024.07.25
147,Teenage Dixie,Muscadine Bloodline,STANCASTER MUSI,STCR,14,150,140,69,725,-0.8,731,17,47,926280,,2024.07.25
148,This Is The Gospel,Elevation Rhythm,PROVIDENT/RED,PROV,74,,,4,718,,,3,87,978867,,2024.07.25
149,Quitter - Ep,Austin Williams, INDEPENDENT LABEL SUBMISSION,INDI,129,143,129,4,716,-6.0,762,7,60,970519,,2024.07.25
150,Para Todas Las Mamacitas,Lyanno,Rimas Entertainment,RIMA,95,146,116,4,710,-4.7,745,1,18,1020441,,2024.07.25
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,,,,2024.07.25
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Total Activity,% CHG,LW Total Activity,TW Album Sales,TW Song Sales,TW Streaming Activity,ATD,2024.08.01
1,What Happens Now?,Dasha,WARNER RECORDS,WAR,1,1,2,21,7559,-1.4,7664,21,2015,10144315,,2024.08.01
2,Diamante,Gordo,ULTA,ULTA,2,,,1,6602,,,89,1236,8177135,,2024.08.01
3,Cold Beer & Country Music,Zach Top, INDEPENDENT LABEL SUBMISSION,INDI,3,5,6,18,6594,9.1,6046,486,1218,7922817,,2024.08.01
4,Have A Nice Day,Treaty Oak Revival, INDEPENDENT LABEL SUBMISSION,INDI,2,4,3,16,6324,3.8,6090,32,192,8476754,,2024.08.01
5,Yustyna,Artemas,TENTHOUSAND PRO,10KP,1,2,1,3,6208,-10.9,6968,5,441,8748845,,2024.08.01
6,American Romance,Michael Marcagi,Warner Records,WAR,1,6,4,25,5226,-1.9,5326,13,283,7126853,,2024.08.01
7,Petals To Thorns,D4vd,INTERSCOPE/GEFFEN/A&M,INT,1,7,5,62,4874,-0.5,4899,71,70,7485961,,2024.08.01
8,On Zai,Ytb Fatt,TENTHOUSAND PRO,10KP,1,16,8,4,4873,56.6,3112,7,154,7601136,,2024.08.01
9,Kansas Anymore,Role Model,INTERSCOPE/GEFFEN/A&M,INT ,3,3,,2,4055,-35.1,6244,764,100,4178347,,2024.08.01
10,The Coldest,Skilla Baby,INTERSCOPE/GEFFEN/A&M,INT ,3,35,34,14,3798,89.8,2001,19,116,5473698,,2024.08.01
11,The Fear Of Standing Still,American Aquarium,THE ORCHARD,ORCH,11,,,1,3778,,,3432,201,413849,,2024.08.01
12,Million Eyes,Sam Barber,ATLANTIC GROUP,ATLG,5,9,10,45,3761,1.3,3714,23,112,5210428,,2024.08.01
13,Vanity,Bryant Barnes,MERCURY / REPUBLIC RECORDS,R-MR,13,,,1,3708,,,22,133,5367647,,2024.08.01
14,The Year I Turned 21,Ayra Starr,MAVIN,M-GH,2,8,7,9,3707,-6.2,3951,24,197,5353344,,2024.08.01
15,Old No. 7,Redferrin, WARNER Records,WAR ,10,10,15,24,3624,-0.2,3632,89,698,4817653,,2024.08.01
16,No Better Time,Dylan Gossett,MERCURY / REPUBLIC RECORDS,R-MR,2,12,13,40,3474,-2.4,3559,37,126,4677843,,2024.08.01
17,Poets & Old Souls,Bryan Martin,AVERAGE JOES ENTERTAINMENT,AVJE,8,13,11,68,3398,-2.4,3482,15,564,4936966,,2024.08.01
18,Younger Years - Ep,Bayker Blankenship,Santa Anna,SANT,11,11,20,4,3271,-8.4,3572,49,493,4529362,,2024.08.01
19,Bad For Me,Chayce Beckham,WHEELHOUSE RECO,WR2 ,3,14,14,17,3221,-2.6,3307,40,277,4349410,,2024.08.01
20,SAYONARA,Alvaro Diaz,UNIVERSAL MUSIC LATINO,UMLE,4,32,31,11,3198,52.3,2100,1305,19,2650020,,2024.08.01
21,Halo,Bakar,EPIC,EPIC,2,15,12,45,3132,-1.6,3182,38,221,4336276,,2024.08.01
22,Feel The Spirit,Lucas De Mulder, INDEPENDENT LABEL SUBMISSION,INDI,22,,,1,3009,,,3001,1,10957,,2024.08.01
23,Wake Up The Wicked,Powerwolf,THE ORCHARD,ORCH,23,,,1,2920,,,2241,325,866986,,2024.08.01
24,Good Times Go,Nicky Youre,Columbia Records,COL ,14,17,16,51,2784,-4.3,2909,2,229,3915615,,2024.08.01
25,Ganger,Veeze,WARNER RECORDS,WAR,1,19,17,43,2755,0.4,2743,9,20,3935540,,2024.08.01
26,Loveseat,Still Woozy,INTERSCOPE/GEFFEN/A&M,INT ,2,20,19,5,2602,2.6,2536,786,27,2309793,,2024.08.01
27,Three Twenty Four,Ole 60, INDEPENDENT LABEL SUBMISSION,INDI,7,22,18,23,2573,2.4,2512,20,102,3351244,,2024.08.01
28,Keepin' The Lights On,Kameron Marlowe,Sony Music Nashville,SMNV,4,21,21,9,2549,1.2,2519,110,474,3146423,,2024.08.01
29,Fridayy,Fridayy,DEF JAM/DEF SOUL,DEF,4,25,27,49,2492,3.4,2410,1,99,3829035,,2024.08.01
30,Everyone's Getting Involved: A Tribute To Talking Heads' Stop Making Sense,Various Artists,A24 Music,A24,30,,,1,2464,,,2061,102,507575,,2024.08.01
31,XIII SORROWS,Odetari,APG INC.,ATP,3,23,25,46,2402,-4.1,2505,3,16,4476286,,2024.08.01
32,Half Life,Wyatt Flores,ISLAND,ISL ,11,26,56,15,2302,-0.4,2312,623,70,2203962,,2024.08.01
33,Blonde,Tigirlily Gold,MONU,MONU,33,114,118,17,2266,142.6,934,391,618,2347952,,2024.08.01
34,Quién Es Dei V?,Dei V,ENCORE RECORDINGS,ENRG,22,24,22,3,2210,-9.0,2428,0,14,3373470,,2024.08.01
35,Complicated,Josh Ross,UMG NASHVILLE,UMGN,11,27,29,18,2181,-5.1,2298,12,201,2873592,,2024.08.01
36,Blacktop,Corey Kent,Sony Music Nashville,SMNV,2,29,28,61,2100,-3.1,2168,3,106,2874910,,2024.08.01
37,Nights And Weekends,310babii,Empire,EMPR,11,31,30,22,2068,-2.0,2111,1,167,3267900,,2024.08.01
38,Til The Sun Goes Down,Waylon Wyatt,INTERSCOPE/GEFFEN/A&M,INT,30,30,,2,2063,-4.1,2151,22,87,2853147,,2024.08.01
39,Usb,Fred Again..,ATLANTIC GROUP,ATLG,3,56,42,8,2056,32.0,1557,398,225,2151138,,2024.08.01
40,Pecos & The Rooftops,Pecos & The Rooftops,WARNER RECORDS,WAR ,11,37,39,58,2045,3.8,1970,19,156,2802883,,2024.08.01
41,Blame It All On Country Music,Chase Mcdaniel,BIG MACHINE,BGMA,3,33,36,27,2026,-2.8,2084,2,222,2773512,,2024.08.01
42,What Is Life?,Dax,Columbia Records,COL ,6,36,38,50,2004,0.8,1988,13,230,3063912,,2024.08.01
43,Young Genius,Lil Mabu,Empire,EMPR,4,34,35,17,1974,-4.2,2060,7,113,3576558,,2024.08.01
44,Family Ties,Charles Wesley Godwin,Big Loud Records,BLR,9,46,45,44,1939,11.1,1745,95,137,2452584,,2024.08.01
45,A Hometown Odyssey,Livingston, INDEPENDENT LABEL SUBMISSION,INDI,1,43,44,21,1881,3.6,1816,47,321,2511938,,2024.08.01
46,We All Grow Up,Chase Matthew,Warner Music Nashville,WNS,21,38,41,24,1866,-4.0,1943,13,284,2610532,,2024.08.01
47,Prelude To Ecstasy,Last Dinner Party,ISLAND,ISL ,2,52,57,26,1851,11.4,1661,467,170,1784100,,2024.08.01
48,The Golden Years,Joshua Bassett,WARNER RECORDS,WAR ,48,,,1,1850,,,121,95,2270706,,2024.08.01
49,Visions Of Dallas,Charley Crockett,THE ORCHARD,ORCH,49,62,,2,1815,23.4,1471,303,530,1867913,,2024.08.01
50,Come Get Your Memory,Chase Matthew, WARNER Records,WAR ,8,41,54,60,1736,-6.1,1848,17,285,2419600,,2024.08.01
51,The Aftertaste,Kenya Grace,WARNER RECORDS,WAR,14,44,46,19,1702,-6.1,1813,4,107,2316053,,2024.08.01
52,All Stand Together,Lost Frequencies, RCA,RCA ,43,47,49,38,1698,-1.3,1720,5,107,2296132,,2024.08.01
53,"Nashville, Tennesse",Ernest,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,2,40,40,16,1693,-10.2,1886,5,136,2194313,,2024.08.01
54,Poesias,Los Primos Del Este,INTERSCOPE/GEFFEN/A&M,INT ,16,50,53,13,1660,-1.7,1689,0,10,2606926,,2024.08.01
55,Breakup Over Breakfast,Avery Anna,Warner Music Nashville,WNS,18,18,,2,1644,-42.2,2842,92,265,2018255,,2024.08.01
56,4god Ii,Rob49,INTERSCOPE/GEFFEN/A&M,INT ,6,45,48,60,1636,-7.9,1777,0,14,2498177,,2024.08.01
57,Geezyworld 2,Ohgeesy,ATLANTIC GROUP,ATLG,2,51,52,65,1635,-2.2,1672,2,109,2392945,,2024.08.01
58,You Promised A Lifetime,Myles Smith, RCA,RCA ,24,58,58,18,1628,6.1,1535,51,358,2118243,,2024.08.01
59,Paper Hearts,Sleep Theory,Epitaph,EPI,33,68,85,40,1578,13.3,1393,149,346,1881465,,2024.08.01
60,Meduza,Meduza,REPUBLIC RECORDS,R-RR,21,48,51,41,1526,-10.4,1703,3,152,2021245,,2024.08.01
61,Saucefather 2,Sauce Walka,Empire,EMPR,7,42,33,5,1493,-18.1,1824,7,22,2269595,,2024.08.01
62,Another Friday Night,Joel Corry,ATLANTIC GROUP,ATLG,39,57,55,42,1482,-4.6,1554,1,119,1963324,,2024.08.01
63,Loseyi Professor,Seyi Vibez,INGROOVES,INGV,24,39,24,3,1436,-25.7,1933,0,6,2043443,,2024.08.01
64,Who Is Fatt,Ytb Fatt,TEN THOUSAND PROJECTS,CAP,4,70,61,52,1431,4.1,1375,0,14,2144226,,2024.08.01
65,Zombieland 2,Loe Shimmy, INDEPENDENT LABEL SUBMISSION,INDI,13,66,63,19,1423,0.7,1413,1,15,2110518,,2024.08.01
66,Pulse,Benson Boone,Warner Records,WAR,29,60,62,37,1419,-3.9,1477,52,50,1872052,,2024.08.01
67,The Crucible Of Life,Home Team, INDEPENDENT LABEL SUBMISSION,INDI,9,76,9,3,1415,9.0,1298,499,72,1177549,,2024.08.01
68,Can't Just Be Me,Vincent Mason,INTERSCOPE/GEFFEN/A&M,INT ,47,64,72,10,1390,-3.0,1433,8,122,1918037,,2024.08.01
69,Shame On Me,Catch Your Breath,INVOGUE,IVRE,50,72,66,41,1389,2.7,1353,15,58,1856718,,2024.08.01
70,Søn Of Dad,Stephen Wilson Jr.,Big Loud Records,BLR,68,,,12,1365,,,701,743,792748,,2024.08.01
71,Smoky Mountains,Conner Smith,VALORY,VALO,4,71,67,27,1352,-0.6,1360,10,97,1755035,,2024.08.01
72,"Dear Joe,",Jax,ATLANTIC GROUP,ATLG,9,55,37,5,1346,-14.2,1568,134,462,1629508,,2024.08.01
73,El Cantante Del Ghetto,Ryan Castro,SONY MUSIC LATIN,SML ,17,67,60,12,1342,-4.7,1408,0,32,2054093,,2024.08.01
74,Excuse The Mess,Ella Langley,Columbia Records,COL ,19,78,96,62,1342,4.5,1284,45,276,1725786,,2024.08.01
75,Junkie Mode,Deebaby,CREATE MUSIC GROUP,CTMG,13,74,70,68,1342,1.4,1323,0,27,2003173,,2024.08.01
76,No Hands,"Joey Valence, Brae", INDEPENDENT LABEL SUBMISSION,INDI,53,53,101,8,1313,-20.1,1644,12,70,1764106,,2024.08.01
77,Sonido Cosmico,Hermanos Gutiérrez,EASY EYE,CNCO,2,81,78,7,1307,6.0,1233,809,44,632990,,2024.08.01
78,The Beginning,Fifty Fifty, WARNER Records,WAR,6,79,69,45,1286,0.4,1281,21,87,1793650,,2024.08.01
79,Life With You,Kelsey Hart,CURB,CURB,33,65,65,9,1285,-9.2,1415,14,341,1609262,,2024.08.01
80,Shot In The Dark,Ashley Cooke,Big Loud Records,BLR,14,59,74,54,1281,-13.9,1488,21,198,1744144,,2024.08.01
81,Split Decision,"Dave, Central Cee",UMGRI INTERSCOPE,INT,6,69,64,61,1280,-7.8,1388,1,24,1816718,,2024.08.01
82,The Best Of The Wiggles,The Wiggles,THE ORCHARD,ORCH,67,75,,19,1261,-3.8,1311,7,58,1629500,,2024.08.01
83,$10 Cowboy,Charley Crockett,THE ORCHARD,ORCH,1,82,81,14,1245,1.9,1222,623,151,789061,,2024.08.01
84,Little Room To Breathe,Eternal Boy, INDEPENDENT LABEL SUBMISSION,INDI,73,73,,2,1231,-8.5,1346,1222,1,11559,,2024.08.01
85,Counting My Blessings,Seph Schlueter,PROVIDENT/RED,PROV,56,77,68,20,1221,-5.9,1298,27,708,1549075,,2024.08.01
