Rank,Song,Artist,TP Spins,+/- Chg. Spins,LP Spins,Stations,Adds,TP Audience,+/- Chg. Audience,LP Audience,TP Stream,week_of
35,Cowboy Songs,George Birge,1319,-122,1441,113,0,3840200,-365900,4206100,573858,2024.06.13
36,Damn Good Day To Leave,Riley Green,1165,100,1065,111,0,3485700,416300,3069400,1220708,2024.06.13
37,Boys Back Home,Dylan Marlowe Feat. Dylan Scott,1184,-11,1195,106,0,3354000,2200,3351800,3448922,2024.06.13
38,Called Crazy,Kassi Ashton,736,9,727,46,0,3294800,2200,3292600,464241,2024.06.13
39,SIX FEET UNDER (Caleigh's Song),Hardy,828,828,0,97,0,3126700,3126700,0,2475875,2024.06.13
40,Breakin' In Boots,Matt Stell,1184,-22,1206,127,0,2968000,76100,2891900,1221695,2024.06.13
41,Tie Up,Zac Brown Band,1031,-132,1163,122,0,2954400,-1117400,4071800,597308,2024.06.13
42,Think I’m In Love With You,Chris Stapleton,946,82,864,92,0,2886000,402000,2484000,9475163,2024.06.13
43,Find Another Bar,Chris Lane,1179,-19,1198,131,0,2464400,-31900,2496300,102635,2024.06.13
44,Whatcha See Is Whatcha Get,Chris Janson,997,51,946,106,0,2444200,275300,2168900,163661,2024.06.13
45,This Town's Been Too Good To Us,Dylan Scott,911,26,885,94,0,2334500,75600,2258900,2499852,2024.06.13
46,Forever To Me,Cole Swindell,676,10,666,75,0,2231800,86500,2145300,1462813,2024.06.13
47,Friends Like That,John Morgan Feat. Jason Aldean,811,41,770,71,0,2039200,152900,1886300,944326,2024.06.13
48,Wind Up Missin' You,Tucker Wetmore,574,158,416,54,0,1925100,466900,1458200,7876409,2024.06.13
49,Wranglers,Miranda Lambert,783,26,757,98,0,1908300,59500,1848800,2158593,2024.06.13
50,I Tried A Ring On,Tigirlily Gold,962,-3,965,100,0,1766600,100900,1665700,867915,2024.06.13
51,Drinkin' Buddies,"Lee Brice, Hailey Whitters, And Nate Smith",571,6,565,86,0,1721000,-105300,1826300,446578,2024.06.13
52,Life With You,Kelsey Hart,847,-21,868,87,0,1616200,-55200,1671400,2486066,2024.06.13
53,Country Back,Randy Houser,594,31,563,77,0,1005800,-68100,1073900,102562,2024.06.13
54,King Of Country Music,Ryan Larkins,439,-7,446,63,0,915500,-42900,958400,9179,2024.06.13
55,This Heart,Corey Kent,460,-20,480,55,0,809900,-39700,849600,1393893,2024.06.13
56,Single Again,Josh Ross,509,6,503,72,0,809600,-53800,863400,2568672,2024.06.13
57,Fall Of Summer,Scotty McCreery,389,71,318,66,0,774600,210000,564600,430561,2024.06.13
58,Hometown Home,Locash,438,94,344,72,0,765600,50900,714700,226752,2024.06.13
59,Devil You Know,Tyler Braden,332,12,320,39,0,726600,143000,583600,4834568,2024.06.13
60,Roulette On The Heart,Conner Smith,409,32,377,57,0,723100,71200,651900,764726,2024.06.13
61,Holy Smokes,Bailey Zimmerman,209,122,87,24,0,697300,213500,483800,5366859,2024.06.13
62,Everything I Need,Chayce Beckham,385,12,373,55,0,685300,30900,654400,240138,2024.06.13
63,Break Mine,Brothers Osborne,295,12,283,40,0,592200,28600,563600,369253,2024.06.13
64,Country House,Sam Hunt,283,41,242,45,0,591900,-33400,625300,533583,2024.06.13
65,Things I Take For Granted,Larry Fleet,347,10,337,45,0,569900,15300,554600,907970,2024.06.13
66,Neon Baby,Annie Bosko,355,-11,366,48,0,542800,-22500,565300,16517,2024.06.13
67,The Devil I Know,Ashley McBryde,321,-3,324,40,0,535100,-38400,573500,645629,2024.06.13
68,Good On You,Priscilla Block,298,5,293,44,0,498400,21700,476700,804890,2024.06.13
69,Sweet Dreams,Koe Wetzel,174,103,71,14,0,468400,284600,183800,11982266,2024.06.13
70,Pray All The Way Home,Austin Snell,173,14,159,23,0,437200,127100,310100,1089085,2024.06.13
71,Strangers,Kameron Marlowe & Ella Langley,254,43,211,33,0,399000,20800,378200,2296488,2024.06.13
72,Dance Like No One’s Watching,Gabby Barrett,260,-20,280,31,0,389900,-128800,518700,425629,2024.06.13
73,Pink Skies,Zach Bryan,98,43,55,9,0,380400,184700,195700,27697740,2024.06.13
74,Mia Down In Mia,George Strait,58,-8,66,6,0,317600,-22300,339900,478311,2024.06.13
75,Uh-huh (Ajá),Frank Ray,275,-7,282,37,0,300400,8900,291500,33324,2024.06.13
76,Bury Me In This Bar,Dalton Dover,253,56,197,47,0,293800,-26800,320600,42855,2024.06.13
77,Wanna Be Loved,Red Clay Strays,57,57,0,56,0,285600,285600,0,3898709,2024.06.13
78,I Could Be That Rain,Randall King,130,41,89,17,0,255100,79500,175600,384706,2024.06.13
79,Never Been Over,Darius Rucker,186,1,185,31,0,225000,-35700,260700,460193,2024.06.13
80,Baby Daddy's Weekend,Elle King,176,14,162,26,0,196200,29100,167100,77737,2024.06.13
81,Wine Into Whiskey,Tucker Wetmore,60,-60,120,10,0,196200,-243200,439400,7373458,2024.06.13
82,Spin You Around (1/24),Morgan Wallen,66,-2,68,5,0,195000,-47500,242500,6204184,2024.06.13
83,No Caller Id,Megan Moroney,73,-23,96,3,0,178700,-98500,277200,2349750,2024.06.13
84,Young Man,Greylan James,36,6,30,3,0,174800,44600,130200,43165,2024.06.13
85,Two Night Stands,Kylie Morgan,130,-18,148,22,0,165000,-8500,173500,91615,2024.06.13
86,Worst Way,Riley Green,22,1,21,2,0,158600,17100,141500,4448612,2024.06.13
87,Beatles And Eagles,Frontmen,174,58,116,27,0,148100,9100,139000,1243,2024.06.13
88,Roots,Austin Burke,31,-4,35,1,0,132600,2900,129700,9804,2024.06.13
89,Songs About Whiskey,Anne Wilson,22,-2,24,3,0,132000,14500,117500,203254,2024.06.13
90,Iris,Mitchell Tenpenny,40,40,0,40,0,119500,119500,0,934373,2024.06.13
91,How Is She,Cole Swindell,20,5,15,1,0,109600,18500,91100,51426,2024.06.13
92,Wondering Why,Red Clay Strays,35,1,34,4,0,106900,24200,82700,6391863,2024.06.13
93,Broadway Girls,Lil Durk Feat. Morgan Wallen,26,14,12,11,0,103000,45900,57100,6173952,2024.06.13
94,Diamond And A Baby,Sarahbeth Taite,48,48,0,48,0,91500,91500,0,15008,2024.06.13
95,Workin' On A Beautiful Song,Lucie Silvas & John Osborne,47,47,0,47,0,91000,91000,0,0,2024.06.13
96,Truck On Fire,Carly Pearce,20,20,0,17,0,80000,80000,0,1531062,2024.06.13
97,What Would You Do?,Tucker Wetmore,17,17,0,16,0,78600,78600,0,2941562,2024.06.13
98,Indifferent,Megan Moroney,13,13,0,1,0,76600,76600,0,4201724,2024.06.13
99,Hey Driver,Zach Bryan Feat. The War and Treaty,29,-9,38,3,0,70300,-28000,98300,5819690,2024.06.13
100,Park,Tyler Hubbard,20,2,18,7,0,70200,19800,50400,806670,2024.06.13
101,The Star-Spangled Banner,Chris Stapleton,17,3,14,17,0,63200,1900,61300,98528,2024.06.13
102,When My Baby's In Boots,Randall King,4,1,3,1,0,56200,37700,18500,0,2024.06.13
103,The Man He Sees In Me,Luke Combs,15,14,1,7,0,53600,34900,18700,8487077,2024.06.13
104,My Place,Carly Pearce,14,14,0,12,0,53000,53000,0,125952,2024.06.13
105,Fault Line,Carly Pearce,13,13,0,11,0,51400,51400,0,184548,2024.06.13
105,Oklahoma,Carly Pearce,13,13,0,11,0,51400,51400,0,192959,2024.06.13
107,Country Music Made Me Do It,Carly Pearce,11,11,0,9,0,49900,49900,0,112689,2024.06.13
108,That's Texas,Cody Johnson,4,1,3,2,0,49500,20600,28900,305417,2024.06.13
109,Where That Came From,Randy Travis,9,-1,10,3,0,44900,-11500,56400,1145804,2024.06.13
110,Running Out Of Time,Wyatt Flores,17,0,17,1,0,44200,-17300,61500,457117,2024.06.13
111,Oklahoma Sooner,Jake Banfield,13,2,11,1,0,39800,6100,33700,3319,2024.06.13
112,Man Upstairs,Tim Dugger,8,-4,12,1,0,36100,-16800,52900,10783,2024.06.13
113,You In A Honky Tonk,Randall King,3,0,3,2,0,32300,25600,6700,323694,2024.06.13
114,Lighten That Load,Waylon Hanel,34,34,0,17,0,29600,29600,0,988,2024.06.13
115,Girl In Your Songs,Twinnie,33,17,16,17,0,29500,15500,14000,2820,2024.06.13
116,Goodbye You,Landon Parker,33,-18,51,17,0,29500,-14900,44400,774,2024.06.13
117,We Ain't The Only Ones,Randy Rogers & Wade Bowen,2,0,2,1,0,29200,12100,17100,0,2024.06.13
118,Paying For It,Levi Hummon,39,-23,62,9,0,29100,-28100,57200,89027,2024.06.13
119,Would If I Could (Feat. Lainey Wilson),Ernest,10,-7,17,1,0,28500,-12700,41200,1215237,2024.06.13
120,Acres,Brian Kelley,4,4,0,3,0,26100,26100,0,154771,2024.06.13
121,It's All Good 'Til It Ain't,Struggle Jennings & Caitlynne Curtis,13,1,12,1,0,26100,4600,21500,0,2024.06.13
122,Man On The Moon,Megan Moroney,16,16,0,3,0,25500,25500,0,2636363,2024.06.13
123,Am I The Only One,Aaron Lewis,6,3,3,2,0,23900,11800,12100,652204,2024.06.13
124,Work Boots,Cody Johnson,3,0,3,1,0,22800,-6200,29000,274800,2024.06.13
125,I Got A Problem,Drake Milligan,11,-2,13,1,0,20700,-3300,24000,54539,2024.06.13
126,I Just Wanna Be Mad,"Terri Clark, Cody Johnson",4,3,1,4,0,20600,16100,4500,276295,2024.06.13
127,You'll Always Be My Baby (Written For Daughters' Weddings),Alan Jackson,8,2,6,1,0,19200,5200,14000,49747,2024.06.13
128,Come On In,Kingdom Heirs,3,1,2,3,0,18600,7500,11100,2363,2024.06.13
129,Help Is On The Way,Gold City,3,0,3,3,0,18600,0,18600,15112,2024.06.13
130,Damn Good Time,Jordan Davis,5,0,5,1,0,17900,0,17900,215599,2024.06.13
131,"Poor, Poor Pitiful Me","Lainey Wilson, Terri Clark",4,3,1,4,0,17400,8000,9400,103312,2024.06.13
132,Here Comes Jesus,Jeff & Sheri Easter,2,1,1,1,0,17400,9900,7500,18315,2024.06.13
133,Last Rodeo,Restless Road,16,-12,28,6,0,17400,-31800,49200,518004,2024.06.13
134,Ain't That Some,Morgan Wallen,2,0,2,1,0,16800,0,16800,4851707,2024.06.13
135,Forgiven,Joseph Habedank,2,1,1,2,0,16600,9900,6700,2735,2024.06.13
136,Up In Texas,Midland,4,1,3,2,0,16300,10400,5900,95712,2024.06.13
137,Any Given Friday Night,Luke Combs,2,0,2,1,0,16000,0,16000,263973,2024.06.13
138,The Good I'Ll Do,Zach Bryan,3,3,0,1,0,15800,15800,0,2598383,2024.06.13
139,Dive,Luke Combs,2,1,1,1,0,15500,900,14600,1523501,2024.06.13
140,Give Me A Sunrise,Braxton Keith,2,0,2,1,0,15500,0,15500,55364,2024.06.13
141,Not Today,Mitchell Tenpenny,10,3,7,2,0,15400,11900,3500,463104,2024.06.13
142,Heaven On A Dirt Road,Jesse Felder,17,-17,34,17,0,14800,-14800,29600,0,2024.06.13
142,Ghost In My Chevy,Carson Wallace,17,-17,34,17,0,14800,-14800,29600,10565,2024.06.13
144,Follow,William Beckmann,1,1,0,1,0,14600,14600,0,5058,2024.06.13
145,Baby Do,Randall King,1,0,1,1,0,14600,13700,900,16427,2024.06.13
146,Love The Leavin',Drew Parker,1,-3,4,1,0,14600,-39400,54000,184854,2024.06.13
147,Revival Broke Out,Gaither Vocal Band,2,1,1,2,0,14200,7500,6700,1236,2024.06.13
148,Whose Rearview,Jason Aldean,2,1,1,1,0,13400,6800,6600,469471,2024.06.13
149,Days That End In Why,Morgan Wallen,7,2,5,2,0,13200,6300,6900,801174,2024.06.13
150,Good Day To Have A Great Day,Russell Dickerson,4,3,1,1,0,12500,9400,3100,480629,2024.06.13
151,This Side Of The Dirt,Neon Union,22,-4,26,5,0,12100,2200,9900,22121,2024.06.13
152,Breathe In Girl,Elizabeth Mary,7,1,6,1,0,12000,8600,3400,136,2024.06.13
153,There Is A Name,LeFevre Quartet,2,1,1,2,0,11900,7500,4400,1106,2024.06.13
154,Whatever Gets You Through It,Morgan Gruber,8,2,6,1,0,11400,-800,12200,151,2024.06.13
155,Midwest Rock & Roll,Ryan Hurd,1,1,0,1,0,11300,11300,0,166869,2024.06.13
156,He Pilots My Ship,Tribute Quartet,2,1,1,2,0,11100,4400,6700,765,2024.06.13
157,"I, John",Blackwood Brothers Quartet,2,0,2,2,0,11100,0,11100,44,2024.06.13
157,We Are The Church,Ernie Haase & Signature Sound,2,0,2,2,0,11100,0,11100,17844,2024.06.13
159,Oklahoma Smokeshow,Zach Bryan,4,3,1,1,0,10700,4700,6000,7471806,2024.06.13
160,Certified,Laura Bryna,14,0,14,1,0,10600,1600,9000,10772,2024.06.13
161,Whiskey Sour,Kane Brown,1,1,0,1,0,10100,10100,0,215573,2024.06.13
161,Dear Georgia,Kane Brown,1,1,0,1,0,10100,10100,0,87285,2024.06.13
163,Jesus Does,Lore Family,1,1,0,1,0,9900,9900,0,866,2024.06.13
164,Problems,12/Oc,5,1,4,1,0,8500,-4700,13200,2174,2024.06.13
165,John Deere Green,"HIXTAPE Feat. HARDY, Morgan Wallen, Joe Diffie",1,1,0,1,0,8300,8300,0,0,2024.06.13
166,Classic,Ernest,6,1,5,1,0,7900,3600,4300,25463,2024.06.13
167,Sun To Me,Zach Bryan,6,-2,8,1,0,7900,-600,8500,6915060,2024.06.13
168,My Bar,Priscilla Block,2,-7,9,1,0,7700,-41100,48800,119174,2024.06.13
169,Keepin' The Lights On,Kameron Marlowe,1,-4,5,1,0,7600,-17700,25300,127119,2024.06.13
170,By Your Grace,Cody Johnson,1,1,0,1,0,7500,7500,0,493333,2024.06.13
170,Sunday Sermons,Anne Wilson,1,1,0,1,0,7500,7500,0,555475,2024.06.13
170,Gettin' Ready To Breathe,Wes Hampton,1,1,0,1,0,7500,7500,0,18595,2024.06.13
173,Waiting For Me,Truesong,1,0,1,1,0,7500,3100,4400,708,2024.06.13
174,Mansions,Sound Street,1,0,1,1,0,7500,0,7500,711,2024.06.13
174,Checking In,For King & Country & Lee Brice,1,0,1,1,0,7500,0,7500,99040,2024.06.13
176,"Salt, Lime & Tequila",Ryan Griffin,1,1,0,1,0,7200,7200,0,82498,2024.06.13
177,Heart They Didn'T Break,Maddie & Tae,12,-2,14,1,0,6900,-2200,9100,216227,2024.06.13
178,Should'Ve Been A Cowboy,Jason Aldean,4,0,4,1,0,6800,0,6800,297936,2024.06.13
179,Heading In A New Direction,Elaine Roy,1,0,1,1,0,6700,6300,400,0,2024.06.13
180,When I Lift Up My Head,High Road,1,0,1,1,0,6700,0,6700,1792,2024.06.13
180,Sanding Off The Edges,Tim Menzies,1,0,1,1,0,6700,0,6700,244,2024.06.13
180,Part Of The Family,Littles,1,0,1,1,0,6700,0,6700,0,2024.06.13
180,After All,Mark Trammell Quartet,1,0,1,1,0,6700,0,6700,1831,2024.06.13
180,Fall Into Place,Jeff & Sheri Easter,1,0,1,1,0,6700,0,6700,817,2024.06.13
180,Dear Heavenly Father,11th Hour,1,0,1,1,0,6700,0,6700,2708,2024.06.13
180,There's A Song For That,Down East Boys,1,0,1,1,0,6700,0,6700,3016,2024.06.13
180,Door Wide Open,Gordon Mote,1,0,1,1,0,6700,0,6700,299,2024.06.13
180,Blue Collar Gospel,Jerry Salley,1,0,1,1,0,6700,0,6700,0,2024.06.13
180,Cross Over,Allens,1,0,1,1,0,6700,0,6700,13,2024.06.13
180,Peace Is,Sound,1,0,1,1,0,6700,0,6700,976,2024.06.13
180,Heaven Is Happening,Guardians,1,0,1,1,0,6700,0,6700,0,2024.06.13
180,Two Or Three,Collingsworth Family,1,0,1,1,0,6700,0,6700,9455,2024.06.13
180,Where You'Ve Walked,Lauren Talley,1,0,1,1,0,6700,0,6700,1016,2024.06.13
180,Made A Mess,Tim Menzies,1,0,1,1,0,6700,0,6700,152,2024.06.13
180,Preach The Word,Steve Ladd,1,0,1,1,0,6700,0,6700,75,2024.06.13
180,Be Ready,Karen Peck & New River,1,0,1,1,0,6700,0,6700,33756,2024.06.13
180,I Met Somebody On The Way To The Cemetery,Mark Bishop,1,0,1,1,0,6700,0,6700,0,2024.06.13
180,Praying For The Prodigal,Kingsmen,1,0,1,1,0,6700,0,6700,661,2024.06.13
199,My God,Scotty Inman,1,-1,2,1,0,6700,1900,4800,39511,2024.06.13
200,Your Healing Is On The Way,Greater Vision,1,-1,2,1,0,6700,-4400,11100,1009,2024.06.13
201,Meet Me At The Cross,Brian Free & Assurance,1,-1,2,1,0,6700,-7500,14200,4783,2024.06.13
1,I Had Some Help,Post Malone,7961,504,7457,144,0,31537000,1854200,29682800,40612423,2024.06.20
2,Your Place,Ashley Cooke,7747,1187,6560,145,0,27104000,4188100,22915900,1629855,2024.06.20
3,Cowgirls,Morgan Wallen,6877,995,5882,145,0,26299400,3641700,22657700,15975420,2024.06.20
4,Where It Ends,Bailey Zimmerman,6208,-457,6665,141,0,26016800,-1069400,27086200,5832301,2024.06.20
5,Take Her Home,Kenny Chesney,5799,-2453,8252,145,0,21776400,-8312200,30088600,1812016,2024.06.20
6,We Ride,Bryan Martin,6066,188,5878,145,0,21375000,520900,20854100,4751290,2024.06.20
7,Halfway To Hell,Jelly Roll,5670,-1383,7053,143,0,21159700,-5420300,26580000,3239644,2024.06.20
8,Bulletproof,Nate Smith,5374,6,5368,145,0,19782800,494000,19288800,7567120,2024.06.20
9,Let Your Boys Be Country,Jason Aldean,5705,198,5507,145,0,19736900,508300,19228600,2382770,2024.06.20
10,Young Love & Saturday Nights,Chris Young,5104,234,4870,145,0,18944800,963000,17981800,879137,2024.06.20
11,Dirt Cheap,Cody Johnson,4947,278,4669,145,0,17668000,233300,17434700,6324177,2024.06.20
12,She's Somebody's Daughter,Drew Baldridge,4491,527,3964,144,0,15628000,1956300,13671700,498971,2024.06.20
13,Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,4044,465,3579,145,0,15116800,1214500,13902300,9752088,2024.06.20
14,We Don'T Fight Anymore,Carly Pearce,4484,331,4153,145,0,14445300,1255200,13190100,2700887,2024.06.20
15,Chevrolet,Dustin Lynch Feat. Jelly Roll,4007,225,3782,145,0,14148600,1061800,13086800,3175028,2024.06.20
16,Love You Again,Chase Matthew,4202,114,4088,145,0,14102900,710400,13392500,2430560,2024.06.20
17,A Bar Song (Tipsy),Shaboozey,3463,607,2856,144,0,13858400,3257500,10600900,40695105,2024.06.20
18,I'M Not Pretty,Megan Moroney,3431,-28,3459,144,0,11032400,-51600,11084000,2169119,2024.06.20
19,Hang Tight Honey,Lainey Wilson,2880,-81,2961,145,0,10333300,-115400,10448700,3528646,2024.06.20
20,This Is My Dirt,Justin Moore,2941,210,2731,144,0,9389800,555300,8834500,553739,2024.06.20
21,One Bad Habit,Tim McGraw,2867,-72,2939,145,0,9383200,240500,9142700,649183,2024.06.20
22,Austin,Dasha,2082,184,1898,139,0,7616100,1112500,6503600,14865349,2024.06.20
23,"Love You, Miss You, Mean It",Luke Bryan,2255,116,2139,143,0,7282500,326800,6955700,2937685,2024.06.20
24,Messed Up As Me,Keith Urban,2182,122,2060,140,0,6192300,365800,5826500,1488339,2024.06.20
25,Gonna Love You,Parmalee,2027,-22,2049,143,0,6005700,-243000,6248700,313065,2024.06.20
26,Dance With You,Brett Young,2092,143,1949,140,0,5684700,108700,5576000,655942,2024.06.20
27,Beautiful As You,Thomas Rhett,1705,100,1605,136,0,5514600,497900,5016700,5676365,2024.06.20
28,Sounds Like The Radio,Zach Top,1779,121,1658,137,0,5083800,418900,4664900,896401,2024.06.20
29,Bigger Houses,Dan + Shay,1812,111,1701,138,0,4848400,224900,4623500,1465907,2024.06.20
30,I Am Not Okay,Jelly Roll,1058,-543,1601,103,0,4575100,-2479700,7054800,11320670,2024.06.20
31,Over When We'Re Sober,Brantley Gilbert,977,977,0,92,0,4223400,4223400,0,439,2024.06.20
32,Miles On It,Marshmello & Kane Brown,1374,-9,1383,134,0,4147600,81900,4065700,13331825,2024.06.20
33,American Girl,Dierks Bentley,1401,27,1374,134,0,4071100,214400,3856700,619287,2024.06.20
34,Cowboy Songs,George Birge,1361,42,1319,123,0,3968400,128200,3840200,656857,2024.06.20
35,Damn Good Day To Leave,Riley Green,1200,35,1165,114,0,3739400,253700,3485700,1180864,2024.06.20
36,Boys Back Home,Dylan Marlowe Feat. Dylan Scott,1164,-20,1184,106,0,3456900,102900,3354000,3447935,2024.06.20
37,Called Crazy,Kassi Ashton,727,-9,736,49,0,3218700,-76100,3294800,310472,2024.06.20
38,Think I’m In Love With You,Chris Stapleton,1016,70,946,94,0,3016300,130300,2886000,7558124,2024.06.20
39,Wind Up Missin' You,Tucker Wetmore,831,257,574,70,0,2728200,803100,1925100,7355391,2024.06.20
40,Breakin' In Boots,Matt Stell,1213,29,1184,116,0,2596700,-371300,2968000,1191679,2024.06.20
41,Whatcha See Is Whatcha Get,Chris Janson,1026,29,997,110,0,2543100,98900,2444200,192526,2024.06.20
42,Find Another Bar,Chris Lane,1273,94,1179,132,0,2542300,77900,2464400,114556,2024.06.20
43,This Town's Been Too Good To Us,Dylan Scott,978,67,911,102,0,2488400,153900,2334500,2558909,2024.06.20
44,Friends Like That,John Morgan Feat. Jason Aldean,857,46,811,83,0,2320400,281200,2039200,986231,2024.06.20
45,Forever To Me,Cole Swindell,705,29,676,77,0,2310700,78900,2231800,1495781,2024.06.20
46,Tie Up,Zac Brown Band,999,-32,1031,123,0,2214800,-739600,2954400,646060,2024.06.20
47,I Tried A Ring On,Tigirlily Gold,1022,60,962,106,0,2059500,292900,1766600,932411,2024.06.20
48,Wranglers,Miranda Lambert,767,-16,783,97,0,1901300,-7000,1908300,2097528,2024.06.20
49,Drinkin' Buddies,"Lee Brice, Hailey Whitters, And Nate Smith",561,-10,571,87,0,1735300,14300,1721000,449387,2024.06.20
50,Life With You,Kelsey Hart,850,3,847,89,0,1656400,40200,1616200,2591783,2024.06.20
51,SIX FEET UNDER (Caleigh's Song),Hardy,487,-341,828,72,0,1584500,-1542200,3126700,1841360,2024.06.20
52,Devil You Know,Tyler Braden,399,67,332,43,0,1030600,304000,726600,5196225,2024.06.20
53,Country Back,Randy Houser,608,14,594,75,0,984600,-21200,1005800,96060,2024.06.20
54,Hometown Home,Locash,481,43,438,67,0,917500,151900,765600,200166,2024.06.20
55,King Of Country Music,Ryan Larkins,407,-32,439,61,0,895900,-19600,915500,11628,2024.06.20
56,Holy Smokes,Bailey Zimmerman,278,69,209,33,0,889700,192400,697300,5206907,2024.06.20
57,Fall Of Summer,Scotty McCreery,400,11,389,68,0,876600,102000,774600,369922,2024.06.20
58,This Heart,Corey Kent,477,17,460,54,0,838000,28100,809900,1364300,2024.06.20
59,Single Again,Josh Ross,480,-29,509,73,0,735400,-74200,809600,2634295,2024.06.20
60,Everything I Need,Chayce Beckham,399,14,385,56,0,709400,24100,685300,228821,2024.06.20
61,Roulette On The Heart,Conner Smith,394,-15,409,56,0,616100,-107000,723100,761251,2024.06.20
62,Country House,Sam Hunt,285,2,283,49,0,587600,-4300,591900,517414,2024.06.20
63,Things I Take For Granted,Larry Fleet,338,-9,347,48,0,567800,-2100,569900,949581,2024.06.20
64,Break Mine,Brothers Osborne,289,-6,295,39,0,556000,-36200,592200,348860,2024.06.20
65,Neon Baby,Annie Bosko,353,-2,355,47,0,544900,2100,542800,16134,2024.06.20
66,The Devil I Know,Ashley McBryde,322,1,321,38,0,515400,-19700,535100,743609,2024.06.20
67,Good On You,Priscilla Block,283,-15,298,43,0,456400,-42000,498400,829314,2024.06.20
68,Sweet Dreams,Koe Wetzel,164,-10,174,15,0,409700,-58700,468400,10206283,2024.06.20
69,Pray All The Way Home,Austin Snell,154,-19,173,31,0,408800,-28400,437200,1009511,2024.06.20
70,Strangers,Kameron Marlowe & Ella Langley,278,24,254,43,0,403100,4100,399000,2247672,2024.06.20
71,Bury Me In This Bar,Dalton Dover,294,41,253,48,0,386200,92400,293800,40606,2024.06.20
72,Dance Like No One’s Watching,Gabby Barrett,245,-15,260,31,0,348800,-41100,389900,424934,2024.06.20
73,Uh-huh (Ajá),Frank Ray,271,-4,275,38,0,300600,200,300400,33158,2024.06.20
74,The Man He Sees In Me,Luke Combs,75,60,15,10,0,294700,241100,53600,11244455,2024.06.20
75,Sad Girl Summer,Maddie & Tae,57,57,0,56,0,284100,284100,0,474049,2024.06.20
76,Pink Skies,Zach Bryan,91,-7,98,7,0,283600,-96800,380400,25488014,2024.06.20
77,Beatles And Eagles,Frontmen,190,16,174,28,0,263900,115800,148100,1042,2024.06.20
78,Young Man,Greylan James,46,10,36,3,0,243600,68800,174800,40362,2024.06.20
79,Never Been Over,Darius Rucker,179,-7,186,32,0,234200,9200,225000,454081,2024.06.20
80,Mia Down In Mia,George Strait,37,-21,58,5,0,216900,-100700,317600,460787,2024.06.20
81,Opening Act,Raging Idiots,39,39,0,39,0,188000,188000,0,0,2024.06.20
81,Better Things To Do,"Ashley Mcbryde, Terri Clark",39,39,0,39,0,188000,188000,0,19309,2024.06.20
83,I Could Be That Rain,Randall King,140,10,130,17,0,177000,-78100,255100,357622,2024.06.20
84,Baby Daddy's Weekend,Elle King,167,-9,176,29,0,176400,-19800,196200,59217,2024.06.20
85,Spin You Around (1/24),Morgan Wallen,55,-11,66,15,0,159200,-35800,195000,6155434,2024.06.20
86,Songs About Whiskey,Anne Wilson,24,2,22,3,0,144000,12000,132000,204152,2024.06.20
87,Two Night Stands,Kylie Morgan,115,-15,130,22,0,143600,-21400,165000,99893,2024.06.20
88,Park,Tyler Hubbard,83,63,20,21,0,138900,68700,70200,769801,2024.06.20
89,Roots,Austin Burke,32,1,31,1,0,119800,-12800,132600,9604,2024.06.20
90,How Is She,Cole Swindell,18,-2,20,1,0,112800,3200,109600,48360,2024.06.20
91,Big Blue Sky,Jackson Dean,23,23,0,21,0,109600,109600,0,183425,2024.06.20
92,Wine Into Whiskey,Tucker Wetmore,32,-28,60,3,0,108200,-88000,196200,8374115,2024.06.20
93,Wondering Why,Red Clay Strays,34,-1,35,4,0,103300,-3600,106900,5053103,2024.06.20
94,Counterfeit You,Nikita Karmen,48,48,0,48,0,93300,93300,0,4645,2024.06.20
94,Whether You Love Me Or Not,Meghan Patrick,48,48,0,48,0,93300,93300,0,75765,2024.06.20
96,Worst Way,Riley Green,19,-3,22,2,0,90500,-68100,158600,4598568,2024.06.20
97,Take You With Me,Luke Combs,17,17,0,16,0,78500,78500,0,332563,2024.06.20
98,Where That Came From,Randy Travis,10,1,9,3,0,73400,28500,44900,1097511,2024.06.20
99,Love The Leavin',Drew Parker,47,46,1,10,0,67800,53200,14600,201075,2024.06.20
100,Take Me Out To The Ballgame,Luke Combs,12,12,0,4,0,67500,67500,0,3208365,2024.06.20
101,Remember Him That Way,Luke Combs,15,14,1,5,0,67100,62400,4700,11293371,2024.06.20
102,Hey Driver,Zach Bryan Feat. The War and Treaty,29,0,29,3,0,66500,-3800,70300,6055912,2024.06.20
103,Good Day To Have A Great Day,Russell Dickerson,17,13,4,1,0,59100,46600,12500,484687,2024.06.20
104,No Caller Id,Megan Moroney,23,-50,73,3,0,54400,-124300,178700,2102381,2024.06.20
105,The Star-Spangled Banner,Chris Stapleton,10,-7,17,10,0,51800,-11400,63200,97557,2024.06.20
106,Broadway Girls,Lil Durk Feat. Morgan Wallen,15,-11,26,2,0,49700,-53300,103000,6178683,2024.06.20
107,Whoever You Turn Out To Be,Luke Combs,8,8,0,2,0,44700,44700,0,3813880,2024.06.20
108,Huntin' By Yourself,Luke Combs,6,6,0,2,0,43700,43700,0,4881756,2024.06.20
109,Man Upstairs,Tim Dugger,9,1,8,1,0,42500,6400,36100,11631,2024.06.20
110,Man On The Moon,Megan Moroney,9,-7,16,1,0,40100,14600,25500,2208481,2024.06.20
111,Work Boots,Cody Johnson,3,0,3,1,0,39400,16600,22800,254682,2024.06.20
