Rank,Song,Artist,TP Spins,+/- Chg. Spins,LP Spins,Stations,Adds,TP Audience,+/- Chg. Audience,LP Audience,TP Stream,week_of
199,Star Spangled Banner,Mickey Guyton,2,-1,3,2,0,9300,-2200,11500,0,2023.07.20
200,Quittin' Time,Morgan Wallen,2,1,1,1,0,9200,7900,1300,1168195,2023.07.20
1,Fast Car,Luke Combs,8239,-461,8700,145,0,33766600,-1004300,34770900,22829412,2023.07.27
2,Need A Favor,Jelly Roll,8204,432,7772,144,0,32690300,2212700,30477600,11412015,2023.07.27
3,Last Night,Morgan Wallen,7230,-284,7514,145,0,30142100,-1483300,31625400,29832319,2023.07.27
4,"You, Me, And Whiskey",Justin Moore & Priscilla Block,7003,400,6603,145,0,26594000,1705200,24888800,4237490,2023.07.27
5,Dancin' In The Country,Tyler Hubbard,5343,-320,5663,145,0,24125900,-1783900,25909800,6751766,2023.07.27
6,Bury Me In Georgia,Kane Brown,5867,383,5484,145,0,22186900,1592100,20594800,6641545,2023.07.27
7,Love You Anyway,Luke Combs,6031,333,5698,145,0,22139600,1035200,21104400,7528534,2023.07.27
8,Your Heart Or Mine,Jon Pardi,5786,13,5773,145,0,21339300,107600,21231700,5060666,2023.07.27
9,Angels,Thomas Rhett,4829,153,4676,145,0,18283700,625500,17658200,2544743,2023.07.27
10,Religiously,Bailey Zimmerman,4342,149,4193,145,0,16376100,405800,15970300,12013164,2023.07.27
11,Girl In Mine,Parmalee,4291,66,4225,144,0,15370900,638800,14732100,3075570,2023.07.27
12,But I Got A Beer In My Hand,Luke Bryan,3730,358,3372,145,0,13243500,1398700,11844800,3501250,2023.07.27
13,Looking For You,Chris Young,3807,21,3786,145,0,13199300,179400,13019900,2753715,2023.07.27
14,Drinkaby,Cole Swindell,3818,29,3789,145,0,12942500,36000,12906500,2825317,2023.07.27
15,Standing Room Only,Tim McGraw,3574,15,3559,145,0,12229500,488100,11741400,2858117,2023.07.27
16,Everything I Love,Morgan Wallen,3026,295,2731,144,0,11946900,1047000,10899900,4757943,2023.07.27
17,Watermelon Moonshine,Lainey Wilson,3188,205,2983,145,0,11048600,797100,10251500,5648049,2023.07.27
18,God Gave Me A Girl,Russell Dickerson,3173,225,2948,140,0,10755700,646500,10109200,2152806,2023.07.27
19,Everything She Ain't,Hailey Whitters,3170,-53,3223,145,0,9867500,-293800,10161300,2690700,2023.07.27
20,White Horse,Chris Stapleton,2123,2122,1,134,0,9551400,9546900,4500,9892131,2023.07.27
21,Can'T Have Mine,Dylan Scott,2913,33,2880,145,0,9146800,351300,8795500,3241310,2023.07.27
22,If You Go Down (I'M Going Down Too),Kelsea Ballerini,3002,13,2989,145,0,8647100,132300,8514800,2603211,2023.07.27
23,Stars Like Confetti,Dustin Lynch,2716,199,2517,141,0,8380800,511800,7869000,1985206,2023.07.27
24,Try That In A Small Town,Jason Aldean,2210,260,1950,141,0,7927800,1387200,6540600,37341327,2023.07.27
25,All I Need Is You,Chris Janson,2279,28,2251,144,0,5950900,202700,5748200,1222536,2023.07.27
26,We Got History,Mitchell Tenpenny,1827,32,1795,139,0,5729100,60400,5668700,1880104,2023.07.27
27,Light On In The Kitchen,Ashley McBryde,1969,-11,1980,144,0,5144900,-140000,5284900,1262556,2023.07.27
28,Mind On You,George Birge,1621,26,1595,137,0,4459500,469500,3990000,254685,2023.07.27
29,Nobody's Nobody,Brothers Osborne,1679,92,1587,139,0,4199400,303100,3896300,1781791,2023.07.27
30,Save Me The Trouble,Dan + Shay,1258,-1050,2308,116,0,3741300,-6335100,10076400,3094249,2023.07.27
31,23,Chayce Beckham,1466,6,1460,139,0,3720300,1000,3719300,2959470,2023.07.27
32,Creek Will Rise,Conner Smith,1688,17,1671,142,0,3708100,-130500,3838600,1219885,2023.07.27
33,Glory Days,Gabby Barrett,1293,103,1190,137,0,3327600,108000,3219600,2128274,2023.07.27
34,Different 'Round Here,Riley Green,1212,-90,1302,131,0,3231000,-308400,3539400,1791725,2023.07.27
35,Fearless,Jackson Dean,1532,3,1529,142,0,3219700,-40600,3260300,996407,2023.07.27
36,See You Next Summer,Brian Kelley,1192,164,1028,116,0,3046500,445400,2601100,533620,2023.07.27
37,Out Of That Truck,Carrie Underwood,846,119,727,86,0,2778000,500100,2277900,2681924,2023.07.27
38,Fires Don'T Start Themselves,Darius Rucker,955,-28,983,111,0,2670000,-196800,2866800,1161807,2023.07.27
39,Thinkin' Bout Me,Morgan Wallen,670,60,610,36,0,2594600,162400,2432200,14650367,2023.07.27
40,We Don'T Fight Anymore,Carly Pearce,870,-11,881,104,0,2408500,-119700,2528200,2280116,2023.07.27
41,Truck Bed,Hardy,925,-40,965,91,0,2314400,-197500,2511900,6613255,2023.07.27
42,World On Fire,Nate Smith,882,52,830,74,0,2228300,86100,2142200,4639389,2023.07.27
43,Pretty Little Poison,Warren Zeiders,644,222,422,56,0,2191300,700700,1490600,5276630,2023.07.27
44,Burn It Down,Parker Mccollum,710,53,657,71,0,2041200,104200,1937000,4051842,2023.07.27
45,On The Boat Again,Jake Owen,694,31,663,71,0,2037100,199900,1837200,543580,2023.07.27
46,Drive You Out Of My Mind,Kassi Ashton,779,37,742,82,0,1847200,157300,1689900,1284471,2023.07.27
47,Giving Up On That,Dalton Dover,789,-17,806,87,0,1616100,-2200,1618300,1236831,2023.07.27
48,Save Me (With Lainey Wilson),Jelly Roll,346,-40,386,24,0,1287300,-133100,1420400,5151269,2023.07.27
49,Shoot Tequila,Tigirlily Gold,610,49,561,66,0,1197100,174700,1022400,935735,2023.07.27
50,Somebody Else's Whiskey,Frank Ray,647,14,633,76,0,1183100,55500,1127600,164321,2023.07.27
51,Bad Day To Be A Cold Beer,Chase Rice,552,40,512,62,0,1010100,21600,988500,224659,2023.07.27
52,Marry That Girl,Easton Corbin,536,-17,553,70,0,961000,-108700,1069700,172447,2023.07.27
53,Outskirts,Sam Hunt,349,,,50,0,839500,,,3246081,2023.07.27
54,Buy A Bar,Tim Dugger,276,-9,285,41,0,795600,52900,742700,35976,2023.07.27
55,Drinkin' Problems,Dillon Carmichael,406,50,356,73,0,737700,55100,682600,78122,2023.07.27
56,If I Die Young (Pt. 2),Kimberly Perry,351,-33,384,79,0,677300,-50300,727600,840618,2023.07.27
57,Love You Again,Chase Matthew,362,14,348,44,0,667800,-12000,679800,3421156,2023.07.27
58,Save The Roses,Lee Brice,263,24,239,39,0,648900,61900,587000,754021,2023.07.27
59,Something Real,Dierks Bentley,340,25,315,50,0,648200,65400,582800,475082,2023.07.27
60,Jealous Of Myself,Tenille Arts,353,-14,367,50,0,641000,76900,564100,55311,2023.07.27
61,Something's Gonna Kill Me,Corey Kent,313,51,262,44,0,635300,228600,406700,3256990,2023.07.27
62,Without You,Thompson Square,395,7,388,56,0,575500,56900,518600,27315,2023.07.27
63,'98 Braves,Morgan Wallen,90,-26,116,2,0,547700,-118200,665900,3731804,2023.07.27
64,I'M Not Pretty,Megan Moroney,117,46,71,19,0,534000,156600,377400,1904959,2023.07.27
65,Wine Country,Hannah Ellis,287,22,265,47,0,459800,58800,401000,104516,2023.07.27
66,Just To Be Loved,Jo Dee Messina,107,100,7,58,0,414100,375700,38400,47237,2023.07.27
67,Brokenhearted,Joe Nichols,246,-15,261,39,0,383700,-16200,399900,41447,2023.07.27
68,Daylight Savings,Kidd G,188,97,91,39,0,337500,202800,134700,202664,2023.07.27
69,Dance With You,Brett Young,296,5,291,56,0,332100,31900,300200,2785559,2023.07.27
70,Trouble,Josh Ross,248,9,239,41,0,311700,43900,267800,2372766,2023.07.27
71,I Just Killed A Man,Catie Offerman,219,-20,239,35,0,242700,-65500,308200,121089,2023.07.27
72,Make You Mine,Marynn Taylor,270,18,252,44,0,227500,26200,201300,60597,2023.07.27
73,Oklahoma Smokeshow,Zach Bryan,52,4,48,4,0,199900,17800,182100,5613720,2023.07.27
74,Young Love & Saturday Nights,Chris Young,41,40,1,10,0,174800,163300,11500,896932,2023.07.27
75,How Is She,Cole Swindell,27,-1,28,1,0,173000,-23000,196000,91571,2023.07.27
76,Heart To Break,Ryan Griffin,177,-4,181,24,0,169900,-32900,202800,149401,2023.07.27
77,Namaste,Bobby Bones & The Raging Idiot,35,,,35,0,167600,,,1732,2023.07.27
78,Thicc As Thieves,Lauren Alaina,48,5,43,2,0,160700,36000,124700,1615978,2023.07.27
79,Ain'T Missin' You,Dylan Schneider,93,51,42,26,0,155900,122300,33600,393810,2023.07.27
80,Closer,Chainsmokers Feat. Halsey,35,,,20,0,155200,,,3643289,2023.07.27
81,Lovin You Gets In The Way,Ben Gallaher,80,-17,97,16,0,122500,-35000,157500,21975,2023.07.27
82,One Of Us,Matt Stell,28,11,17,3,0,122200,55000,67200,870321,2023.07.27
83,With You I Am,Cody Johnson,10,4,6,3,0,120700,55200,65500,1322739,2023.07.27
84,Best Of Me,David Nail,36,-1,37,1,0,120200,-11400,131600,19636,2023.07.27
85,Already Crazy,Carter Faith,48,0,48,48,0,103900,0,103900,20816,2023.07.27
86,Mean Girl,Ashley Cooke,48,,,48,0,103900,,,224972,2023.07.27
87,5 Leaf Clover,Luke Combs,16,0,16,1,0,98900,4600,94300,3031919,2023.07.27
88,A Special Place,Danielle Bradbery,35,9,26,7,0,96500,44300,52200,236501,2023.07.27
89,Wasting All These Tears,Austin Snell,16,1,15,1,0,91900,8500,83400,868034,2023.07.27
90,Colorado,Florida Georgia Line,14,-1,15,2,0,89600,-2100,91700,67700,2023.07.27
91,Don't Think Jesus,Morgan Wallen,13,10,3,13,0,72900,68300,4600,1675307,2023.07.27
92,Tucson Too Late,Jordan Davis,13,12,1,2,0,72100,62600,9500,978588,2023.07.27
93,Tuggin' On My Heartstrings,Randall King,4,1,3,1,0,68000,44700,23300,25963,2023.07.27
94,Jesus Got A Tight Grip,Blake Shelton,10,,,10,0,64600,,,14300,2023.07.27
95,Neon You,Don Louis,5,-1,6,2,0,63200,600,62600,95230,2023.07.27
96,The Star-Spangled Banner,Chris Stapleton,17,2,15,16,0,61700,-8200,69900,613059,2023.07.27
97,Giving You Up,Kameron Marlowe,9,2,7,2,0,55000,25700,29300,1005238,2023.07.27
98,Along For The Ride,Jordan Harvey,55,-9,64,10,0,53500,-28000,81500,38599,2023.07.27
99,Tough Crowd,Jason Aldean,21,19,2,2,0,53300,43900,9400,1813139,2023.07.27
100,Heartfirst,Kelsea Ballerini,15,1,14,1,0,51400,-16100,67500,686233,2023.07.27
101,Sun To Me,Zach Bryan,23,-4,27,3,0,51000,-2300,53300,4596510,2023.07.27
102,Out Of Nowhere,Walker Montgomery,14,1,13,1,0,50100,-2100,52200,14006,2023.07.27
103,Tulsa,Elle King,23,-2,25,2,0,47000,-19100,66100,75303,2023.07.27
104,Grease,Lainey Wilson,17,-1,18,3,0,46500,4800,41700,254207,2023.07.27
105,Holy Water,Michael Ray,8,1,7,2,0,44400,-3100,47500,342713,2023.07.27
106,"Love, Beer",Andrew Sevener,77,1,76,19,0,43400,600,42800,902,2023.07.27
107,Back At The Bar,Landon Parker,76,56,20,19,0,43200,32200,11000,10336,2023.07.27
108,Honey!,Rayne Johnson,76,-14,90,19,0,43200,-9800,53000,35121,2023.07.27
109,Have You Forgotten?,Darryl Worley,8,3,5,4,0,43100,16800,26300,94413,2023.07.27
110,3 Tequila Floor,Josiah Siska,18,-2,20,5,0,40300,16200,24100,11144,2023.07.27
111,The Star-Spangled Banner,Carly Pearce,3,-1,4,2,0,39400,11700,27700,0,2023.07.27
112,I Hope Heaven,Karissa Ella,73,36,37,19,0,38900,17500,21400,0,2023.07.27
113,You In A Honky Tonk,Randall King,3,-1,4,2,0,36800,2700,34100,490500,2023.07.27
114,For What It's Worth,Breland,6,-4,10,2,0,36400,27400,9000,1839381,2023.07.27
115,Sun Sets In Colorado,Dierks Bentley,13,0,13,1,0,35000,-2700,37700,49299,2023.07.27
116,A Walk In The Bar,Lauren Alaina,10,1,9,2,0,33700,1900,31800,137482,2023.07.27
117,How I Get High,Josh Kaiser,57,3,54,14,0,33400,600,32800,0,2023.07.27
118,Downtime,Roman Alexander,59,26,33,19,0,32800,13700,19100,20768,2023.07.27
119,Too Soon To Say Goodbye,Wayland,57,15,42,19,0,32400,7500,24900,578,2023.07.27
120,Under A Southern Sky,Ian Flanigan,56,36,20,19,0,32200,21200,11000,870,2023.07.27
121,First Rodeo,Daves Highway,56,-38,94,19,0,32200,-21700,53900,488,2023.07.27
122,Question The Universe,Teddy Robb,55,-2,57,19,0,32000,-300,32300,4954,2023.07.27
123,Young Man's Blues,Parker Mccollum,3,-2,5,1,0,30900,-32500,63400,490452,2023.07.27
124,Ain't That Some,Morgan Wallen,13,0,13,2,0,30100,-7900,38000,6026199,2023.07.27
125,Money On Me,Morgan Wallen,13,,,13,0,30000,,,1128829,2023.07.27
126,Cowgirls,Morgan Wallen,11,-5,16,4,0,29200,-22700,51900,7457075,2023.07.27
127,Just Drive,Erin Kinsey,12,6,6,6,0,28600,14300,14300,144432,2023.07.27
128,Stop Coming Over,Chris Lane,11,5,6,6,0,26500,14700,11800,52703,2023.07.27
129,Star Spangled Banner,Abby Anderson,3,-3,6,3,0,26500,-7700,34200,0,2023.07.27
130,Down On The Beach,Russell Dickerson,13,-9,22,1,0,25900,-23800,49700,176254,2023.07.27
131,Polaroid,Keith Urban,11,,,6,0,25500,,,19839,2023.07.27
132,Drink One For Me,Hardy,4,-1,5,1,0,25300,-6800,32100,197078,2023.07.27
133,Heart Of A Small Town,Tim Dugger,3,2,1,1,0,24300,21100,3200,17960,2023.07.27
134,The Good I'Ll Do,Zach Bryan,10,9,1,1,0,22700,18900,3800,2665429,2023.07.27
135,Lovin' Where It's Goin',Josh Ward,2,-2,4,1,0,22700,9200,13500,41659,2023.07.27
136,"1, 2 Many",Luke Combs & Brooks & Dunn,7,4,3,6,0,21400,14600,6800,1663218,2023.07.27
137,I'M Not For Everyone,Brothers Osborne,5,4,1,3,0,20600,18800,1800,573318,2023.07.27
138,From Austin,Zach Bryan,4,2,2,2,0,20600,8200,12400,2262683,2023.07.27
139,Find Yourself,Lukas Nelson & Promise Of The Real,9,-28,37,8,0,20400,-154800,175200,244607,2023.07.27
140,Nothin' On You,Cody Johnson,2,,,2,0,20200,,,1228277,2023.07.27
141,Codigo,George Strait,2,,,1,0,19000,,,37002,2023.07.27
142,The Luckiest,Josh Abbott Band,1,0,1,1,0,18200,16600,1600,31659,2023.07.27
143,We Ain't The Only Ones,Randy Rogers & Wade Bowen,1,-1,2,1,0,18200,-2000,20200,0,2023.07.27
144,Baby Do,Randall King,1,,,1,0,18200,,,27525,2023.07.27
144,A Cowboy Can (Live at Billy Bob's Texas),Josh Ward,1,,,1,0,18200,,,2275,2023.07.27
144,Why Indiana,Parker Mccollum,1,,,1,0,18200,,,153634,2023.07.27
147,"Salt, Lime & Tequila",Ryan Griffin,7,5,2,7,0,17200,-600,17800,112372,2023.07.27
148,The Great Divide,Luke Combs & Billy Strings,6,3,3,1,0,16800,9500,7300,257003,2023.07.27
149,Stranger In My House,Ronnie Milsap,1,-2,3,1,0,16600,4700,11900,148924,2023.07.27
150,Forever Bound,12/Oc,7,-2,9,1,0,16600,1300,15300,4601,2023.07.27
151,Quittin' Time,Morgan Wallen,4,2,2,1,0,16000,6800,9200,1134941,2023.07.27
152,Star Spangled Banner,Mickey Guyton,3,1,2,3,0,16000,6700,9300,0,2023.07.27
153,Wild as You,Cody Johnson,4,-1,5,2,0,15700,-7100,22800,1070777,2023.07.27
154,Buckles And Broken Hearts,Joe Peters,3,2,1,1,0,15600,14000,1600,1744,2023.07.27
155,That's Why We Fight,Ella Langley & Koe Wetzel,10,-1,11,1,0,15500,-400,15900,1100878,2023.07.27
156,Any Given Friday Night,Luke Combs,2,0,2,1,0,15200,0,15200,367454,2023.07.27
157,If It Wasn't For Trucks,Riley Green,4,0,4,2,0,14900,9700,5200,626416,2023.07.27
158,When Will I Be Loved,"Ashley McBryde, Caylee Hammack & Pillbox Patti",6,,,6,0,14300,,,40418,2023.07.27
158,Outrunnin' Your Memory,Luke Combs & Miranda Lambert,6,,,6,0,14300,,,735194,2023.07.27
160,Star Spangled Banner,Maren Morris,1,0,1,1,0,13700,4700,9000,0,2023.07.27
161,Loud and Heavy,Cody Jinks,7,-4,11,1,0,13200,-5100,18300,1950960,2023.07.27
162,Love Is Real,Morgan Evans,6,2,4,2,0,12800,8800,4000,56240,2023.07.27
163,ghost in my guitar,Alana Springsteen,2,,,2,0,12700,,,463778,2023.07.27
164,She's Somebody's Daughter,Drew Baldridge,11,8,3,2,0,12400,7800,4600,123949,2023.07.27
165,National Anthem From Battle At Bristol,Jennifer Nettles,4,0,4,4,0,12300,-9600,21900,0,2023.07.27
166,Runnin' Through That T,Thomas Edwards,1,,,1,0,11700,,,20926,2023.07.27
167,We Are The Champions/We Will Rock You,Dolly Parton,1,,,1,0,11300,,,0,2023.07.27
167,We Are The Champions/We Will Rock You,Dolly Parton,1,,,1,0,11300,,,665240,2023.07.27
169,All Trucks Go To Heaven,Boomtown Saints,5,,,5,0,11200,,,4308,2023.07.27
170,The Star Spangled Banner,Brad Paisley,3,1,2,3,0,11100,100,11000,0,2023.07.27
171,Longneck Way To Go,Midland Feat. Jon Pardi,2,-5,7,1,0,10900,2000,8900,194020,2023.07.27
172,House Fire,Tyler Childers,3,0,3,1,0,10700,0,10700,1214267,2023.07.27
173,Loser,Mike Ryan,2,-2,4,1,0,10400,-14900,25300,11782,2023.07.27
174,Once And For All,Gold City,2,1,1,2,0,10200,4900,5300,17971,2023.07.27
175,"Liar, Liar",Brian Free & Assurance,2,,,2,0,10200,,,20158,2023.07.27
176,Bigger Houses,Dan + Shay,7,4,3,1,0,10100,-2000,12100,553134,2023.07.27
177,Better Off,Trace Adkins,4,1,3,3,0,10000,-9800,19800,16711,2023.07.27
178,Goin' Crazy,Jameson Rodgers,8,0,8,1,0,10000,-100,10100,17419,2023.07.27
179,Build A Bridge,Ashley Cooke,5,,,1,0,9800,,,66568,2023.07.27
180,"The Father, My Son, And The Holy Ghost",Craig Morgan,2,1,1,1,0,9700,8400,1300,57253,2023.07.27
181,Humble And Kind (Nunca Te Olvides De Amar),Tim McGraw,2,-1,3,2,0,9700,-1900,11600,878,2023.07.27
182,Man Made A Bar,Morgan Wallen,8,-16,24,2,0,9700,-50300,60000,4271423,2023.07.27
183,Girl On Fire,Kameron Marlowe,3,2,1,1,0,9600,-8600,18200,1006691,2023.07.27
184,Heartless,Diplo & Julia Michaels Feat. Morgan Wallen,4,1,3,2,0,9500,-2500,12000,7123034,2023.07.27
185,Hannah Ford Road,Luke Combs,1,0,1,1,0,9500,8500,1000,615370,2023.07.27
186,Star Spangled Banner,Demi Lovato,1,-1,2,1,0,9400,-1500,10900,98,2023.07.27
187,Behind Bars,Jelly Roll,3,-1,4,1,0,9300,-700,10000,549496,2023.07.27
188,Feel Like This,Ingrid Andress,10,-1,11,2,0,8800,7500,1300,1181515,2023.07.27
189,BELLS,Rachelle Garniez,1,0,1,1,0,8700,0,8700,0,2023.07.27
190,Paradise To Me,Niko Moon,3,-1,4,2,0,8700,3100,5600,664959,2023.07.27
191,Dangerous,Morgan Wallen,1,0,1,1,0,8400,6200,2200,1844758,2023.07.27
192,God Only Knows,for King & Country,1,0,1,1,0,8400,5200,3200,1111663,2023.07.27
193,I Wrote The Book,Morgan Wallen,1,-2,3,1,0,8400,-9600,18000,5596467,2023.07.27
194,Country A$$ Shit,Morgan Wallen,1,,,1,0,8400,,,694312,2023.07.27
194,Like I'M On The Shore,Erwins,1,,,1,0,8400,,,1472,2023.07.27
194,For My Money,Brandon Lay,1,,,1,0,8400,,,14353,2023.07.27
194,Safe Haven,Hillary Scott & The Scott Family,1,,,1,0,8400,,,5186,2023.07.27
194,Silverado For Sale,Morgan Wallen,1,,,1,0,8400,,,1650296,2023.07.27
199,Everything Has Your Memory,Wade Bowen,2,1,1,2,0,8100,2000,6100,12061,2023.07.27
199,Nothing But Love Songs,Randy Rogers Band,2,1,1,2,0,8100,2000,6100,16725,2023.07.27
201,Songs We Used To Sing,Ernest,5,-1,6,1,0,8100,-13300,21400,83187,2023.07.27
202,Pastels,Brook & The Bluff,1,-2,3,1,0,8100,-2400,10500,20840,2023.07.27
203,He's a Coming,Darin & Brooke Aldridge,1,,,1,0,8100,,,161,2023.07.27
1,Need A Favor,Jelly Roll,8254,121,8133,143,0,32935600,504000,32431600,10451942,2023.08.03
2,Fast Car,Luke Combs,7917,-252,8169,144,0,32454700,-1069900,33524600,21361899,2023.08.03
3,"You, Me, And Whiskey",Justin Moore & Priscilla Block,7743,807,6936,144,0,29817300,3477700,26339600,5845139,2023.08.03
4,Last Night,Morgan Wallen,6641,-527,7168,144,0,28732100,-1179400,29911500,27521511,2023.08.03
5,Love You Anyway,Luke Combs,6366,401,5965,144,0,23846200,1932900,21913300,7425668,2023.08.03
6,Dancin' In The Country,Tyler Hubbard,5461,153,5308,143,0,23827200,-167100,23994300,6517796,2023.08.03
7,Bury Me In Georgia,Kane Brown,6026,202,5824,144,0,23063800,1008700,22055100,6637096,2023.08.03
8,Your Heart Or Mine,Jon Pardi,6100,355,5745,144,0,22807700,1594600,21213100,4150990,2023.08.03
9,Angels,Thomas Rhett,5006,210,4796,144,0,18483300,311100,18172200,2485496,2023.08.03
10,Religiously,Bailey Zimmerman,4523,206,4317,144,0,16362900,64200,16298700,12016289,2023.08.03
11,Girl In Mine,Parmalee,4369,113,4256,143,0,16089400,842400,15247000,3219043,2023.08.03
12,But I Got A Beer In My Hand,Luke Bryan,3812,105,3707,144,0,13701200,527500,13173700,3565850,2023.08.03
13,Drinkaby,Cole Swindell,3854,50,3804,144,0,13560100,634300,12925800,2436572,2023.08.03
14,Looking For You,Chris Young,3840,67,3773,144,0,13319400,255800,13063600,2608711,2023.08.03
15,Everything I Love,Morgan Wallen,3276,263,3013,144,0,12494400,603300,11891100,4594137,2023.08.03
16,Standing Room Only,Tim McGraw,3534,-17,3551,144,0,11924200,-245800,12170000,2489294,2023.08.03
17,God Gave Me A Girl,Russell Dickerson,3304,165,3139,141,0,11783700,1146300,10637400,1591735,2023.08.03
18,Watermelon Moonshine,Lainey Wilson,3505,346,3159,144,0,11758300,824200,10934100,5795147,2023.08.03
19,Try That In A Small Town,Jason Aldean,2992,783,2209,139,0,10789800,2865900,7923900,19623644,2023.08.03
20,Everything She Ain't,Hailey Whitters,3210,52,3158,143,0,9945200,90600,9854600,2589365,2023.08.03
21,Can'T Have Mine,Dylan Scott,2964,65,2899,144,0,9324600,196500,9128100,2971461,2023.08.03
22,If You Go Down (I'M Going Down Too),Kelsea Ballerini,3036,68,2968,144,0,9043100,508300,8534800,2289050,2023.08.03
23,Stars Like Confetti,Dustin Lynch,2648,-36,2684,141,0,8387900,123600,8264300,1745684,2023.08.03
24,All I Need Is You,Chris Janson,2354,88,2266,142,0,6442600,508200,5934400,1115551,2023.08.03
25,We Got History,Mitchell Tenpenny,1872,51,1821,139,0,5715800,-8400,5724200,1786430,2023.08.03
26,Save Me The Trouble,Dan + Shay,1726,476,1250,142,0,5409200,1719800,3689400,2880458,2023.08.03
27,Light On In The Kitchen,Ashley McBryde,1944,-15,1959,143,0,5194200,61800,5132400,1391820,2023.08.03
28,Mind On You,George Birge,1738,122,1616,137,0,5114400,655900,4458500,241595,2023.08.03
29,Nobody's Nobody,Brothers Osborne,1657,-10,1667,139,0,4287000,100500,4186500,1914031,2023.08.03
30,Creek Will Rise,Conner Smith,1694,12,1682,141,0,3819300,112400,3706900,1199004,2023.08.03
31,Different 'Round Here,Riley Green,1455,245,1210,132,0,3691400,460800,3230600,2332378,2023.08.03
32,23,Chayce Beckham,1466,6,1460,139,0,3564900,-150500,3715400,2953781,2023.08.03
33,Thinkin' Bout Me,Morgan Wallen,924,254,670,70,0,3557200,962600,2594600,13799877,2023.08.03
34,Fearless,Jackson Dean,1633,107,1526,141,0,3483800,265300,3218500,1086625,2023.08.03
35,White Horse,Chris Stapleton,1079,-1027,2106,107,0,3354500,-6113800,9468300,7016013,2023.08.03
36,See You Next Summer,Brian Kelley,1155,-37,1192,122,0,3140200,93700,3046500,430705,2023.08.03
37,Glory Days,Gabby Barrett,1220,-59,1279,133,0,2816000,-447400,3263400,2196425,2023.08.03
38,Out Of That Truck,Carrie Underwood,863,17,846,90,0,2751100,-26900,2778000,2390900,2023.08.03
39,Pretty Little Poison,Warren Zeiders,814,170,644,64,0,2696400,505100,2191300,5062919,2023.08.03
40,Truck Bed,Hardy,1012,87,925,98,0,2569900,255500,2314400,6269252,2023.08.03
41,World On Fire,Nate Smith,955,73,882,76,0,2550000,321700,2228300,4938600,2023.08.03
42,Fires Don'T Start Themselves,Darius Rucker,922,-24,946,108,0,2514300,-101500,2615800,1182092,2023.08.03
43,We Don'T Fight Anymore,Carly Pearce,896,26,870,107,0,2489400,80900,2408500,2574533,2023.08.03
44,Burn It Down,Parker Mccollum,794,84,710,82,0,2372200,331000,2041200,3392044,2023.08.03
45,On The Boat Again,Jake Owen,679,-15,694,69,0,1869600,-167500,2037100,539309,2023.08.03
